cluster,depth,mag,startday,startmonth,startyear,type
3,10.0,6.4,20,6,2015,E
11,562.09,6.0,21,6,2015,E
1,460.0,6.5,23,6,2015,E
11,10.0,6.0,25,6,2015,E
11,35.0,6.0,30,6,2015,E
11,12.0,6.0,1,7,2015,E
13,20.0,6.4,3,7,2015,E
6,32.0,6.1,3,7,2015,E
7,49.0,6.3,7,7,2015,E
11,12.0,6.7,10,7,2015,E
14,17.03,6.5,16,7,2015,E
11,10.0,7.0,18,7,2015,E
5,29.0,6.9,27,7,2015,E
6,48.0,7.0,27,7,2015,E
5,119.3,6.3,29,7,2015,E
11,269.0,6.0,6,8,2015,E
11,22.0,6.6,10,8,2015,E
11,6.43,6.5,12,8,2015,E
2,10.0,6.0,13,8,2015,E
11,8.0,6.4,15,8,2015,E
7,8.0,6.0,1,9,2015,E
11,17.0,6.3,7,9,2015,E
5,20.0,6.0,10,9,2015,E
0,10.0,6.7,13,9,2015,E
6,39.47,6.3,16,9,2015,E
11,6.0,6.1,16,9,2015,E
3,22.44,8.3,16,9,2015,E
3,26.7,6.4,16,9,2015,E
3,19.1,6.1,16,9,2015,E
3,35.0,6.1,16,9,2015,E
3,28.41,7.0,16,9,2015,E
3,42.32,6.4,17,9,2015,E
3,27.0,6.5,17,9,2015,E
3,23.0,6.7,17,9,2015,E
3,8.65,6.3,18,9,2015,E
14,10.0,6.0,18,9,2015,E
3,6.0,6.1,19,9,2015,E
3,18.0,6.2,19,9,2015,E
3,30.0,6.1,21,9,2015,E
3,35.0,6.6,21,9,2015,E
3,63.3,6.2,22,9,2015,E
6,18.0,6.6,24,9,2015,E
3,38.07,6.2,26,9,2015,E
4,10.0,6.1,11,10,2015,E
7,12.0,6.0,14,10,2015,E
11,12.0,6.0,18,10,2015,E
11,135.0,7.1,20,10,2015,E
2,11.0,6.0,23,10,2015,E
2,10.0,6.0,23,10,2015,E
13,212.52,7.5,26,10,2015,E
6,20.0,6.5,4,11,2015,E
3,13.0,6.2,7,11,2015,E
3,46.0,6.8,7,11,2015,E
10,10.0,6.6,8,11,2015,E
5,15.0,6.5,9,11,2015,E
3,12.0,6.9,11,11,2015,E
3,10.0,6.9,11,11,2015,E
8,12.0,6.7,13,11,2015,E
9,11.0,6.5,17,11,2015,E
11,14.2,7.0,18,11,2015,E
6,82.0,6.1,21,11,2015,E
1,586.93,6.0,24,11,2015,E
3,605.72,7.6,24,11,2015,E
3,611.71,7.6,24,11,2015,E
3,599.35,6.7,26,11,2015,E
3,35.0,6.2,27,11,2015,E
2,35.0,7.1,4,12,2015,E
13,33.0,7.2,7,12,2015,E
6,21.0,6.9,9,12,2015,E
11,10.0,6.1,9,12,2015,E
0,85.95,6.6,17,12,2015,E
11,10.0,6.0,19,12,2015,E
6,6.93,6.1,20,12,2015,E
4,12.28,6.2,24,12,2015,E
13,206.0,6.3,25,12,2015,E
11,10.0,6.3,1,1,2016,E
13,55.0,6.7,3,1,2016,E
4,10.0,6.0,5,1,2016,E
6,13.0,6.5,11,1,2016,E
7,238.81,6.2,11,1,2016,E
3,582.56,6.1,14,1,2016,E
7,46.0,6.7,14,1,2016,E
0,10.0,6.6,21,1,2016,E
5,125.6,7.1,24,1,2016,E
9,12.0,6.3,25,1,2016,E
7,163.22,7.2,30,1,2016,E
11,10.0,6.1,31,1,2016,E
11,391.0,6.2,1,2,2016,E
8,23.0,6.4,5,2,2016,E
11,29.0,6.4,8,2,2016,E
3,29.0,6.3,10,2,2016,E
6,28.0,6.3,12,2,2016,E
11,10.0,6.0,15,2,2016,E
4,13.0,6.1,16,2,2016,E
6,10.0,6.0,17,2,2016,E
11,10.0,6.1,27,2,2016,E
10,24.0,7.8,2,3,2016,E
5,19.0,6.3,12,3,2016,E
5,17.0,6.0,19,3,2016,E
14,26.0,6.0,19,3,2016,E
7,30.0,6.4,20,3,2016,E
11,6.0,6.2,1,4,2016,E
5,11.4,6.2,2,4,2016,E
11,26.0,6.9,3,4,2016,E
11,24.0,6.7,6,4,2016,E
10,29.0,6.1,6,4,2016,E
11,27.59,6.7,7,4,2016,E
13,212.0,6.6,10,4,2016,E
8,136.0,6.9,13,4,2016,E
6,17.0,6.0,13,4,2016,E
8,9.0,6.2,14,4,2016,E
8,8.0,6.0,14,4,2016,E
11,16.0,6.4,14,4,2016,E
14,25.0,6.1,15,4,2016,E
8,10.0,7.0,15,4,2016,E
14,21.0,7.8,16,4,2016,E
3,14.0,6.2,19,4,2016,E
14,14.0,6.2,20,4,2016,E
14,10.0,6.0,20,4,2016,E
14,10.0,6.0,22,4,2016,E
0,16.0,6.0,27,4,2016,E
11,24.0,7.0,28,4,2016,E
0,10.0,6.6,29,4,2016,E
14,16.0,6.7,18,5,2016,E
14,29.95,6.9,18,5,2016,E
6,10.0,6.0,20,5,2016,E
11,567.48,6.4,27,5,2016,E
11,405.58,6.9,28,5,2016,E
3,78.0,7.2,28,5,2016,E
8,244.11,6.4,31,5,2016,E
10,50.0,6.6,1,6,2016,E
6,429.62,6.3,5,6,2016,E
11,43.83,6.1,6,6,2016,E
0,10.0,6.2,7,6,2016,E
6,30.68,6.3,7,6,2016,E
6,19.0,6.1,9,6,2016,E
14,10.0,6.1,10,6,2016,E
11,30.4,6.2,10,6,2016,E
11,111.0,6.2,14,6,2016,E
11,13.0,6.3,19,6,2016,E
11,15.0,6.0,20,6,2016,E
14,10.0,6.1,21,6,2016,E
11,365.31,6.3,21,6,2016,E
13,15.5,6.4,26,6,2016,E
