,VEI,cluster,latitude,longitude,startday,startmonth,startyear,type
7812,,3,63.633,-19.083,0,0,-740,V
7813,,4,13.33,-61.18,0,0,-750,V
7814,,0,-63.001,-60.652,0,0,-750,V
7815,,3,37.87,-25.78,0,0,-750,V
7816,,3,63.983,-19.666,0,0,-750,V
7817,,3,42.7,44.5,0,0,-750,V
7818,,4,18.57,-95.2,0,0,-750,V
7819,,2,57.72,-130.63,0,0,-750,V
7820,,1,36.891,138.114,0,0,-750,V
7821,3,1,34.9,139.098,0,0,-750,V
7822,4,1,40.51,140.88,0,0,-750,V
7823,,1,34.219,139.153,0,0,-750,V
7824,,1,55.832,160.326,0,0,-750,V
7825,,4,10.2,-84.233,0,0,-760,V
7826,4,4,11.538,-85.622,0,0,-770,V
7827,,2,60.485,-152.742,0,0,-770,V
7828,,3,40.028,45.74,0,0,-778,V
7829,4,1,56.653,161.36,0,0,-780,V
7830,3,4,19.03,-97.27,0,0,-780,V
7831,,5,41.611,-121.554,0,0,-780,V
7832,,1,35.361,138.728,0,0,-780,V
7833,,3,63.633,-19.083,0,0,-780,V
7834,,3,38.654,42.229,0,0,-787,V
7835,,2,60.485,-152.742,0,0,-790,V
7836,,0,-45.9,-72.97,0,0,-790,V
7837,,0,-52.33,-73.4,0,0,-800,V
7838,4,4,12.422,-86.54,0,0,-800,V
7839,,0,-63.001,-60.652,0,0,-800,V
7840,,2,58.172,-155.361,0,0,-800,V
7841,5,2,57.019,-157.185,0,0,-800,V
7842,,1,57.2,159.83,0,0,-800,V
7843,0,2,19.421,-155.287,0,0,-800,V
7844,,5,46.2,-122.18,0,0,-800,V
7845,2,5,44.285,-121.841,0,0,-800,V
7846,2,5,44.133,-121.767,0,0,-800,V
7847,2,5,44.38,-121.93,0,0,-800,V
7848,,1,38.729,140.734,0,0,-800,V
7849,,1,55.832,160.326,0,0,-800,V
7850,2,1,53.905,158.385,0,0,-800,V
7851,,1,43.384,144.013,0,0,-800,V
7852,,1,41.51,139.367,0,0,-800,V
7853,2,8,-38.82,176.0,0,0,-800,V
7854,,0,-44.08,-72.88,0,0,-820,V
7855,3,4,16.044,-61.664,0,0,-820,V
7856,0,4,10.463,-84.703,0,0,-830,V
7857,,4,10.025,-83.767,0,0,-830,V
7858,4,9,-7.942,112.95,0,0,-830,V
7859,,5,46.2,-122.18,0,0,-830,V
7860,,2,60.485,-152.742,0,0,-830,V
7861,,5,48.112,-121.113,0,0,-850,V
7862,,5,41.409,-122.193,0,0,-850,V
7863,4,1,53.905,158.385,0,0,-850,V
7864,3,1,54.049,159.443,0,0,-850,V
7865,,1,54.596,160.27,0,0,-850,V
7866,,1,54.135,159.674,0,0,-850,V
7867,,1,24.751,141.289,0,0,-850,V
7868,,1,36.227,137.587,0,0,-850,V
7869,4,4,4.892,-75.324,0,0,-850,V
7870,,4,4.818,-75.365,0,0,-850,V
7871,4,3,63.633,-19.083,0,0,-850,V
7872,,3,37.78,-25.67,0,0,-850,V
7873,,3,63.983,-19.666,0,0,-850,V
7874,,3,63.633,-19.083,0,0,-860,V
7875,,2,60.485,-152.742,0,0,-870,V
7876,,7,-4.649,145.964,0,0,-870,V
7877,4,3,40.821,14.426,0,0,-880,V
7878,,4,14.809,-61.165,0,0,-890,V
7879,0,3,65.833,-17.166,0,0,-900,V
7880,,1,29.968,129.926,0,0,-900,V
7881,3,1,56.653,161.36,0,0,-900,V
7882,2,5,44.38,-121.93,0,0,-900,V
7883,,1,36.571,137.59,0,0,-900,V
7884,2,1,34.724,139.394,0,0,-900,V
7885,,3,28.0,-15.58,0,0,-920,V
7886,,3,63.633,-19.083,0,0,-920,V
7887,5,0,-38.97,-71.52,0,0,-920,V
7888,4,4,1.08,-77.68,0,0,-930,V
7889,5,1,35.361,138.728,0,0,-930,V
7890,5,1,52.062,157.711,0,0,-930,V
7891,,3,40.73,13.897,0,0,-930,V
7892,,0,-15.42,-72.33,0,0,-940,V
7893,,3,38.73,-27.32,0,0,-940,V
7894,,3,39.462,-31.216,0,0,-950,V
7895,,3,27.73,-18.03,0,0,-950,V
7896,0,4,-0.92,-91.408,0,0,-950,V
7897,,4,0.308,-78.364,0,0,-950,V
7898,,4,15.307,-61.305,0,0,-950,V
7899,0,3,38.404,14.962,0,0,-950,V
7900,,1,53.98,159.45,0,0,-950,V
7901,,1,37.735,140.244,0,0,-950,V
7902,4,1,34.094,139.526,0,0,-950,V
7903,0,2,19.475,-155.608,0,0,-950,V
7904,5,1,56.653,161.36,0,0,-950,V
7905,,4,14.156,-90.407,0,0,-960,V
7906,5,0,-40.771,-72.153,0,0,-960,V
7907,,4,16.044,-61.664,0,0,-980,V
7908,,3,63.633,-19.083,0,0,-990,V
7909,,0,-40.59,-72.117,0,0,-990,V
7910,4,1,33.086,131.249,0,0,-990,V
7911,3,1,54.596,160.27,0,0,-1000,V
7912,2,3,64.8,-23.783,0,0,-1000,V
7913,5,4,-1.467,-78.442,0,0,-1010,V
7914,,3,28.0,-15.58,0,0,-1010,V
7915,3,1,56.653,161.36,0,0,-1010,V
7916,,5,46.2,-122.18,0,0,-1010,V
7917,,1,55.131,160.32,0,0,-1010,V
7918,,1,35.361,138.728,0,0,-1010,V
7919,4,8,-38.82,176.0,0,0,-1010,V
7920,,9,-7.542,110.442,0,0,-1010,V
7921,2,8,-16.82,-179.97,0,0,-1020,V
7922,,4,14.583,-91.186,0,0,-1020,V
7923,0,5,44.285,-121.841,0,0,-1030,V
7924,4,1,35.361,138.728,0,0,-1030,V
7925,,2,60.485,-152.742,0,0,-1040,V
7926,2,3,63.933,-21.783,0,0,-1040,V
7927,4,4,12.242,-86.342,0,0,-1050,V
7928,4,4,5.091,-75.293,0,0,-1050,V
7929,4,4,-0.677,-78.436,0,0,-1050,V
7930,,3,28.271,-16.641,0,0,-1050,V
7931,,8,-72.67,165.5,0,0,-1050,V
7932,,2,60.485,-152.742,0,0,-1050,V
7933,2,2,64.062,-148.433,0,0,-1050,V
7934,,1,56.056,160.642,0,0,-1050,V
7935,0,2,51.885,-178.146,0,0,-1050,V
7936,0,8,-25.37,-129.27,0,0,-1050,V
7937,0,4,9.83,-104.3,0,0,-1050,V
7938,,1,35.233,139.021,0,0,-1050,V
7939,,1,34.724,139.394,0,0,-1050,V
7940,,1,40.656,140.303,0,0,-1050,V
7941,0,1,39.099,140.049,0,0,-1050,V
7942,,1,54.596,160.27,0,0,-1050,V
7943,4,1,52.062,157.711,0,0,-1050,V
7944,,1,41.805,141.166,0,0,-1050,V
7945,,1,42.827,140.811,0,0,-1050,V
7946,4,8,-38.82,176.0,0,0,-1050,V
7947,,7,-6.52,155.62,0,0,-1050,V
7948,,7,-10.38,165.8,0,0,-1050,V
7949,,3,37.734,15.004,0,0,-1050,V
7950,6,9,15.13,120.35,0,0,-1050,V
7951,,1,31.593,130.657,0,0,-1050,V
7952,,3,39.284,14.399,,,-1050,V
7953,0,3,63.883,-22.083,0,0,-1060,V
7954,1,1,57.35,161.37,0,0,-1060,V
7955,,2,60.485,-152.742,0,0,-1080,V
7956,,4,15.132,-92.109,0,0,-1080,V
7957,0,5,41.611,-121.554,0,0,-1080,V
7958,0,2,19.692,-155.87,0,0,-1080,V
7959,,3,36.77,12.02,0,0,-1080,V
7960,,0,-39.42,-71.93,0,0,-1080,V
7961,,3,0.0,0.0,0,0,-1084,V
7962,2,1,30.789,130.308,0,0,-1090,V
7963,2,8,-16.82,-179.97,0,0,-1100,V
7964,,5,46.2,-122.18,0,0,-1100,V
7965,,2,60.485,-152.742,0,0,-1100,V
7966,,1,54.049,159.443,0,0,-1100,V
7967,,1,32.458,139.759,0,0,-1100,V
7968,5,3,63.983,-19.666,0,0,-1100,V
7969,,0,-18.166,-69.142,0,0,-1100,V
7970,,4,10.025,-83.767,0,0,-1120,V
7971,4,1,36.618,138.528,0,0,-1120,V
7972,,1,36.406,138.523,0,0,-1130,V
7973,,8,-39.3,174.07,0,0,-1130,V
7974,,1,30.443,130.217,0,0,-1140,V
7975,,2,20.708,-156.25,0,0,-1140,V
7976,,5,19.514,-103.62,0,0,-1140,V
7977,,5,19.85,-101.75,,,-1140,V
7978,0,2,19.692,-155.87,0,0,-1150,V
7979,,5,41.409,-122.193,0,0,-1150,V
7980,,2,60.485,-152.742,0,0,-1150,V
7981,,2,52.22,-175.13,0,0,-1150,V
7982,4,1,34.9,139.098,0,0,-1150,V
7983,,1,33.137,139.766,0,0,-1150,V
7984,,1,39.853,141.001,0,0,-1150,V
7985,1,1,40.659,140.877,0,0,-1150,V
7986,,1,54.596,160.27,0,0,-1150,V
7987,,1,32.761,130.299,0,0,-1150,V
7988,,8,-13.612,-172.525,0,0,-1150,V
7989,5,4,0.308,-78.364,0,0,-1150,V
7990,,3,63.983,-19.666,0,0,-1150,V
7991,,3,63.8,-19.133,0,0,-1150,V
7992,,3,28.271,-16.641,0,0,-1150,V
7993,,3,0.0,0.0,0,0,-1150,V
7994,2,4,1.22,-77.37,0,0,-1160,V
7995,,3,63.633,-19.083,0,0,-1160,V
7996,0,5,34.8,-108.0,0,0,-1170,V
7997,,4,19.231,-98.032,0,0,-1170,V
7998,,5,19.514,-103.62,0,0,-1170,V
7999,,5,46.88,-129.33,0,0,-1180,V
8000,,5,46.2,-122.18,0,0,-1180,V
8001,4,9,-7.542,110.442,0,0,-1180,V
8002,,3,28.0,-15.58,0,0,-1180,V
8003,,3,63.633,-19.083,0,0,-1190,V
8004,,8,-39.3,174.07,0,0,-1190,V
8005,,3,0.0,0.0,0,0,-1192,V
8006,,3,39.462,-31.216,0,0,-1200,V
8007,,3,65.416,-16.666,0,0,-1200,V
8008,,3,64.633,-17.516,0,0,-1200,V
8009,0,6,15.4,45.1,0,0,-1200,V
8010,2,8,-16.82,-179.97,0,0,-1200,V
8011,4,8,-29.27,-177.92,0,0,-1200,V
8012,,4,19.67,-96.75,0,0,-1200,V
8013,,1,55.678,157.718,0,0,-1200,V
8014,,1,34.724,139.394,0,0,-1200,V
8015,,1,32.458,139.759,0,0,-1200,V
8016,2,1,35.233,139.021,0,0,-1200,V
8017,,1,36.891,138.114,0,0,-1200,V
8018,,2,60.485,-152.742,0,0,-1210,V
8019,3,3,63.633,-19.083,0,0,-1220,V
8020,,4,-0.171,-78.598,0,0,-1230,V
8021,4,0,-39.42,-71.93,,,-1230,V
8022,,2,20.708,-156.25,0,0,-1240,V
8023,,4,4.892,-75.324,0,0,-1245,V
8024,4,4,10.463,-84.703,0,0,-1250,V
8025,0,4,-0.83,-91.17,0,0,-1250,V
8026,5,0,-50.33,-73.75,0,0,-1250,V
8027,0,3,65.033,-16.783,0,0,-1250,V
8028,,3,63.983,-19.666,0,0,-1250,V
8029,,3,28.0,-15.58,0,0,-1250,V
8030,,0,-57.08,-26.67,0,0,-1250,V
8031,2,5,43.147,-117.46,0,0,-1250,V
8032,,1,33.137,139.766,0,0,-1250,V
8033,3,1,34.094,139.526,0,0,-1250,V
8034,,1,34.397,139.27,0,0,-1250,V
8035,,1,39.964,140.757,0,0,-1250,V
8036,3,1,39.853,141.001,0,0,-1250,V
8037,3,8,-38.82,176.0,0,0,-1250,V
8038,,8,-39.3,174.07,0,0,-1250,V
8039,,7,-6.52,155.62,0,0,-1260,V
8040,,1,32.884,131.104,0,0,-1270,V
8041,,4,8.808,-82.543,0,0,-1270,V
8042,,3,63.633,-19.083,0,0,-1280,V
8043,,2,57.18,-170.3,0,0,-1280,V
8044,,3,63.633,-19.083,0,0,-1290,V
8045,4,3,37.77,-25.47,0,0,-1290,V
8046,,4,0.029,-77.986,0,0,-1300,V
8047,0,2,19.475,-155.608,0,0,-1300,V
8048,,1,35.361,138.728,0,0,-1300,V
8049,2,8,-16.82,-179.97,0,0,-1300,V
8050,3,3,38.404,14.962,0,0,-1300,V
8051,,2,20.708,-156.25,0,0,-1310,V
8052,,2,60.485,-152.742,0,0,-1310,V
8053,4,4,5.091,-75.293,0,0,-1310,V
8054,3,4,16.044,-61.664,0,0,-1310,V
8055,5,0,-17.184,-70.196,0,0,-1320,V
8056,,3,28.57,-17.83,0,0,-1320,V
8057,,5,19.514,-103.62,0,0,-1320,V
8058,,4,18.57,-95.2,0,0,-1320,V
8059,3,1,56.653,161.36,0,0,-1330,V
8060,,3,-0.914,36.446,0,0,-1330,V
8061,,8,-38.12,176.5,0,0,-1330,V
8062,,4,17.36,-93.228,0,0,-1340,V
8063,,4,19.108,-99.758,0,0,-1350,V
8064,,5,44.43,-110.67,0,0,-1350,V
8065,,2,60.485,-152.742,0,0,-1350,V
8066,5,1,35.361,138.728,0,0,-1350,V
8067,,1,38.729,140.734,0,0,-1350,V
8068,3,1,54.596,160.27,0,0,-1350,V
8069,,1,55.972,160.595,0,0,-1350,V
8070,5,1,53.256,158.836,0,0,-1350,V
8071,,1,51.356,156.753,0,0,-1350,V
8072,3,1,43.418,142.686,0,0,-1350,V
8073,3,1,32.884,131.104,0,0,-1350,V
8074,,3,63.983,-19.666,0,0,-1350,V
8075,6,7,-5.576,150.516,,,-1370,V
8076,,4,14.809,-61.165,0,0,-1390,V
8077,,3,38.654,42.229,0,0,-1396,V
8078,2,1,54.049,159.443,0,0,-1400,V
8079,,1,38.729,140.734,0,0,-1400,V
8080,,1,35.233,139.021,0,0,-1400,V
8081,,3,28.271,-16.641,0,0,-1400,V
8082,,9,-7.542,110.442,0,0,-1410,V
8083,,3,37.734,15.004,0,0,-1420,V
8084,,4,10.025,-83.767,0,0,-1420,V
8085,4,3,40.821,14.426,0,0,-1430,V
8086,2,1,37.125,139.963,0,0,-1440,V
8087,4,3,63.633,-19.083,0,0,-1440,V
8088,4,4,10.463,-84.703,0,0,-1450,V
8089,,1,35.361,138.728,0,0,-1450,V
8090,,1,39.761,140.799,0,0,-1450,V
8091,,1,34.724,139.394,0,0,-1450,V
8092,,1,34.094,139.526,0,0,-1450,V
8093,,1,43.664,142.854,0,0,-1450,V
8094,,5,43.722,-121.229,0,0,-1450,V
8095,,5,19.514,-103.62,0,0,-1450,V
8096,2,8,-16.82,-179.97,0,0,-1450,V
8097,,1,32.761,130.299,0,0,-1450,V
8098,,1,30.443,130.217,0,0,-1450,V
8099,,1,31.22,130.57,0,0,-1450,V
8100,,3,0.0,0.0,0,0,-1454,V
8101,,3,0.0,0.0,0,0,-1459,V
8102,6,8,-38.82,176.0,0,0,-1460,V
8103,,3,40.73,13.897,0,0,-1480,V
8104,,0,-40.59,-72.117,0,0,-1490,V
8105,5,3,37.734,15.004,0,0,-1500,V
8106,4,1,31.22,130.57,0,0,-1500,V
8107,3,4,19.03,-97.27,0,0,-1500,V
8108,3,1,56.653,161.36,0,0,-1500,V
8109,5,1,53.256,158.836,0,0,-1500,V
8110,,1,39.853,141.001,0,0,-1500,V
8111,4,1,50.324,155.461,,,-1500,V
8112,,1,35.361,138.728,0,0,-1510,V
8113,,2,60.485,-152.742,0,0,-1510,V
8114,,0,-36.863,-71.377,0,0,-1510,V
8115,,4,-0.677,-78.436,0,0,-1510,V
8116,,3,63.633,-19.083,0,0,-1540,V
8117,,2,60.485,-152.742,0,0,-1540,V
8118,,1,44.08,128.83,0,0,-1540,V
8119,,2,51.923,-177.168,0,0,-1550,V
8120,,1,58.28,160.87,0,0,-1550,V
8121,,2,60.485,-152.742,0,0,-1550,V
8122,5,2,61.64,-152.411,0,0,-1550,V
8123,0,2,19.421,-155.287,0,0,-1550,V
8124,,1,37.647,140.281,0,0,-1550,V
8125,,1,43.608,144.443,0,0,-1550,V
8126,,1,52.543,157.339,0,0,-1550,V
8127,,1,53.321,158.712,0,0,-1550,V
8128,,1,53.905,158.07,0,0,-1550,V
8129,,1,55.972,160.595,0,0,-1550,V
8130,,1,54.5,159.97,0,0,-1550,V
8131,,1,31.22,130.57,0,0,-1550,V
8132,4,3,40.821,14.426,0,0,-1550,V
8133,,3,-2.764,35.914,0,0,-1550,V
8134,,0,-63.001,-60.652,0,0,-1550,V
8135,4,3,63.983,-19.666,0,0,-1550,V
8136,,3,63.8,-19.133,0,0,-1550,V
8137,,8,-39.3,174.07,0,0,-1560,V
8138,,2,60.485,-152.742,0,0,-1560,V
8139,,4,14.473,-90.88,0,0,-1580,V
8140,,0,-18.1,-69.5,0,0,-1580,V
8141,,4,-0.375,-78.25,0,0,-1580,V
8142,3,1,50.267,155.246,,,-1590,V
8143,,1,38.144,140.44,0,0,-1600,V
8144,,2,51.944,-176.747,0,0,-1600,V
8145,,4,13.33,-61.18,0,0,-1600,V
8146,,5,46.2,-122.18,0,0,-1610,V
8147,7,3,36.404,25.396,0,0,-1610,V
8148,3,1,31.22,130.57,0,0,-1610,V
8149,,3,0.0,0.0,0,0,-1623,V
8150,,3,0.0,0.0,0,0,-1628,V
8151,,3,63.633,-19.083,0,0,-1640,V
8152,6,2,56.88,-158.17,0,0,-1645,V
8153,,2,58.195,-155.253,0,0,-1650,V
8154,3,1,56.653,161.36,0,0,-1650,V
8155,0,2,19.421,-155.287,0,0,-1650,V
8156,0,2,19.692,-155.87,0,0,-1650,V
8157,0,2,19.475,-155.608,0,0,-1650,V
8158,,1,39.853,141.001,0,0,-1650,V
8159,,1,54.596,160.27,0,0,-1650,V
8160,,1,54.974,160.703,0,0,-1650,V
8161,,1,55.832,160.326,0,0,-1650,V
8162,3,1,32.884,131.104,0,0,-1650,V
8163,4,3,40.827,14.139,0,0,-1650,V
8164,,4,0.029,-77.986,0,0,-1650,V
8165,,4,1.08,-77.68,0,0,-1650,V
8166,4,4,10.463,-84.703,0,0,-1650,V
8167,,3,63.983,-19.666,0,0,-1650,V
8168,,3,28.271,-16.641,0,0,-1650,V
8169,,3,38.654,42.229,0,0,-1662,V
8170,,3,37.77,-25.32,0,0,-1670,V
8171,,3,63.633,-19.083,0,0,-1670,V
8172,0,5,43.42,-113.5,0,0,-1680,V
8173,,5,46.2,-122.18,0,0,-1680,V
8174,,2,60.485,-152.742,0,0,-1690,V
8175,,3,0.0,0.0,0,0,-1695,V
8176,,3,28.271,-16.641,0,0,-1700,V
8177,,3,63.633,-19.083,0,0,-1700,V
8178,,2,60.485,-152.742,0,0,-1700,V
8179,4,1,56.653,161.36,0,0,-1700,V
8180,0,2,19.475,-155.608,0,0,-1700,V
8181,,1,53.256,158.836,0,0,-1700,V
8182,2,1,43.453,143.036,0,0,-1700,V
8183,5,8,-39.3,174.07,0,0,-1700,V
8184,2,8,-16.82,-179.97,0,0,-1700,V
8185,,0,-41.1,-72.493,0,0,-1710,V
8186,,1,33.086,131.249,0,0,-1720,V
8187,0,3,64.083,-21.416,0,0,-1730,V
8188,2,5,44.38,-121.93,0,0,-1740,V
8189,0,2,19.475,-155.608,0,0,-1750,V
8190,,2,53.891,-166.923,0,0,-1750,V
8191,,2,58.172,-155.361,0,0,-1750,V
8192,6,2,56.17,-159.38,0,0,-1750,V
8193,,1,36.921,138.036,0,0,-1750,V
8194,,1,43.418,142.686,0,0,-1750,V
8195,3,1,55.832,160.326,0,0,-1750,V
8196,4,8,-38.12,176.5,0,0,-1750,V
8197,2,3,64.9,-22.483,0,0,-1750,V
8198,,3,63.983,-19.666,0,0,-1750,V
8199,3,1,50.324,155.461,,,-1750,V
8200,5,5,46.2,-122.18,0,0,-1770,V
8201,,9,-7.542,110.442,0,0,-1770,V
8202,,4,10.463,-84.703,0,0,-1770,V
8203,4,1,31.22,130.57,0,0,-1780,V
8204,,6,-21.244,55.708,0,0,-1790,V
8205,,2,58.354,-155.092,0,0,-1790,V
8206,0,2,19.475,-155.608,0,0,-1800,V
8207,,2,20.708,-156.25,0,0,-1800,V
8208,,1,54.135,159.674,0,0,-1800,V
8209,,1,37.601,140.072,0,0,-1800,V
8210,,1,37.735,140.244,0,0,-1800,V
8211,3,1,34.094,139.526,0,0,-1800,V
8212,2,1,32.458,139.759,0,0,-1800,V
8213,,4,0.029,-77.986,0,0,-1800,V
8214,2,3,63.85,-22.566,0,0,-1800,V
8215,,4,15.307,-61.305,0,0,-1800,V
8216,,4,16.044,-61.664,0,0,-1810,V
8217,5,0,-39.42,-71.93,0,0,-1810,V
8218,,2,60.485,-152.742,0,0,-1810,V
8219,,2,59.363,-153.43,0,0,-1820,V
8220,4,4,10.83,-85.324,0,0,-1820,V
8221,,0,-50.964,-73.585,0,0,-1830,V
8222,,2,56.58,-130.55,0,0,-1830,V
8223,,1,30.789,130.308,0,0,-1830,V
8224,,1,32.884,131.104,0,0,-1830,V
8225,,2,61.64,-152.411,0,0,-1850,V
8226,,2,20.708,-156.25,0,0,-1850,V
8227,1,5,46.206,-121.49,0,0,-1850,V
8228,,1,35.361,138.728,0,0,-1850,V
8229,,1,49.57,154.808,0,0,-1850,V
8230,,3,63.633,-19.083,0,0,-1850,V
8231,,4,1.08,-77.68,0,0,-1850,V
8232,,3,63.983,-19.666,0,0,-1850,V
8233,3,3,37.77,-25.47,0,0,-1850,V
8234,1,1,50.267,155.246,,,-1850,V
8235,6,5,46.2,-122.18,0,0,-1860,V
8236,,4,-0.171,-78.598,0,0,-1860,V
8237,,0,-18.1,-69.5,0,0,-1860,V
8238,,2,60.485,-152.742,0,0,-1870,V
8239,4,3,40.827,14.139,0,0,-1870,V
8240,3,5,19.85,-101.75,0,0,-1880,V
8241,,4,19.023,-98.622,0,0,-1890,V
8242,,5,19.514,-103.62,0,0,-1890,V
8243,5,2,55.641,-161.214,0,0,-1890,V
8244,,9,-7.542,110.442,0,0,-1890,V
8245,6,0,-45.9,-72.97,0,0,-1890,V
8246,0,3,40.275,44.75,0,0,-1900,V
8247,6,2,56.552,-158.785,0,0,-1900,V
8248,,2,51.923,-177.168,0,0,-1900,V
8249,,2,20.708,-156.25,0,0,-1900,V
8250,0,2,19.475,-155.608,0,0,-1900,V
8251,,1,36.921,138.036,0,0,-1900,V
8252,,3,63.633,-19.083,0,0,-1910,V
8253,4,3,63.633,-19.083,0,0,-1920,V
8254,,0,-41.326,-72.614,0,0,-1920,V
8255,4,1,35.139,132.621,0,0,-1920,V
8256,4,9,6.113,124.892,0,0,-1920,V
8257,,2,20.708,-156.25,0,0,-1940,V
8258,,5,19.514,-103.62,0,0,-1940,V
8259,,1,55.678,157.718,0,0,-1950,V
8260,,2,58.195,-155.253,0,0,-1950,V
8261,,1,53.321,158.712,0,0,-1950,V
8262,,3,63.633,-19.083,0,0,-1950,V
8263,2,3,64.416,-17.316,0,0,-1950,V
8264,,3,39.02,-27.97,,,-1950,V
8265,4,1,50.324,155.461,,,-1950,V
8266,,3,37.734,15.004,0,0,-1980,V
8267,,3,28.271,-16.641,0,0,-1980,V
8268,0,0,-39.42,-71.93,0,0,-1980,V
8269,5,4,4.658,-75.33,0,0,-1990,V
8270,,8,-13.612,-172.525,0,0,-1990,V
8271,4,8,-29.27,-177.92,0,0,-2000,V
8272,4,3,40.827,14.139,0,0,-2000,V
8273,,3,39.704,45.551,0,0,-2000,V
8274,4,3,12.95,24.27,0,0,-2000,V
8275,2,1,52.559,158.03,0,0,-2000,V
8276,,1,38.144,140.44,0,0,-2000,V
8277,2,1,37.125,139.963,0,0,-2000,V
8278,,1,36.799,139.376,0,0,-2000,V
8279,3,1,34.094,139.526,0,0,-2000,V
8280,,1,39.853,141.001,0,0,-2000,V
8281,5,1,56.653,161.36,0,0,-2000,V
8282,0,2,19.475,-155.608,0,0,-2000,V
8283,,3,63.633,-19.083,0,0,-2000,V
8284,,3,64.8,-23.783,0,0,-2010,V
8285,4,4,17.37,-62.8,0,0,-2010,V
8286,4,1,31.22,130.57,0,0,-2010,V
8287,,4,13.33,-61.18,0,0,-2020,V
8288,,3,63.633,-19.083,0,0,-2020,V
8289,5,4,17.36,-93.228,0,0,-2030,V
8290,0,2,19.692,-155.87,0,0,-2040,V
8291,,2,60.485,-152.742,0,0,-2040,V
8292,,2,59.363,-153.43,0,0,-2040,V
8293,3,3,40.827,14.139,0,0,-2040,V
8294,6,7,-5.358,147.12,0,0,-2040,V
8295,,6,-12.83,45.17,0,0,-2050,V
8296,5,3,-9.135,33.668,0,0,-2050,V
8297,,1,31.593,130.657,0,0,-2050,V
8298,3,1,31.934,130.862,0,0,-2050,V
8299,,9,14.52,120.47,0,0,-2050,V
8300,3,1,32.884,131.104,0,0,-2050,V
8301,4,2,60.032,-153.09,0,0,-2050,V
8302,,1,58.18,160.82,0,0,-2050,V
8303,,1,33.361,126.53,0,0,-2050,V
8304,0,2,19.475,-155.608,0,0,-2050,V
8305,,5,41.409,-122.193,0,0,-2050,V
8306,0,4,9.83,-104.3,0,0,-2050,V
8307,,5,19.85,-101.75,0,0,-2050,V
8308,,1,39.853,141.001,0,0,-2050,V
8309,,1,39.95,139.73,0,0,-2050,V
8310,5,1,33.137,139.766,0,0,-2050,V
8311,,1,34.9,139.098,0,0,-2050,V
8312,,1,35.361,138.728,0,0,-2050,V
8313,2,1,52.559,158.03,0,0,-2050,V
8314,2,1,52.449,158.196,0,0,-2050,V
8315,,1,51.498,157.203,0,0,-2050,V
8316,,1,54.049,159.443,0,0,-2050,V
8317,3,1,55.832,160.326,0,0,-2050,V
8318,4,1,43.572,144.561,0,0,-2050,V
8319,,1,43.384,144.013,0,0,-2050,V
8320,,3,63.633,-19.083,0,0,-2050,V
8321,3,3,64.9,-22.483,0,0,-2050,V
8322,0,3,64.85,-19.7,0,0,-2050,V
8323,5,4,-0.677,-78.436,0,0,-2050,V
8324,0,8,-77.53,167.17,0,0,-2050,V
8325,,3,37.87,-25.78,0,0,-2050,V
8326,0,3,65.033,-16.783,0,0,-2050,V
8327,0,2,19.421,-155.287,0,0,-2080,V
8328,2,3,40.827,14.139,0,0,-2080,V
8329,,3,38.537,34.621,0,0,-2080,V
8330,,4,-0.171,-78.598,0,0,-2090,V
8331,,4,1.08,-77.68,0,0,-2095,V
8332,,4,4.487,-75.389,0,0,-2100,V
8333,,4,14.809,-61.165,0,0,-2100,V
8334,,5,46.2,-122.18,0,0,-2100,V
8335,5,1,56.653,161.36,0,0,-2100,V
8336,,1,53.256,158.836,0,0,-2100,V
8337,4,1,34.9,139.098,0,0,-2100,V
8338,,1,36.891,138.114,0,0,-2100,V
8339,3,4,19.03,-97.27,0,0,-2110,V
8340,,3,63.633,-19.083,0,0,-2110,V
8341,,0,-15.42,-72.33,0,0,-2110,V
8342,,2,20.708,-156.25,0,0,-2120,V
8343,,3,0.7,30.25,0,0,-2120,V
8344,,4,18.57,-95.2,0,0,-2130,V
8345,,4,13.33,-61.18,0,0,-2135,V
8346,,0,-39.42,-71.93,0,0,-2140,V
8347,0,2,19.475,-155.608,0,0,-2150,V
8348,3,1,56.653,161.36,0,0,-2150,V
8349,,2,51.923,-177.168,0,0,-2150,V
8350,3,1,52.449,158.196,0,0,-2150,V
8351,,8,-39.3,174.07,0,0,-2150,V
8352,5,3,40.827,14.139,0,0,-2150,V
8353,,7,-6.52,155.62,0,0,-2150,V
8354,,1,32.884,131.104,0,0,-2150,V
8355,,1,32.761,130.299,0,0,-2150,V
8356,4,1,41.98,128.08,0,0,-2160,V
8357,,3,63.633,-19.083,0,0,-2160,V
8358,,3,63.633,-19.083,0,0,-2190,V
8359,,4,13.33,-61.18,0,0,-2200,V
8360,4,1,56.653,161.36,0,0,-2200,V
8361,,2,19.421,-155.287,0,0,-2200,V
8362,2,5,39.661,-107.035,0,0,-2200,V
8363,2,1,52.559,158.03,0,0,-2200,V
8364,,2,20.708,-156.25,0,0,-2210,V
8365,,3,37.77,-25.47,0,0,-2210,V
8366,,3,63.633,-19.083,0,0,-2220,V
8367,,4,-0.677,-78.436,0,0,-2220,V
8368,,2,57.05,-135.75,0,0,-2220,V
8369,,3,40.827,14.139,0,0,-2220,V
8370,,2,60.485,-152.742,0,0,-2230,V
8371,,0,-16.294,-71.409,0,0,-2230,V
8372,3,4,19.08,-99.13,0,0,-2238,V
