,VEI,cluster,latitude,longitude,startday,startmonth,startyear,type
0,1,8,-37.52,177.18,27,4,2016,V
1,1,0,-59.017,-26.533,24,4,2016,V
2,2,4,12.702,-87.004,22,4,2016,V
3,0,2,52.825,-169.944,16,4,2016,V
4,1,0,-39.42,-71.93,3,4,2016,V
5,2,7,-5.525,148.42,2,4,2016,V
6,2,9,-1.697,101.264,31,3,2016,V
7,2,1,50.324,155.461,29,3,2016,V
8,2,2,55.417,-161.894,27,3,2016,V
9,1,1,32.884,131.104,4,3,2016,V
10,2,7,-4.08,145.037,4,3,2016,V
11,2,7,-6.137,155.196,3,3,2016,V
12,2,9,12.77,124.05,22,2,2016,V
13,1,1,50.861,155.565,21,2,2016,V
14,2,4,10.025,-83.767,2,2,2016,V
15,1,4,13.434,-88.269,12,1,2016,V
16,2,0,-36.863,-71.377,8,1,2016,V
17,3,9,1.112,124.737,2,1,2016,V
18,1,4,11.984,-86.161,11,12,2015,V
19,2,3,37.734,15.004,2,12,2015,V
20,2,4,12.422,-86.54,1,12,2015,V
21,2,9,10.412,123.132,24,11,2015,V
22,1,9,-0.381,100.473,14,11,2015,V
23,2,9,-7.942,112.95,12,11,2015,V
24,2,0,-23.37,-67.73,30,10,2015,V
25,2,9,-8.42,116.47,25,10,2015,V
26,2,4,10.025,-83.767,23,10,2015,V
27,1,4,10.83,-85.324,17,10,2015,V
28,2,0,-37.856,-71.183,6,10,2015,V
29,0,1,50.861,155.565,2,10,2015,V
30,0,0,-57.8,-26.483,30,9,2015,V
31,2,4,12.602,-86.845,23,9,2015,V
32,2,1,32.884,131.104,3,9,2015,V
33,1,9,1.358,124.792,30,8,2015,V
34,3,1,56.056,160.642,28,8,2015,V
35,2,4,-0.677,-78.436,15,8,2015,V
36,0,4,12.3,-61.64,23,7,2015,V
37,2,9,0.8,127.33,16,7,2015,V
38,1,0,-15.78,-71.85,9,7,2015,V
39,1,9,-8.508,124.13,7,7,2015,V
40,1,1,35.233,139.021,29,6,2015,V
41,1,1,36.406,138.523,16,6,2015,V
42,1,2,52.825,-169.944,14,6,2015,V
43,2,4,12.702,-87.004,6,6,2015,V
44,3,1,30.443,130.217,29,5,2015,V
45,4,4,0.02,-91.35,25,5,2015,V
46,1,9,1.358,124.792,20,5,2015,V
47,2,4,12.602,-86.845,11,5,2015,V
48,2,9,12.77,124.05,1,5,2015,V
49,0,5,45.95,-130.0,23,4,2015,V
50,1,4,4.892,-75.324,22,4,2015,V
51,4,0,-41.326,-72.614,22,4,2015,V
52,3,4,-1.467,-78.442,6,4,2015,V
53,2,0,-16.355,-70.903,17,3,2015,V
54,2,4,10.025,-83.767,8,3,2015,V
55,3,1,50.324,155.461,16,2,2015,V
56,0,6,-21.244,55.708,4,2,2015,V
57,3,9,-8.119,114.056,1,2,2015,V
58,1,4,13.434,-88.269,26,1,2015,V
59,3,1,54.049,159.443,19,1,2015,V
60,3,9,1.112,124.737,6,1,2015,V
61,2,1,56.056,160.642,1,1,2015,V
62,2,8,-20.536,-175.382,19,12,2014,V
63,2,9,0.8,127.33,18,12,2014,V
64,1,4,4.892,-75.324,15,12,2014,V
65,1,0,-39.42,-71.93,2,12,2014,V
66,3,3,14.95,-24.35,23,11,2014,V
67,1,2,55.417,-161.894,12,11,2014,V
68,1,1,48.875,154.175,11,11,2014,V
69,2,4,10.025,-83.767,29,10,2014,V
70,2,9,-8.542,122.775,6,10,2014,V
71,3,1,35.893,137.48,27,9,2014,V
72,1,4,10.83,-85.324,17,9,2014,V
73,2,7,-4.08,145.037,6,9,2014,V
74,2,1,32.884,131.104,30,8,2014,V
75,0,3,64.633,-17.516,29,8,2014,V
76,1,0,-15.78,-71.85,13,8,2014,V
77,0,9,13.257,123.685,13,8,2014,V
78,1,1,30.443,130.217,3,8,2014,V
79,3,7,-4.271,152.203,7,7,2014,V
80,1,0,-37.856,-71.183,4,7,2014,V
81,0,6,-21.244,55.708,21,6,2014,V
82,2,9,2.78,125.4,8,6,2014,V
83,3,1,53.589,159.15,6,6,2014,V
84,3,2,55.417,-161.894,31,5,2014,V
85,3,9,-8.2,119.07,30,5,2014,V
86,0,3,-1.408,29.2,30,5,2014,V
87,0,1,20.42,145.03,24,4,2014,V
88,1,9,-6.102,105.423,31,3,2014,V
89,1,7,-4.649,145.964,26,3,2014,V
90,3,9,-7.542,110.442,9,3,2014,V
91,2,9,-7.242,109.208,8,3,2014,V
92,4,9,-7.93,112.308,13,2,2014,V
93,1,9,2.78,125.4,9,2,2014,V
94,1,2,54.756,-163.97,7,2,2014,V
95,1,4,12.702,-87.004,4,2,2014,V
96,1,9,-0.381,100.473,3,2,2014,V
97,1,7,-9.02,157.95,29,1,2014,V
98,1,1,32.884,131.104,13,1,2014,V
99,1,9,-8.119,114.056,4,1,2014,V
100,2,4,13.434,-88.269,29,12,2013,V
101,3,2,52.825,-169.944,28,12,2013,V
102,2,1,27.247,140.874,20,11,2013,V
103,2,9,-7.542,110.442,18,11,2013,V
104,3,1,53.589,159.15,23,10,2013,V
105,2,6,12.278,93.858,12,10,2013,V
106,1,9,-6.77,107.6,5,10,2013,V
107,2,3,15.05,42.18,28,9,2013,V
108,2,9,3.17,98.392,15,9,2013,V
109,2,3,37.734,15.004,3,9,2013,V
110,0,9,-8.53,123.57,20,8,2013,V
111,1,1,56.056,160.642,15,8,2013,V
112,1,0,-39.42,-71.93,25,7,2013,V
113,1,7,-5.05,151.33,8,7,2013,V
114,2,0,-16.355,-70.903,4,7,2013,V
115,3,2,56.17,-159.38,13,6,2013,V
116,1,1,48.98,153.48,11,6,2013,V
117,1,4,12.702,-87.004,7,6,2013,V
118,1,1,30.789,130.308,4,6,2013,V
119,2,4,10.025,-83.767,21,5,2013,V
120,3,2,55.417,-161.894,13,5,2013,V
121,2,9,13.257,123.685,7,5,2013,V
122,1,0,-23.37,-67.73,2,4,2013,V
123,2,4,14.381,-90.601,5,3,2013,V
124,2,9,-6.77,107.6,21,2,2013,V
125,1,6,12.278,93.858,16,2,2013,V
126,2,1,45.012,147.871,16,2,2013,V
127,0,1,15.406,144.506,13,2,2013,V
128,3,7,-4.649,145.964,29,1,2013,V
129,2,7,-4.271,152.203,19,1,2013,V
130,2,5,19.514,-103.62,6,1,2013,V
131,2,4,12.702,-87.004,26,12,2012,V
132,2,0,-37.856,-71.183,22,12,2012,V
133,1,7,-5.525,148.42,28,11,2012,V
134,4,1,55.832,160.326,27,11,2012,V
135,2,8,-39.157,175.632,21,11,2012,V
136,0,1,46.525,150.875,11,11,2012,V
137,1,7,-5.05,151.33,6,11,2012,V
138,2,1,18.13,145.8,30,10,2012,V
139,2,9,-8.32,121.708,27,10,2012,V
140,2,1,50.861,155.565,5,10,2012,V
141,1,9,-0.381,100.473,26,9,2012,V
142,2,9,1.358,124.792,15,9,2012,V
143,1,9,0.8,127.33,15,9,2012,V
144,2,4,12.702,-87.004,8,9,2012,V
145,0,9,-53.106,73.513,5,9,2012,V
146,1,1,56.056,160.642,1,9,2012,V
147,2,1,45.012,147.871,16,8,2012,V
148,3,9,1.112,124.737,8,8,2012,V
149,2,8,-37.52,177.18,7,8,2012,V
150,2,8,-39.157,175.632,6,8,2012,V
151,0,8,-25.887,-177.188,3,8,2012,V
152,1,8,-31.08,-179.033,17,7,2012,V
153,0,0,-57.8,-26.483,30,6,2012,V
154,2,9,2.78,125.4,14,5,2012,V
155,2,4,1.22,-77.37,13,5,2012,V
156,2,9,-8.508,124.13,8,5,2012,V
157,1,7,-5.05,151.33,7,5,2012,V
158,2,7,-5.576,150.516,3,5,2012,V
159,1,9,-0.381,100.473,1,3,2012,V
160,3,4,4.892,-75.324,22,2,2012,V
161,1,4,10.83,-85.324,19,2,2012,V
162,2,2,51.923,-177.168,18,2,2012,V
163,1,1,24.751,141.289,10,2,2012,V
164,3,7,-4.649,145.964,1,2,2012,V
165,2,4,10.025,-83.767,12,1,2012,V
166,1,9,-8.272,123.505,2,1,2012,V
167,2,3,15.05,42.18,18,12,2011,V
168,2,9,0.8,127.33,5,12,2011,V
169,2,3,-1.408,29.2,6,11,2011,V
170,2,0,-45.9,-72.97,26,10,2011,V
171,2,3,27.73,-18.03,10,10,2011,V
172,1,7,-14.27,167.5,17,9,2011,V
173,1,4,12.702,-87.004,21,8,2011,V
174,1,4,10.83,-85.324,15,8,2011,V
175,2,9,-0.381,100.473,3,8,2011,V
176,2,9,-6.102,105.423,31,7,2011,V
177,2,2,52.825,-169.944,20,7,2011,V
178,3,9,1.112,124.737,3,7,2011,V
179,2,9,1.358,124.792,26,6,2011,V
180,0,3,-2.764,35.914,22,6,2011,V
181,4,3,13.37,41.7,13,6,2011,V
182,1,7,-15.4,167.83,4,6,2011,V
183,5,0,-40.59,-72.117,4,6,2011,V
184,4,3,64.416,-17.316,21,5,2011,V
185,1,1,32.884,131.104,15,5,2011,V
186,2,4,12.602,-86.845,14,5,2011,V
187,2,1,18.13,145.8,23,4,2011,V
188,0,5,45.95,-130.0,6,4,2011,V
189,1,1,56.056,160.642,30,3,2011,V
190,2,7,-4.271,152.203,29,3,2011,V
191,2,9,2.78,125.4,11,3,2011,V
192,1,9,1.358,124.792,22,2,2011,V
193,3,0,-35.223,-70.568,17,2,2011,V
194,2,1,31.934,130.862,19,1,2011,V
195,1,4,10.025,-83.767,14,1,2011,V
196,0,3,14.242,40.3,4,1,2011,V
197,3,9,-7.942,112.95,26,11,2010,V
198,3,4,-1.467,-78.442,22,11,2010,V
199,1,0,-57.8,-26.483,17,11,2010,V
200,3,1,55.131,160.32,11,11,2010,V
201,2,9,12.77,124.05,6,11,2010,V
202,4,9,-7.542,110.442,26,10,2010,V
203,2,9,-6.102,105.423,25,10,2010,V
204,1,6,-21.244,55.708,14,10,2010,V
205,2,6,12.278,93.858,17,9,2010,V
206,2,0,-35.223,-70.568,6,9,2010,V
207,2,9,3.17,98.392,27,8,2010,V
208,1,3,37.734,15.004,25,8,2010,V
209,2,4,1.22,-77.37,25,8,2010,V
210,2,7,-4.08,145.037,10,8,2010,V
211,3,9,2.78,125.4,6,8,2010,V
212,1,7,-4.271,152.203,23,7,2010,V
213,1,1,50.686,156.014,2,7,2010,V
214,2,1,48.958,153.93,30,6,2010,V
215,2,4,12.702,-87.004,9,6,2010,V
216,1,1,52.559,158.03,6,6,2010,V
217,2,2,52.825,-169.944,30,5,2010,V
218,3,1,16.58,145.78,27,5,2010,V
219,2,7,-5.05,151.33,26,5,2010,V
220,3,1,55.972,160.595,21,5,2010,V
221,1,1,18.13,145.8,3,5,2010,V
222,1,1,34.094,139.526,11,4,2010,V
223,2,3,37.734,15.004,8,4,2010,V
224,1,1,31.934,130.862,30,3,2010,V
225,4,3,63.633,-19.633,20,3,2010,V
226,1,1,24.285,141.481,3,2,2010,V
227,0,6,30.479,67.492,29,1,2010,V
228,2,4,10.025,-83.767,5,1,2010,V
229,1,3,-1.408,29.2,2,1,2010,V
230,3,4,-1.467,-78.442,1,1,2010,V
231,3,1,55.972,160.595,17,12,2009,V
232,1,4,11.538,-85.622,11,12,2009,V
233,1,0,-39.42,-71.93,22,11,2009,V
234,1,1,31.934,130.862,15,11,2009,V
235,1,6,-21.244,55.708,5,11,2009,V
236,1,4,10.2,-84.233,0,11,2009,V
237,2,2,52.825,-169.944,2,10,2009,V
238,2,7,-14.27,167.5,27,9,2009,V
239,1,9,-7.2,109.92,27,9,2009,V
240,2,9,13.257,123.685,15,9,2009,V
241,2,4,12.702,-87.004,6,9,2009,V
242,2,7,-5.525,148.42,0,9,2009,V
243,2,1,56.056,160.642,1,8,2009,V
244,2,3,12.17,40.82,28,6,2009,V
245,2,2,52.825,-169.944,25,6,2009,V
246,4,1,48.092,153.2,11,6,2009,V
247,2,9,-8.42,116.47,2,5,2009,V
248,1,9,-7.242,109.208,21,4,2009,V
249,2,4,-0.37,-91.55,10,4,2009,V
250,1,1,34.094,139.526,1,4,2009,V
251,1,9,-1.697,101.264,1,4,2009,V
252,2,9,-6.102,105.423,25,3,2009,V
253,2,8,-20.536,-175.382,17,3,2009,V
254,3,2,60.485,-152.742,15,3,2009,V
255,1,1,50.686,156.014,11,2,2009,V
256,1,0,-39.42,-71.93,29,1,2009,V
257,2,1,36.406,138.523,21,1,2009,V
258,1,9,-7.2,109.92,15,1,2009,V
259,1,4,10.2,-84.233,12,1,2009,V
260,2,2,52.825,-169.944,2,1,2009,V
261,1,9,-4.03,103.13,1,1,2009,V
262,2,1,53.321,158.712,23,12,2008,V
263,2,9,2.78,125.4,29,11,2008,V
264,1,4,12.702,-87.004,21,11,2008,V
265,1,1,43.384,144.013,18,11,2008,V
266,3,3,13.793,40.553,3,11,2008,V
267,0,8,-15.37,-174.23,0,11,2008,V
268,0,8,-15.1,-173.75,0,11,2008,V
269,3,4,2.93,-76.03,26,10,2008,V
270,1,0,-39.42,-71.93,26,10,2008,V
271,0,0,-57.8,-26.483,25,10,2008,V
272,3,4,1.22,-77.37,21,10,2008,V
273,1,1,56.056,160.642,8,10,2008,V
274,1,6,-21.244,55.708,21,9,2008,V
275,1,7,-10.38,165.8,19,9,2008,V
276,1,1,31.934,130.862,22,8,2008,V
277,1,9,13.257,123.685,10,8,2008,V
278,1,1,36.406,138.523,10,8,2008,V
279,4,2,52.177,-175.508,7,8,2008,V
280,1,4,11.538,-85.622,30,7,2008,V
281,2,1,50.324,155.461,29,7,2008,V
282,2,4,-0.077,-77.656,27,7,2008,V
283,2,7,-5.416,150.027,13,7,2008,V
284,4,2,53.43,-168.13,12,7,2008,V
285,3,1,55.972,160.595,11,7,2008,V
286,1,4,12.602,-86.845,5,7,2008,V
287,1,4,12.702,-87.004,22,6,2008,V
288,2,9,-8.119,114.056,12,6,2008,V
289,3,9,1.112,124.737,6,6,2008,V
290,1,4,-0.92,-91.408,29,5,2008,V
291,2,7,-16.25,168.12,23,5,2008,V
292,2,6,12.278,93.858,13,5,2008,V
293,1,3,37.734,15.004,13,5,2008,V
294,1,1,34.094,139.526,8,5,2008,V
295,4,0,-42.833,-72.646,2,5,2008,V
296,1,4,11.984,-86.161,29,4,2008,V
297,2,9,-8.676,122.455,15,4,2008,V
298,1,9,1.488,127.63,5,4,2008,V
299,1,9,-1.697,101.264,24,3,2008,V
300,1,7,-5.416,150.027,11,3,2008,V
301,1,2,56.17,-159.38,22,2,2008,V
302,1,1,32.884,131.104,17,2,2008,V
303,0,8,-25.887,-177.188,8,2,2008,V
304,1,4,10.2,-84.233,13,1,2008,V
305,0,0,-57.8,-26.483,8,1,2008,V
306,1,1,34.094,139.526,7,1,2008,V
307,2,4,2.93,-76.03,2,1,2008,V
308,3,0,-38.692,-71.729,1,1,2008,V
309,0,8,-35.745,178.478,0,0,2008,V
310,2,9,-0.978,100.679,27,11,2007,V
311,2,1,16.35,145.67,27,11,2007,V
312,2,4,11.538,-85.622,24,11,2007,V
313,1,4,12.702,-87.004,8,11,2007,V
314,1,4,12.602,-86.845,28,10,2007,V
315,2,9,-6.102,105.423,23,10,2007,V
316,3,4,1.22,-77.37,4,10,2007,V
317,2,9,-7.93,112.308,0,10,2007,V
318,3,3,15.55,41.83,30,9,2007,V
319,1,8,-39.28,175.57,25,9,2007,V
320,1,9,-1.697,101.264,9,9,2007,V
321,1,7,-5.576,150.516,28,8,2007,V
322,2,1,50.324,155.461,19,8,2007,V
323,2,2,55.417,-161.894,15,8,2007,V
324,2,3,12.17,40.82,12,8,2007,V
325,2,9,-8.119,114.056,26,7,2007,V
326,2,9,1.38,127.53,8,7,2007,V
327,2,2,52.825,-169.944,17,6,2007,V
328,3,9,1.112,124.737,0,6,2007,V
329,3,3,-2.764,35.914,0,6,2007,V
330,2,0,-38.692,-71.729,26,5,2007,V
331,1,7,-5.519,148.115,19,5,2007,V
332,3,1,55.972,160.595,10,5,2007,V
333,2,7,-5.05,151.33,1,5,2007,V
334,2,7,-16.507,168.346,21,4,2007,V
335,1,7,-9.02,157.95,2,4,2007,V
336,0,1,35.893,137.48,24,3,2007,V
337,2,3,37.734,15.004,19,3,2007,V
338,2,9,-0.978,100.679,19,3,2007,V
339,2,4,-0.077,-77.656,15,3,2007,V
340,2,1,50.324,155.461,4,3,2007,V
341,3,4,2.93,-76.03,19,2,2007,V
342,2,1,56.056,160.642,15,2,2007,V
343,1,4,11.538,-85.622,9,2,2007,V
344,2,9,-7.792,123.579,17,1,2007,V
345,2,6,-11.75,43.38,12,1,2007,V
346,1,9,1.112,124.737,14,12,2006,V
347,0,8,-25.887,-177.188,12,12,2006,V
348,1,4,12.602,-86.845,11,12,2006,V
349,1,1,18.13,145.8,4,12,2006,V
350,2,3,-1.408,29.2,27,11,2006,V
351,1,2,52.381,-174.166,25,11,2006,V
352,2,7,-16.25,168.12,8,11,2006,V
353,1,7,-5.519,148.115,17,10,2006,V
354,2,9,12.77,124.05,10,10,2006,V
355,1,8,-39.28,175.57,4,10,2006,V
356,1,9,-4.03,103.13,25,9,2006,V
357,1,4,10.2,-84.233,25,9,2006,V
358,2,2,58.77,-153.672,17,9,2006,V
359,1,9,-0.978,100.679,10,9,2006,V
360,2,4,11.538,-85.622,1,9,2006,V
361,1,1,34.094,139.526,23,8,2006,V
362,4,7,-4.271,152.203,11,8,2006,V
363,2,7,-5.525,148.42,9,8,2006,V
364,2,8,-18.992,-174.775,7,8,2006,V
365,1,4,12.602,-86.845,4,8,2006,V
366,1,4,11.984,-86.161,4,8,2006,V
367,1,6,-21.244,55.708,20,7,2006,V
368,2,3,37.734,15.004,14,7,2006,V
369,1,9,13.257,123.685,13,7,2006,V
370,1,9,2.78,125.4,3,7,2006,V
371,0,0,-57.8,-26.483,9,6,2006,V
372,2,9,10.412,123.132,3,6,2006,V
373,0,6,-11.75,43.38,28,5,2006,V
374,3,0,-23.37,-67.73,18,4,2006,V
375,3,1,55.972,160.595,0,4,2006,V
376,2,0,-16.355,-70.903,25,3,2006,V
377,1,4,10.2,-84.233,24,3,2006,V
378,1,1,43.384,144.013,21,3,2006,V
379,2,9,12.77,124.05,21,3,2006,V
380,2,1,16.35,145.67,20,3,2006,V
381,1,8,-29.27,-177.92,17,3,2006,V
382,0,9,-53.106,73.513,11,3,2006,V
383,1,2,56.17,-159.38,3,3,2006,V
384,2,7,-5.05,151.33,1,3,2006,V
385,1,9,-7.542,110.442,0,3,2006,V
386,1,9,13.257,123.685,21,2,2006,V
387,1,1,34.094,139.526,17,2,2006,V
388,3,2,52.825,-169.944,6,2,2006,V
389,2,7,-10.38,165.8,0,2,2006,V
390,1,9,1.112,124.737,26,12,2005,V
391,1,9,0.75,124.42,22,12,2005,V
392,1,3,37.734,15.004,16,12,2005,V
393,3,2,59.363,-153.43,9,12,2005,V
394,2,1,55.972,160.595,29,11,2005,V
395,2,7,-15.4,167.83,27,11,2005,V
396,3,6,-11.75,43.38,24,11,2005,V
397,2,4,1.22,-77.37,24,11,2005,V
398,2,4,12.702,-87.004,13,11,2005,V
399,2,7,-16.507,168.346,27,10,2005,V
400,3,4,-0.83,-91.17,22,10,2005,V
401,2,7,-5.416,150.027,16,10,2005,V
402,0,6,-21.244,55.708,4,10,2005,V
403,0,0,-57.8,-26.483,2,10,2005,V
404,3,3,12.595,40.48,26,9,2005,V
405,1,2,56.17,-159.38,7,9,2005,V
406,0,9,13.257,123.685,17,8,2005,V
407,0,4,9.83,-104.3,0,8,2005,V
408,2,4,11.538,-85.622,28,7,2005,V
409,0,9,-53.03,72.6,12,7,2005,V
410,1,1,24.285,141.481,2,7,2005,V
411,3,4,13.853,-89.63,16,6,2005,V
412,2,6,12.278,93.858,26,5,2005,V
413,2,4,-0.37,-91.55,13,5,2005,V
414,3,0,-23.37,-67.73,4,5,2005,V
415,2,7,-5.525,148.42,19,4,2005,V
416,2,9,1.112,124.737,19,4,2005,V
417,2,6,-11.75,43.38,16,4,2005,V
418,3,4,16.72,-62.18,15,4,2005,V
419,1,1,32.884,131.104,14,4,2005,V
420,2,9,-0.978,100.679,12,4,2005,V
421,1,1,34.094,139.526,12,4,2005,V
422,2,7,-5.05,151.33,27,3,2005,V
423,2,2,52.825,-169.944,13,3,2005,V
424,1,1,50.324,155.461,12,3,2005,V
425,1,4,11.984,-86.161,4,3,2005,V
426,0,8,-25.887,-177.188,2,3,2005,V
427,1,2,52.381,-174.166,23,2,2005,V
428,0,6,-21.244,55.708,17,2,2005,V
429,1,9,-8.676,122.455,6,2,2005,V
430,2,7,-16.507,168.346,30,1,2005,V
431,2,1,50.686,156.014,29,1,2005,V
432,2,7,-4.271,152.203,25,1,2005,V
433,2,9,10.412,123.132,25,1,2005,V
434,2,1,56.056,160.642,20,1,2005,V
435,2,4,19.023,-98.622,9,1,2005,V
436,2,2,56.17,-159.38,4,1,2005,V
437,1,4,12.702,-87.004,3,12,2004,V
438,1,1,34.094,139.526,30,11,2004,V
439,2,7,-5.525,148.42,24,11,2004,V
440,2,4,-0.077,-77.656,7,11,2004,V
441,1,4,12.602,-86.845,5,11,2004,V
442,3,3,64.416,-17.316,1,11,2004,V
443,4,7,-4.08,145.037,24,10,2004,V
444,2,1,29.638,129.714,23,10,2004,V
445,3,9,1.112,124.737,18,10,2004,V
446,2,9,-8.42,116.47,1,10,2004,V
447,2,5,46.2,-122.18,1,10,2004,V
448,1,1,56.056,160.642,15,9,2004,V
449,1,3,37.734,15.004,7,9,2004,V
450,2,1,36.406,138.523,1,9,2004,V
451,2,7,-16.507,168.346,0,9,2004,V
452,2,9,-0.381,100.473,5,8,2004,V
453,1,0,-39.42,-71.93,5,8,2004,V
454,0,0,-37.42,-12.48,29,7,2004,V
455,2,1,48.98,153.48,20,7,2004,V
456,3,4,14.381,-90.601,19,7,2004,V
457,3,4,1.22,-77.37,16,7,2004,V
458,1,2,52.381,-174.166,4,7,2004,V
459,2,9,-8.676,122.455,3,7,2004,V
460,1,0,-46.9,37.75,24,6,2004,V
461,2,9,-1.697,101.264,22,6,2004,V
462,2,9,-7.942,112.95,8,6,2004,V
463,1,9,13.257,123.685,3,6,2004,V
464,2,9,3.67,125.5,2,6,2004,V
465,2,4,19.023,-98.622,26,5,2004,V
466,2,3,-1.408,29.2,8,5,2004,V
467,0,6,-21.244,55.708,2,5,2004,V
468,0,9,1.488,127.63,0,5,2004,V
469,2,7,-5.05,151.33,12,4,2004,V
470,3,1,16.35,145.67,12,4,2004,V
471,2,9,2.78,125.4,2,4,2004,V
472,1,4,12.602,-86.845,31,3,2004,V
473,1,8,-19.75,-175.07,19,3,2004,V
474,1,7,-9.02,157.95,15,3,2004,V
475,2,1,30.789,130.308,5,3,2004,V
476,3,4,16.72,-62.18,3,3,2004,V
477,1,1,43.418,142.686,25,2,2004,V
478,2,2,54.756,-163.97,17,2,2004,V
479,2,2,56.17,-159.38,16,2,2004,V
480,2,7,-16.68,168.37,16,2,2004,V
481,1,3,37.734,15.004,12,2,2004,V
482,1,9,-8.676,122.455,29,1,2004,V
483,2,7,-5.525,148.42,20,1,2004,V
484,1,1,32.884,131.104,14,1,2004,V
485,3,1,55.972,160.595,14,1,2004,V
486,1,7,-4.08,145.037,26,10,2003,V
487,1,4,11.984,-86.161,22,9,2003,V
488,3,9,1.358,124.792,12,9,2003,V
489,1,0,-36.863,-71.377,29,8,2003,V
490,2,9,0.8,127.33,31,7,2003,V
491,2,0,-15.78,-71.85,30,7,2003,V
492,3,1,55.972,160.595,26,7,2003,V
493,1,1,32.884,131.104,10,7,2003,V
494,1,9,-7.2,109.92,0,7,2003,V
495,3,9,-8.365,122.833,26,6,2003,V
496,1,4,12.702,-87.004,17,6,2003,V
497,0,9,-53.106,73.513,9,6,2003,V
498,3,7,-16.507,168.346,8,6,2003,V
499,0,4,10.73,-103.58,31,5,2003,V
500,1,6,-21.244,55.708,30,5,2003,V
501,2,9,-8.542,122.775,30,5,2003,V
502,1,0,-39.42,-71.93,23,5,2003,V
503,1,7,-4.08,145.037,17,5,2003,V
504,3,1,16.35,145.67,10,5,2003,V
505,0,0,-57.8,-26.483,6,5,2003,V
506,2,1,50.324,155.461,17,4,2003,V
507,2,7,-5.05,151.33,14,4,2003,V
508,0,8,-25.887,-177.188,10,4,2003,V
509,2,0,-38.692,-71.729,9,4,2003,V
510,0,8,-14.215,-169.058,0,4,2003,V
511,2,9,13.257,123.685,17,3,2003,V
512,1,3,37.734,15.004,8,3,2003,V
513,1,9,10.412,123.132,7,3,2003,V
514,1,1,36.406,138.523,6,2,2003,V
515,2,1,30.789,130.308,0,2,2003,V
516,0,9,14.601,144.775,0,0,2003,V
517,2,1,55.972,160.595,25,12,2002,V
518,2,9,1.358,124.792,23,12,2002,V
519,1,9,10.412,123.132,28,11,2002,V
520,2,1,56.056,160.642,24,11,2002,V
521,2,6,-21.244,55.708,16,11,2002,V
522,2,9,-7.32,107.73,11,11,2002,V
523,4,4,-0.077,-77.656,3,11,2002,V
524,0,8,-25.887,-177.188,1,11,2002,V
525,2,7,-4.08,145.037,31,10,2002,V
526,3,3,37.734,15.004,26,10,2002,V
527,2,0,-23.37,-67.73,26,10,2002,V
528,0,4,12.602,-86.845,17,10,2002,V
529,1,0,-38.692,-71.729,13,10,2002,V
530,1,9,-8.542,122.775,12,10,2002,V
531,1,9,13.257,123.685,11,10,2002,V
532,1,4,-0.171,-78.598,11,10,2002,V
533,2,7,-4.271,152.203,6,10,2002,V
534,4,9,2.3,125.37,25,9,2002,V
535,1,2,56.17,-159.38,24,9,2002,V
536,2,7,-5.05,151.33,22,8,2002,V
537,2,1,30.484,140.303,12,8,2002,V
538,3,7,-5.576,150.516,3,8,2002,V
539,1,2,62.006,-144.017,1,8,2002,V
540,2,3,-1.408,29.2,25,7,2002,V
541,1,2,52.381,-174.166,0,7,2002,V
542,0,0,-57.8,-26.483,0,7,2002,V
543,1,4,1.22,-77.37,7,6,2002,V
544,2,9,-8.119,114.056,0,6,2002,V
545,1,4,14.381,-90.601,30,5,2002,V
546,1,4,12.702,-87.004,29,5,2002,V
547,2,7,-5.525,148.42,25,5,2002,V
548,0,8,-25.887,-177.188,24,5,2002,V
549,2,3,-1.52,29.25,17,5,2002,V
550,2,1,30.789,130.308,11,5,2002,V
551,2,1,56.056,160.642,9,4,2002,V
552,1,7,-10.38,165.8,0,4,2002,V
553,1,4,-0.171,-78.598,0,4,2002,V
554,1,7,-16.68,168.37,0,3,2002,V
555,2,9,1.358,124.792,9,2,2002,V
556,2,1,50.324,155.461,25,1,2002,V
557,1,3,-1.52,29.25,17,1,2002,V
558,1,4,13.434,-88.269,16,1,2002,V
559,3,7,-4.08,145.037,13,1,2002,V
560,1,6,-21.244,55.708,5,1,2002,V
561,2,4,14.473,-90.88,4,1,2002,V
562,2,1,55.972,160.595,10,12,2001,V
563,0,4,12.3,-61.64,4,12,2001,V
564,1,3,37.734,15.004,0,12,2001,V
565,1,4,-0.171,-78.598,26,11,2001,V
566,0,0,-32.958,-5.22,24,11,2001,V
567,3,1,54.049,159.443,15,11,2001,V
568,1,4,14.381,-90.601,31,10,2001,V
569,1,1,53.256,158.836,5,10,2001,V
570,1,0,-58.445,-26.374,1,10,2001,V
571,2,8,-18.325,-174.365,27,9,2001,V
572,1,9,-0.978,100.679,25,9,2001,V
573,1,1,24.751,141.289,21,9,2001,V
574,0,0,-57.8,-26.483,0,9,2001,V
575,2,7,-5.05,151.33,28,8,2001,V
576,3,1,55.972,160.595,23,7,2001,V
577,1,9,-6.102,105.423,21,7,2001,V
578,2,3,37.734,15.004,17,7,2001,V
579,2,7,-4.08,145.037,14,6,2001,V
580,1,6,-21.244,55.708,11,6,2001,V
581,3,7,-16.507,168.346,8,6,2001,V
582,0,9,1.488,127.63,28,5,2001,V
583,2,9,-1.697,101.264,12,5,2001,V
584,1,4,12.702,-87.004,11,5,2001,V
585,1,9,-53.03,72.6,3,5,2001,V
586,0,1,20.42,145.03,24,4,2001,V
