Latitude,Longitude,VEI,cluster,depth,mag,startdate,type,dep,phase,scale,sequence,Anomaly,pavg,temp
57.09,-153.48,,05,0.0,8.3,1900-10-10,1,0,2,2,10520,0.281,0.182857142857,5
60.0,-135.0,,05,0.0,7.1,1901-01-18,1,0,3,2,10520,-0.871,-0.782,4
52.0,-160.0,,05,0.0,6.6,1901-12-30,1,0,2,2,10520,-0.216,-0.211714285714,4
51.45,-171.02,,05,0.0,7.8,1901-12-31,1,0,2,2,10520,-0.22,-0.211714285714,4
52.38,-167.45,,05,0.0,7.8,1902-01-01,1,0,2,2,10520,-0.266,-0.211714285714,4
50.85,-175.16,,05,0.0,7.0,1903-01-17,1,0,2,2,10520,0.291,0.0602857142857,5
52.0,175.0,,05,0.0,6.8,1903-02-05,1,0,1,2,10520,0.027,0.411625,5
61.56,-158.54,,05,0.0,8.3,1903-06-02,1,0,0,2,10520,-0.443,-0.524714285714,4
64.62,-148.23,,05,0.0,7.8,1904-08-27,1,0,2,2,10520,-0.496,-0.586142857143,4
50.73,-178.55,,05,0.0,7.7,1905-02-14,1,0,1,2,10520,-1.446,-1.320125,4
51.28,174.83,,05,0.0,7.2,1905-03-22,1,0,2,2,10520,-0.443,-0.471428571429,4
52.06,171.45,,07,0.0,7.4,1905-09-15,1,0,2,2,10720,-0.5,-0.343714285714,4
53.88,-161.68,,05,0.0,7.0,1905-12-10,1,0,1,2,10520,-0.626,-0.468125,4
50.77,179.73,,05,0.0,8.0,1906-08-17,1,0,3,2,10520,0.081,-0.106857142857,4
53.0,-165.0,,05,0.0,7.6,1906-12-23,1,0,1,2,10520,-0.341,0.205625,5
57.0,-161.0,,05,120.0,6.5,1907-08-22,1,1,1,2,10521,-0.712,-0.55375,4
52.44,170.28,,07,0.0,7.7,1907-09-02,1,0,3,2,10720,-0.539,-0.563333333333,4
59.0,-141.0,,05,25.0,7.1,1908-05-15,1,0,1,2,10520,-0.145,-0.23075,4
52.0,175.0,,05,0.0,7.0,1909-04-10,1,0,2,2,10520,-0.934,-0.772285714286,4
52.5,-169.0,,05,90.0,7.4,1909-09-08,1,1,3,2,10521,-0.033,-0.0488571428571,4
60.0,-149.5,,05,0.0,7.4,1909-09-19,1,0,0,2,10520,-0.293,-0.243,4
57.0,-160.0,,05,100.0,6.7,1910-05-13,1,1,0,2,10521,-0.382,-0.301428571429,4
42.0,-127.0,,00,,6.8,1910-08-05,1,,3,2,1002,-0.456,-0.124142857143,4
50.75,179.38,,05,25.0,7.3,1910-09-09,1,0,0,2,10520,-0.456,-0.458571428571,4
53.0,-135.0,,05,0.0,6.8,1910-11-06,1,0,0,2,10520,-0.795,-0.703,4
37.25,-121.75,,00,,6.6,1911-07-01,1,,0,2,1002,-0.319,-0.298428571429,4
51.0,180.0,,05,0.0,7.1,1911-09-17,1,0,3,2,10520,-0.506,-0.4835,4
60.5,-149.0,,05,60.0,6.9,1911-09-22,1,0,3,2,10520,-0.489,-0.4835,4
52.0,173.0,,07,0.0,7.0,1911-11-13,1,0,3,2,10720,-0.921,-0.439142857143,4
52.0,-179.0,,05,25.0,7.1,1912-01-04,1,0,1,2,10520,-0.46,-0.602625,4
61.0,-147.5,,05,80.0,7.2,1912-01-31,1,1,1,2,10521,0.607,0.33675,5
51.0,-131.0,,05,0.0,6.5,1912-03-11,1,0,3,2,10520,-0.803,-0.686,4
59.0,-153.0,,05,25.0,6.4,1912-06-07,1,0,3,2,10520,0.05,0.0214285714286,5
59.0,-153.0,,05,25.0,7.0,1912-06-10,1,0,3,2,10520,-0.077,-0.0238571428571,4
63.07,-146.14,,05,25.0,7.4,1912-07-07,1,0,3,2,10520,-0.334,-0.445285714286,4
54.6,179.2,,05,0.0,7.1,1912-10-18,1,0,1,2,10520,-0.818,-1.203375,4
57.5,-155.0,,05,90.0,7.5,1912-11-07,1,1,3,2,10521,-1.085,-1.17614285714,4
57.5,-154.0,,05,90.0,7.0,1912-12-05,1,1,3,2,10521,-0.829,-0.8735,4
51.0,-179.0,,05,60.0,7.3,1913-03-31,1,0,3,2,10520,-0.294,-0.585666666667,4
48.0,-178.0,,05,0.0,7.2,1913-06-22,1,0,2,2,10520,-0.475,-0.371714285714,4
49.0,-130.0,,05,0.0,6.5,1914-07-21,1,0,3,2,10520,-0.268,-0.324714285714,4
39.5,-126.5,,00,,6.8,1915-05-06,1,,3,2,1002,0.288,0.451857142857,5
41.0,-126.0,,00,,6.5,1915-12-31,1,,3,2,1002,-0.633,-0.723714285714,4
48.5,178.5,,05,0.0,7.7,1916-02-06,1,0,0,2,10520,-0.24,-0.310571428571,4
53.25,-170.0,,05,170.0,7.5,1916-04-18,1,1,2,2,10521,-0.446,-0.292857142857,4
54.79,-159.12,,05,0.0,7.9,1917-05-31,1,0,1,2,10520,-0.901,-0.80125,4
41.0,-125.0,,00,,6.5,1918-07-15,1,,0,2,1002,-0.48,-0.520142857143,4
56.0,-136.0,,05,0.0,6.0,1919-05-18,1,0,2,2,10520,-0.568,-0.383142857143,4
54.0,-134.0,,05,0.0,6.5,1921-04-10,1,0,0,2,10520,-0.013,0.0221428571429,5
41.0,-126.0,,00,,6.0,1922-01-26,1,,3,2,1002,-1.048,-1.21866666667,4
41.0,-125.5,,00,,7.3,1922-01-31,1,,0,2,1002,-0.532,-0.473285714286,4
35.75,-120.25,,00,,6.5,1922-03-10,1,,1,2,1002,0.146,0.105125,5
40.5,-124.5,,00,,7.2,1923-01-22,1,,0,2,1002,-0.553,-0.579285714286,4
55.5,-156.5,,05,25.0,7.1,1923-05-04,1,0,2,2,10520,0.06,-0.168857142857,4
50.0,-130.24,,05,0.0,6.0,1924-03-30,1,0,3,2,10520,-0.666,-0.516571428571,4
41.5,-125.0,,00,,6.0,1925-06-04,1,,1,2,1002,-0.411,-0.453625,4
52.0,-176.0,,05,25.0,7.1,1926-10-13,1,0,0,2,10520,-0.013,-0.0152857142857,4
36.61,-122.35,,00,,6.1,1926-10-22,1,,2,2,1002,0.544,0.458571428571,5
36.57,-122.18,,00,,6.1,1926-10-22,1,,2,2,1002,0.544,0.458571428571,5
40.75,-126.0,,00,,6.0,1926-12-10,1,,0,2,1002,0.204,-0.305714285714,4
37.5,-118.75,,00,,6.0,1927-09-18,1,,3,2,1002,0.103,0.0521428571429,5
57.5,-137.0,,05,25.0,7.1,1927-10-24,1,0,3,2,10520,0.909,0.814714285714,6
67.0,-172.0,,05,25.0,6.9,1928-02-21,1,0,3,2,10520,-0.07,0.341142857143,5
67.0,-171.0,,05,25.0,6.2,1928-02-24,1,0,0,2,10520,-0.27,0.0281428571429,5
68.0,-172.0,,05,25.0,6.5,1928-02-26,1,0,0,2,10520,-0.117,0.0281428571429,5
67.0,-172.0,,05,25.0,6.2,1928-05-01,1,0,1,2,10520,0.218,0.07575,5
60.0,-146.5,,05,25.0,7.3,1928-06-21,1,0,0,2,10520,-0.329,-0.317142857143,4
64.0,-148.0,,05,25.0,6.2,1929-01-21,1,0,1,2,10520,-0.915,-1.072,4
50.5,-130.75,,05,0.0,6.1,1929-03-01,1,0,2,2,10520,-0.641,-0.658285714286,4
51.0,-170.0,,05,50.0,8.6,1929-03-07,1,0,3,2,10520,-0.335,-0.426285714286,4
51.51,-130.74,,05,0.0,7.0,1929-05-26,1,0,2,2,10520,-0.588,-0.588714285714,4
62.5,-149.0,,05,25.0,6.2,1929-07-03,1,0,3,2,10520,-0.27,-0.337166666667,4
64.0,-148.0,,05,25.0,6.5,1929-07-04,1,0,3,2,10520,-0.408,-0.337166666667,4
51.0,-178.0,,05,25.0,7.0,1929-07-05,1,0,3,2,10520,-0.421,-0.337166666667,4
52.0,-178.0,,05,25.0,7.4,1929-07-07,1,0,0,2,10520,-0.584,-0.501285714286,4
52.5,171.5,,07,25.0,7.8,1929-12-17,1,0,2,2,10720,-1.626,-1.687,4
53.0,-172.0,,05,80.0,6.5,1930-12-06,1,1,2,2,10521,1.092,0.975142857143,6
51.0,-170.0,,05,25.0,6.0,1931-03-29,1,0,1,2,10520,-0.178,-0.191625,4
52.2,173.3,,07,0.0,6.0,1931-05-30,1,0,1,2,10720,-0.349,-0.214,4
52.5,-168.0,,05,25.0,6.0,1931-08-14,1,0,0,2,10520,0.328,0.401857142857,5
60.0,-152.0,,05,100.0,6.2,1931-12-24,1,1,1,2,10521,0.715,0.475375,5
52.0,-179.0,,05,25.0,6.0,1932-01-13,1,0,0,2,10520,1.105,1.02785714286,7
51.5,-178.0,,05,25.0,6.0,1932-03-08,1,0,0,2,10520,-1.268,-1.15685714286,4
61.5,-153.0,,05,0.0,6.9,1932-03-25,1,0,2,2,10520,0.457,0.178714285714,5
62.5,-153.0,,05,25.0,6.0,1932-03-25,1,0,2,2,10520,0.457,0.178714285714,5
51.5,-178.0,,05,0.0,6.2,1932-04-29,1,0,3,2,10520,0.074,-0.0416666666667,4
40.75,-124.5,,00,,6.4,1932-06-06,1,,0,2,1002,0.012,-0.0282857142857,4
63.0,-155.0,,05,0.0,6.0,1932-06-08,1,0,0,2,10520,-0.253,-0.0282857142857,4
52.25,-169.0,,05,25.0,6.7,1932-08-12,1,0,1,2,10520,-0.309,-0.264625,4
61.0,-148.0,,05,50.0,6.2,1932-09-14,1,0,1,2,10520,0.232,0.077375,5
54.25,-160.0,,05,50.0,6.7,1932-10-16,1,0,2,2,10520,0.26,0.352428571429,5
55.0,-159.75,,05,25.0,6.7,1932-10-30,1,0,0,2,10520,0.418,0.101857142857,5
38.75,-118.0,,00,,7.2,1932-12-21,1,,3,2,1002,-0.166,-0.320666666667,4
61.0,-148.0,,05,25.0,6.2,1933-01-04,1,0,1,2,10520,-0.203,-0.5895,4
61.25,-150.75,,05,25.0,7.1,1933-04-27,1,0,0,2,10520,-0.001,0.0532857142857,5
52.5,-167.0,,05,25.0,6.0,1933-04-27,1,0,0,2,10520,-0.001,0.0532857142857,5
51.75,-173.0,,05,25.0,6.5,1933-05-01,1,0,0,2,10520,0.158,0.0532857142857,5
61.0,-151.0,,05,25.0,6.2,1933-06-13,1,0,2,2,10520,-0.411,-0.322,4
61.25,-150.5,,05,25.0,6.0,1933-06-19,1,0,3,2,10520,-0.205,-0.225428571429,4
39.08,-119.33,,00,,6.1,1933-06-25,1,,0,2,1002,-0.253,-0.313285714286,4
53.5,-165.0,,05,25.0,6.0,1933-06-28,1,0,0,2,10520,-0.266,-0.313285714286,4
51.75,-174.0,,05,25.0,6.0,1933-07-19,1,0,3,2,10520,-0.218,-0.216666666667,4
51.75,-174.0,,05,25.0,6.0,1933-07-19,1,0,3,2,10520,-0.218,-0.216666666667,4
51.75,-174.0,,05,25.0,6.2,1933-07-19,1,0,3,2,10520,-0.218,-0.216666666667,4
51.75,-174.0,,05,25.0,6.2,1933-07-19,1,0,3,2,10520,-0.218,-0.216666666667,4
53.0,-169.5,,05,25.0,6.7,1933-07-22,1,0,3,2,10520,0.001,-0.216666666667,4
51.75,-177.0,,05,70.0,6.7,1933-09-24,1,1,0,2,10521,-0.53,-0.482428571429,4
53.75,-164.0,,05,25.0,6.2,1933-10-14,1,0,3,2,10520,0.233,0.124428571429,5
52.0,-176.0,,05,25.0,6.5,1933-11-02,1,0,1,2,10520,-0.325,-0.142625,4
38.28,-118.36,,00,,6.3,1934-01-30,1,,1,2,1002,0.071,-0.04025,4
61.25,-147.5,,05,80.0,7.2,1934-05-04,1,1,2,2,10521,0.466,0.171285714286,5
57.75,-152.25,,05,60.0,6.5,1934-05-14,1,0,0,2,10520,0.099,0.356428571429,5
61.25,-147.0,,05,25.0,6.2,1934-06-02,1,0,2,2,10520,0.0,0.0414285714286,5
35.8,-120.33,,00,,6.0,1934-06-08,1,,3,2,1002,-0.065,-0.0757142857143,4
60.5,-151.0,,05,80.0,6.7,1934-06-18,1,1,0,2,10521,-0.069,-0.0241428571429,4
52.0,-173.0,,05,25.0,6.0,1934-07-20,1,0,1,2,10520,0.016,0.11725,5
55.5,-156.75,,05,25.0,6.7,1934-07-28,1,0,2,2,10520,-0.107,-0.0232857142857,4
61.5,-147.5,,05,25.0,6.0,1934-08-02,1,0,3,2,10520,-0.066,-0.0232857142857,4
52.0,-175.0,,05,25.0,6.5,1934-11-05,1,0,3,2,10520,0.486,0.540142857143,6
32.0,-114.9,,00,6.0,6.33,1934-12-30,1,0,3,2,10020,-0.887,-1.15357142857,4
32.18,-115.1755,,00,6.0,6.42,1934-12-31,1,0,3,2,10020,-1.046,-1.15357142857,4
52.25,-169.5,,05,25.0,6.7,1935-01-23,1,0,2,2,10520,-0.475,-0.0742857142857,4
52.25,175.0,,05,25.0,7.1,1935-02-22,1,0,2,2,10520,0.998,1.00642857143,7
63.75,-152.5,,05,0.0,6.2,1935-09-04,1,0,0,2,10520,-0.296,-0.253857142857,4
50.25,179.0,,05,25.0,6.2,1936-04-23,1,0,0,2,10520,-0.419,-0.166,4
52.93,-131.75,,05,0.0,6.0,1936-12-21,1,0,1,2,10520,0.153,0.269625,5
54.0,-166.5,,05,70.0,6.2,1937-07-18,1,1,1,2,10521,-0.025,0.014375,5
64.6,-147.1,,05,0.0,7.3,1937-07-22,1,0,1,2,10520,0.091,0.014375,5
52.5,-177.5,,05,80.0,7.3,1937-09-03,1,1,3,2,10521,0.27,0.183,5
52.54,-131.9,,05,0.0,6.3,1938-03-22,1,0,2,2,10520,0.699,0.645,6
53.5,-167.0,,05,50.0,6.2,1938-07-24,1,0,3,2,10520,0.168,0.136142857143,5
55.5,-158.0,,05,25.0,8.7,1938-11-10,1,0,2,2,10520,0.502,0.355714285714,5
55.5,-158.5,,05,25.0,7.3,1938-11-17,1,0,3,2,10520,0.323,0.194428571429,5
53.0,-164.5,,05,60.0,6.2,1939-02-24,1,0,0,2,10520,0.138,0.0981428571429,5
54.0,-164.0,,05,75.0,6.2,1939-08-20,1,1,0,2,10521,0.129,0.110285714286,5
51.5,177.0,,05,0.0,6.0,1939-08-21,1,0,0,2,10520,0.072,0.110285714286,5
51.5,175.0,,05,60.0,7.0,1940-02-07,1,0,3,2,10520,-0.029,-0.0678571428571,4
55.0,-161.5,,05,25.0,6.7,1940-02-12,1,0,0,2,10520,-0.335,-0.264857142857,4
52.0,173.5,,07,25.0,7.1,1940-04-16,1,0,1,2,10720,0.285,0.615625,6
52.0,173.5,,07,25.0,7.2,1940-04-16,1,0,1,2,10720,0.285,0.615625,6
66.91,-134.98,,05,15.0,6.5,1940-06-05,1,0,3,2,10520,0.045,0.0408571428571,5
51.75,177.5,,05,80.0,7.7,1940-07-14,1,1,1,2,10521,-0.163,0.001375,5
53.0,-165.5,,05,25.0,7.2,1940-08-22,1,0,2,2,10520,-0.209,-0.173857142857,4
60.0,-150.5,,05,0.0,6.0,1940-10-11,1,0,1,2,10520,0.462,0.287125,5
40.7,-125.4,,00,,6.4,1941-02-09,1,,1,2,1002,0.023,0.178875,5
55.8,-153.8,,05,0.0,6.5,1941-04-01,1,0,0,2,10520,0.467,0.292857142857,5
40.3,-126.4,,00,,6.0,1941-05-13,1,,2,2,1002,0.549,0.564285714286,6
61.0,-151.0,,05,0.0,6.2,1941-07-30,1,0,0,2,10520,0.305,0.304285714286,5
53.25,179.0,,05,70.0,6.7,1941-08-04,1,1,1,2,10521,0.615,0.462125,5
55.75,-163.0,,05,150.0,6.7,1941-08-06,1,1,1,2,10521,0.391,0.462125,5
37.57,-118.73,,00,,6.0,1941-09-14,1,,3,2,1002,-0.192,-0.187571428571,4
37.57,-118.73,,00,,6.0,1941-09-14,1,,3,2,1002,-0.192,-0.187571428571,4
56.5,-157.5,,05,100.0,6.5,1941-09-28,1,1,0,2,10521,-0.14,-0.203142857143,4
40.4,-124.8,,00,,6.4,1941-10-03,1,,1,2,1002,0.256,0.088,5
54.0,-161.5,,05,25.0,6.0,1941-11-06,1,0,2,2,10520,0.54,0.357857142857,5
51.21,-130.08,,05,0.0,6.0,1942-03-19,1,0,0,2,10520,-0.156,-0.135142857143,4
53.0,-164.5,,05,60.0,7.0,1942-09-09,1,0,3,2,10520,0.378,0.268833333333,5
59.5,-152.0,,05,100.0,6.5,1942-12-05,1,1,3,2,10521,0.294,0.360857142857,5
61.75,-151.0,,05,25.0,7.4,1943-11-03,1,0,0,2,10520,-0.235,-0.242142857143,4
60.1,-137.88,,05,0.0,6.5,1944-02-03,1,0,1,2,10520,0.145,0.134875,5
54.0,-165.5,,05,70.0,7.1,1944-07-27,1,1,0,2,10521,0.221,0.071,5
50.92,-130.13,,05,0.0,6.2,1944-08-10,1,0,2,2,10520,0.176,0.0555714285714,5
59.0,-155.0,,05,100.0,6.2,1944-08-14,1,1,3,2,10521,0.096,0.156166666667,5
51.5,179.5,,05,50.0,7.1,1944-12-12,1,0,3,2,10520,-0.49,-0.452285714286,4
40.4,-126.9,,00,,6.0,1945-05-19,1,,1,2,1002,-0.069,-0.064,4
53.87,-133.35,,05,0.0,6.3,1945-08-02,1,0,3,2,10520,0.166,0.242142857143,5
41.9,-126.7,,00,,6.0,1945-09-28,1,,3,2,1002,-0.184,0.0232857142857,5
58.5,-151.0,,05,50.0,6.7,1945-11-03,1,0,3,2,10520,0.592,0.468666666667,5
59.25,-147.25,,05,50.0,7.2,1946-01-12,1,0,1,2,10520,0.825,0.452,5
53.0,-176.0,,05,160.0,6.7,1946-02-04,1,1,0,2,10521,-0.08,0.108142857143,5
52.75,-163.5,,05,25.0,7.4,1946-04-01,1,0,3,2,10520,0.868,0.613714285714,6
53.5,-169.0,,05,100.0,6.7,1946-07-12,1,1,1,2,10521,0.2,0.058625,5
49.34,-130.27,,05,0.0,6.5,1946-07-18,1,0,2,2,10520,0.048,0.0525714285714,5
54.25,-164.0,,05,50.0,6.9,1946-10-30,1,0,0,2,10520,-0.019,-0.133714285714,4
51.5,-174.5,,05,40.0,7.0,1946-11-01,1,0,1,2,10520,-0.153,-0.03125,4
51.5,180.0,,05,90.0,6.5,1946-12-25,1,1,0,2,10521,-0.494,-0.546142857143,4
59.0,-139.0,,05,0.0,6.3,1947-04-30,1,0,1,2,10520,0.507,0.423375,5
64.5,-148.8,,05,0.0,7.2,1947-10-16,1,0,0,2,10520,0.984,0.972142857143,6
53.37,-132.73,,05,0.0,6.5,1948-02-28,1,0,2,2,10520,-0.182,-0.559714285714,4
54.5,-161.0,,05,25.0,7.5,1948-05-14,1,0,0,2,10520,0.173,0.0967142857143,5
56.3,-153.8,,05,0.0,6.0,1948-05-26,1,0,2,2,10520,0.572,0.424285714286,5
63.0,-150.5,,05,100.0,6.2,1948-08-19,1,1,1,2,10521,0.12,0.163625,5
39.55,-120.08,,00,,6.0,1948-12-29,1,,3,2,1002,-0.608,-0.550857142857,4
50.99,-130.32,,05,0.0,6.0,1948-12-30,1,0,3,2,10520,-0.813,-0.550857142857,4
53.0,-173.0,,05,220.0,7.0,1949-02-02,1,1,0,2,10521,-0.364,-0.126,4
42.0,-126.5,,00,,6.2,1949-03-25,1,,3,2,1002,0.239,0.108,5
53.62,-133.27,,05,0.0,8.1,1949-08-22,1,0,3,2,10520,-0.161,-0.0927142857143,4
59.75,-149.0,,05,50.0,7.0,1949-09-27,1,0,0,2,10520,0.109,-0.0465714285714,4
56.05,-135.69,,05,0.0,6.2,1949-10-31,1,0,1,2,10520,0.218,0.189875,5
53.3,172.2,,07,0.0,6.7,1950-03-27,1,0,1,2,10720,-0.108,-0.1745,4
65.5,-151.5,,05,0.0,6.0,1950-05-25,1,0,1,2,10520,0.103,0.1925,5
52.5,-167.5,,05,0.0,6.2,1950-07-12,1,0,3,2,10520,-0.197,-0.153142857143,4
65.0,-162.0,,05,0.0,6.5,1950-08-26,1,0,1,2,10520,-0.296,-0.339375,4
52.5,-170.0,,05,0.0,6.3,1950-09-02,1,0,2,2,10520,-0.327,-0.324857142857,4
52.0,177.1,,05,96.0,6.6,1950-09-16,1,1,0,2,10521,-0.38,-0.309428571429,4
51.5,-176.5,,05,60.0,6.7,1950-11-22,1,0,1,2,10520,-1.062,-1.0125,4
52.0,-177.0,,05,60.0,6.3,1951-01-18,1,0,1,2,10520,-0.14,-0.2055,4
56.0,-156.0,,05,25.0,7.1,1951-02-13,1,0,0,2,10520,-1.027,-1.00614285714,4
61.1,-150.1,,05,128.0,6.2,1951-06-25,1,1,2,2,10521,-0.447,-0.184714285714,4
55.6,-160.4,,05,0.0,6.2,1951-11-08,1,0,1,2,10520,0.008,0.189625,5
52.5,-167.5,,05,0.0,6.5,1952-01-12,1,0,1,2,10520,-0.11,-0.356875,4
52.5,-167.5,,05,0.0,6.7,1952-01-21,1,0,3,2,10520,0.551,0.436166666667,5
59.11,-136.68,,05,0.0,6.0,1952-03-09,1,0,1,2,10520,-0.083,-0.347375,4
51.5,-173.5,,05,0.0,6.3,1952-03-22,1,0,3,2,10520,-0.67,-0.575,4
54.2,-164.5,,05,0.0,6.2,1952-07-07,1,0,1,2,10520,0.168,0.124,5
35.73,-121.2,,00,,6.0,1952-11-22,1,,0,2,1002,-0.563,-0.575428571429,4
56.3,-153.8,,05,0.0,6.7,1952-11-29,1,0,1,2,10520,-1.374,-1.270625,4
52.0,178.2,,05,128.0,6.0,1952-12-04,1,1,2,2,10521,-0.555,-0.216857142857,4
52.5,174.2,,05,0.0,6.2,1952-12-07,1,0,2,2,10520,0.103,-0.216857142857,4
53.0,171.5,,07,0.0,7.1,1953-01-05,1,0,2,2,10720,-0.111,-0.130285714286,4
65.3,-133.17,,05,15.0,6.5,1953-01-11,1,0,3,2,10520,0.007,-0.049,4
56.0,-156.2,,05,0.0,6.7,1953-02-25,1,0,1,2,10520,0.95,0.8895,6
56.3,-153.8,,05,0.0,6.5,1953-06-15,1,0,0,2,10520,0.271,0.296285714286,5
55.6,-160.4,,05,33.0,6.3,1953-06-16,1,0,0,2,10520,0.233,0.296285714286,5
61.6,-146.4,,05,64.0,6.2,1954-03-03,1,0,3,2,10520,-0.954,-0.860571428571,4
51.6,175.8,,05,0.0,6.1,1954-03-28,1,0,3,2,10520,-0.051,-0.3365,4
51.7,-179.4,,05,0.0,6.7,1954-04-17,1,0,1,2,10520,0.04,0.155625,5
56.4,-154.0,,05,0.0,6.5,1954-06-17,1,0,2,2,10520,0.283,0.0805714285714,5
51.7,175.8,,05,60.0,6.0,1954-08-05,1,0,0,2,10520,-0.169,0.00357142857143,5
60.7,-150.3,,05,64.0,6.7,1954-10-03,1,0,0,2,10520,-0.591,-0.500857142857,4
40.27,-125.63,,00,,6.1,1954-11-25,1,,3,2,1002,-0.169,0.225,5
40.78,-123.87,,00,,6.5,1954-12-21,1,,3,2,1002,0.097,0.112714285714,5
53.2,-167.4,,05,0.0,6.9,1955-01-13,1,0,2,2,10520,0.964,0.883142857143,6
53.2,-167.4,,05,0.0,6.5,1955-01-13,1,0,2,2,10520,0.964,0.883142857143,6
65.28,-132.81,,05,15.0,6.6,1955-03-01,1,0,0,2,10520,-0.693,-0.381714285714,4
51.8,-178.1,,05,0.0,6.5,1955-04-28,1,0,0,2,10520,-0.374,-0.1,4
51.6,177.6,,05,33.0,6.5,1955-07-03,1,0,1,2,10520,-0.127,-0.12925,4
56.5,-153.0,,05,0.0,6.0,1955-07-19,1,0,3,2,10520,-0.206,0.0918333333333,5
56.6,-153.2,,05,0.0,6.0,1955-07-26,1,0,0,2,10520,-0.005,-0.00771428571429,4
56.5,-153.0,,05,0.0,6.2,1955-07-27,1,0,1,2,10520,-0.183,-0.0635,4
52.0,-176.0,,05,0.0,6.0,1955-09-13,1,0,3,2,10520,-0.06,-0.0714285714286,4
51.3,177.1,,05,64.0,6.0,1955-10-09,1,0,3,2,10520,0.231,0.462166666667,5
55.4,-155.6,,05,0.0,6.5,1955-11-15,1,0,0,2,10520,-0.646,-0.592,4
51.8,-177.7,,05,33.0,6.5,1956-04-18,1,0,0,2,10520,-0.416,-0.00785714285714,4
52.1,-170.6,,05,0.0,6.2,1956-06-04,1,0,3,2,10520,-0.459,-0.441333333333,4
52.74,172.6,,07,0.0,6.5,1956-08-24,1,0,2,2,10720,-0.591,-0.598,4
53.8,-164.02,,05,33.0,6.0,1956-08-30,1,0,3,2,10520,-0.541,-0.541166666667,4
40.67,-125.77,,00,,6.0,1956-10-11,1,,0,2,1002,-0.549,-0.323,4
52.27,177.4,,05,0.0,6.7,1956-10-19,1,0,1,2,10520,-0.868,-0.490875,4
54.55,-133.67,,05,0.0,6.5,1956-11-17,1,0,1,2,10520,-0.735,-0.864125,4
52.64,-168.61,,05,0.0,6.6,1956-12-03,1,0,0,2,10520,-0.151,-0.331285714286,4
51.37,-179.17,,05,0.0,6.5,1956-12-08,1,0,0,2,10520,-0.437,-0.331285714286,4
51.29,-130.6,,05,0.0,6.7,1956-12-21,1,0,2,2,10520,-0.071,-0.213714285714,4
52.58,-168.5298,,05,0.0,6.5,1957-01-02,1,0,0,2,10520,-0.128,-0.274857142857,4
52.66,-167.5,,05,0.0,6.5,1957-01-09,1,0,1,2,10520,-0.639,-0.34825,4
53.02,-171.27,,05,126.0,6.7,1957-02-21,1,1,3,2,10521,-0.073,0.293285714286,5
51.47,-175.72,,05,33.0,8.6,1957-03-09,1,0,1,2,10520,-0.582,-0.402375,4
51.88,-170.86,,05,33.0,6.3,1957-03-10,1,0,1,2,10520,-0.515,-0.402375,4
51.34,-178.71,,05,30.0,6.2,1957-03-10,1,0,1,2,10520,-0.515,-0.402375,4
51.41,-178.54,,05,33.0,7.1,1957-03-11,1,0,1,2,10520,-0.427,-0.402375,4
52.58,-169.23,,05,33.0,7.0,1957-03-11,1,0,1,2,10520,-0.427,-0.402375,4
50.93,-177.2,,05,33.0,6.8,1957-03-11,1,0,1,2,10520,-0.427,-0.402375,4
51.26,-178.26,,05,30.0,6.3,1957-03-12,1,0,1,2,10520,-0.378,-0.402375,4
51.43,-177.4,,05,33.0,7.3,1957-03-12,1,0,1,2,10520,-0.378,-0.402375,4
51.72,-171.21,,05,33.0,6.0,1957-03-13,1,0,1,2,10520,-0.226,-0.402375,4
51.24,-176.91,,05,33.0,7.2,1957-03-14,1,0,1,2,10520,-0.231,-0.402375,4
52.89,-166.88,,05,33.0,6.7,1957-03-15,1,0,1,2,10520,-0.388,-0.402375,4
51.4,-178.93,,05,33.0,7.0,1957-03-16,1,0,1,2,10520,-0.472,-0.402375,4
52.27,-170.89,,05,76.0,6.2,1957-03-18,1,1,2,2,10521,0.289,0.313857142857,5
53.7,-165.81,,05,33.0,7.0,1957-03-22,1,0,2,2,10520,0.091,0.313857142857,5
50.85,-130.36,,05,0.0,6.8,1957-03-24,1,0,3,2,10520,-0.08,-0.0608571428571,4
52.91,-166.83,,05,33.0,6.1,1957-03-25,1,0,3,2,10520,-0.203,-0.0608571428571,4
52.6,-168.32,,05,33.0,6.1,1957-03-29,1,0,3,2,10520,0.105,-0.0608571428571,4
51.7,-175.23,,05,33.0,6.2,1957-03-30,1,0,3,2,10520,0.056,-0.0608571428571,4
51.51,-178.47,,05,0.0,6.1,1957-03-31,1,0,3,2,10520,0.16,-0.0608571428571,4
58.17,-155.04,,05,89.0,6.0,1957-04-04,1,1,0,2,10521,-0.005,0.0577142857143,5
55.96,-153.86,,05,0.0,7.1,1957-04-10,1,0,1,2,10520,-0.292,-0.107375,4
52.07,-167.04,,05,0.0,6.4,1957-04-15,1,0,1,2,10520,0.011,-0.107375,4
50.46,-176.9,,05,0.0,6.5,1957-05-22,1,0,3,2,10520,-0.175,-0.066,4
51.19,-179.24,,05,0.0,6.0,1957-05-31,1,0,0,2,10520,0.221,0.263285714286,5
51.5898,-176.04,,05,0.0,6.0,1957-06-11,1,0,1,2,10520,0.021,0.091625,5
51.95,-176.11,,05,40.0,6.2,1957-06-14,1,0,2,2,10520,0.256,0.370428571429,5
51.71,-166.64,,05,0.0,6.3,1957-06-29,1,0,0,2,10520,0.145,0.0588571428571,5
