Latitude,Longitude,VEI,cluster,depth,mag,startdate,type,dep,phase,scale,sequence,Anomaly,pavg,temp
27.605,101.052,,08,33.0,6.5,1976-11-06,1,0,1,2,10820,-1.131,-1.002,4
8.478,126.375,,06,60.0,6.8,1976-11-07,1,0,1,2,10620,-0.751,-1.002,4
33.802,59.155,,13,13.0,6.2,1976-11-07,1,0,1,2,11320,-0.751,-1.002,4
38.09,142.241,,07,38.0,6.0,1976-11-08,1,0,2,2,10720,-0.584,-0.550142857143,4
39.444,117.688,,08,15.0,6.3,1976-11-15,1,0,3,2,10820,-0.314,-0.2575,4
-41.636,80.209,,02,33.0,6.2,1976-11-16,1,0,3,2,10220,-0.17,-0.2575,4
-4.17,135.141,,06,33.0,6.3,1976-11-18,1,0,3,2,10620,-0.204,-0.2575,4
-8.818,156.941,,11,33.0,6.5,1976-11-18,1,0,3,2,11120,-0.204,-0.2575,4
-38.519,78.569,,02,33.0,6.0,1976-11-22,1,0,0,2,10220,-0.527,-0.294285714286,4
7.029,123.579,,06,60.0,6.0,1976-11-22,1,0,0,2,10620,-0.527,-0.294285714286,4
39.121,44.029,,13,36.0,7.3,1976-11-24,1,0,0,2,11320,0.106,-0.294285714286,4
-19.498,-177.705,,11,442.0,6.0,1976-11-25,1,2,0,2,11122,0.012,-0.294285714286,4
41.289,-125.709,,00,15.0,6.8,1976-11-26,1,0,0,2,10020,-0.352,-0.294285714286,4
36.507,71.042,,13,190.0,6.1,1976-11-27,1,1,0,2,11321,-0.403,-0.294285714286,4
-20.52,-68.919,,03,82.0,6.5,1976-11-30,1,1,1,2,10321,-0.735,-0.232375,4
28.294,130.698,,08,41.0,6.3,1976-12-14,1,0,3,2,10820,0.4,0.251857142857,5
48.802,-129.292,,05,10.0,6.7,1976-12-20,1,0,3,2,10520,-0.308,0.251857142857,5
-2.532,126.582,,06,33.0,6.1,1977-01-01,1,0,1,2,10620,-0.77,-0.450625,4
38.146,91.007,,13,27.0,6.3,1977-01-01,1,0,1,2,11320,-0.77,-0.450625,4
-10.17,118.987,,06,19.0,6.3,1977-01-02,1,0,1,2,10620,-0.77,-0.450625,4
-3.63,144.447,,11,33.0,6.6,1977-01-06,1,0,2,2,11120,-0.05,0.0794285714286,5
-24.848,-68.674,,03,33.0,6.3,1977-01-17,1,0,3,2,10320,-0.239,-0.0913333333333,4
-41.731,174.25,,11,50.0,6.0,1977-01-18,1,0,3,2,11120,-0.04,-0.0913333333333,4
40.04,70.852,,13,20.0,6.1,1977-01-31,1,0,1,2,11320,-0.665,-0.548375,4
-24.689,-63.362,,03,549.0,6.0,1977-02-04,1,2,2,2,10322,-0.239,-0.265714285714,4
-66.448,-82.584,,03,33.0,6.2,1977-02-05,1,0,2,2,10320,-0.303,-0.265714285714,4
-60.933,-23.09,,03,33.0,6.3,1977-02-10,1,0,3,2,10320,0.082,-0.265714285714,4
0.496,125.983,,06,33.0,6.1,1977-02-16,1,0,3,2,10620,0.635,0.557142857143,6
33.071,140.817,,07,42.0,6.0,1977-02-18,1,0,3,2,10720,0.906,0.557142857143,6
-41.367,80.643,,02,33.0,6.0,1977-02-19,1,0,0,2,10220,1.022,0.654571428571,6
53.566,170.032,,07,33.0,6.7,1977-02-19,1,0,0,2,10720,1.022,0.654571428571,6
6.772,123.74,,06,52.0,6.1,1977-03-02,1,0,1,2,10620,-0.226,0.01225,5
45.772,26.761,,09,94.0,6.4,1977-03-04,1,1,1,2,10921,0.092,0.01225,5
0.451,100.021,,10,22.0,6.0,1977-03-08,1,0,2,2,11020,1.122,1.05271428571,7
16.773,122.327,,08,37.0,7.0,1977-03-18,1,0,3,2,10820,0.363,0.859166666667,6
44.2,148.196,,07,70.0,6.0,1977-03-19,1,1,3,2,10721,-0.156,0.859166666667,6
27.609,56.393,,13,29.0,6.9,1977-03-21,1,0,0,2,11320,-0.395,0.00542857142857,5
-14.427,-177.957,,11,2.0,6.0,1977-03-23,1,0,0,2,11120,-0.166,0.00542857142857,5
-14.466,-177.949,,11,33.0,6.3,1977-03-23,1,0,0,2,11120,-0.166,0.00542857142857,5
52.295,-168.257,,05,38.0,6.0,1977-03-26,1,0,0,2,10520,0.807,0.00542857142857,5
27.545,56.329,,13,29.0,6.2,1977-04-01,1,0,1,2,11320,-0.141,0.4775,5
-16.696,-172.095,,11,33.0,7.6,1977-04-02,1,0,1,2,11120,0.013,0.4775,5
7.301,-34.857,,14,33.0,6.0,1977-04-04,1,0,2,2,11420,0.335,0.637714285714,6
26.861,142.44,,01,33.0,6.2,1977-04-21,1,0,0,2,10120,0.675,0.712857142857,6
52.428,-169.707,,05,33.0,6.0,1977-05-30,1,0,1,2,10520,0.375,0.495125,5
-14.12,-14.433,,03,33.0,6.0,1977-06-14,1,0,3,2,10320,0.614,0.631833333333,6
-22.878,-175.9,,11,65.0,6.8,1977-06-22,1,0,0,2,11120,0.199,0.443428571429,5
22.615,-45.111,,14,33.0,6.0,1977-06-28,1,0,1,2,11420,0.079,0.0645,5
-7.599,127.654,,06,58.0,6.0,1977-06-29,1,0,1,2,10620,-0.06,0.0645,5
-56.115,-27.558,,03,122.0,6.1,1977-07-10,1,1,3,2,10321,0.636,0.551142857143,6
16.882,122.361,,08,33.0,6.9,1977-07-21,1,0,0,2,10820,0.432,0.331571428571,5
-53.863,158.602,,11,33.0,6.7,1977-07-21,1,0,0,2,11120,0.432,0.331571428571,5
-33.797,-179.72,,11,31.0,6.0,1977-07-22,1,0,0,2,11120,0.478,0.331571428571,5
-15.339,-173.152,,11,33.0,6.2,1977-07-24,1,0,1,2,11120,0.282,0.38,5
-8.031,155.538,,11,33.0,7.2,1977-07-29,1,0,1,2,11120,0.385,0.38,5
-56.013,-27.788,,03,112.0,6.1,1977-08-04,1,1,2,2,10321,0.471,0.544571428571,6
-17.564,-174.37,,11,57.0,6.3,1977-08-11,1,0,3,2,11120,0.233,0.214666666667,5
-10.443,119.072,,06,33.0,6.1,1977-08-25,1,0,1,2,10620,0.066,0.135875,5
-10.743,119.268,,06,33.0,6.1,1977-08-25,1,0,1,2,10620,0.066,0.135875,5
-59.426,-20.508,,03,33.0,7.1,1977-08-26,1,0,1,2,10320,0.206,0.135875,5
-8.063,125.3,,06,25.0,6.8,1977-08-27,1,0,1,2,10620,0.313,0.135875,5
17.441,119.869,,08,12.0,6.2,1977-08-29,1,0,1,2,10820,0.158,0.135875,5
7.335,-76.298,,14,33.0,6.4,1977-08-31,1,0,2,2,11420,-0.281,-0.279857142857,4
-11.04,119.149,,06,33.0,6.0,1977-09-02,1,0,2,2,10620,-0.349,-0.279857142857,4
51.144,177.954,,05,8.0,6.6,1977-09-04,1,0,2,2,10520,-0.322,-0.279857142857,4
51.096,178.265,,05,31.0,6.4,1977-09-04,1,0,2,2,10520,-0.322,-0.279857142857,4
51.207,178.388,,05,34.0,6.4,1977-09-04,1,0,2,2,10520,-0.322,-0.279857142857,4
-13.682,166.706,,11,33.0,6.5,1977-09-04,1,0,2,2,11120,-0.322,-0.279857142857,4
35.048,23.029,,09,33.0,6.0,1977-09-11,1,0,3,2,10920,-0.251,-0.223142857143,4
-15.454,-173.289,,11,33.0,6.0,1977-09-13,1,0,3,2,11120,-0.344,-0.223142857143,4
11.772,143.127,,01,33.0,6.1,1977-09-17,1,0,0,2,10120,-0.216,-0.389428571429,4
-11.206,118.217,,06,33.0,6.0,1977-09-23,1,0,1,2,10620,0.024,-0.07775,4
-9.952,117.319,,06,33.0,6.3,1977-10-07,1,0,3,2,10620,-0.506,-0.529333333333,4
-25.856,-175.406,,11,33.0,7.2,1977-10-10,1,0,3,2,11120,-0.549,-0.529333333333,4
-27.914,173.084,,11,33.0,6.7,1977-10-17,1,0,0,2,11120,-0.413,-0.219,4
-27.952,-62.972,,03,614.0,6.1,1977-10-22,1,2,1,2,10322,-0.243,-0.160875,4
-11.437,118.225,,06,33.0,6.3,1977-10-31,1,0,2,2,10620,0.108,0.215714285714,5
51.659,-175.952,,05,33.0,6.7,1977-11-04,1,0,3,2,10520,0.243,0.104,5
32.693,88.388,,13,33.0,6.5,1977-11-18,1,0,0,2,11320,0.6,0.520142857143,6
-21.894,-138.959,,04,0.0,6.0,1977-11-24,1,0,1,2,10420,0.392,0.350375,5
-23.89,-176.077,,11,56.0,6.2,1977-12-04,1,0,3,2,11120,0.172,-0.453666666667,4
-24.152,-175.602,,11,33.0,6.1,1977-12-08,1,0,3,2,11120,-0.666,-0.453666666667,4
17.359,-54.848,,14,33.0,6.4,1977-12-13,1,0,0,2,11420,-0.388,-0.0965714285714,4
25.51,143.112,,01,33.0,6.8,1977-12-21,1,0,1,2,10120,0.32,0.269625,5
39.068,143.047,,07,41.0,6.0,1977-12-23,1,0,1,2,10720,0.197,0.269625,5
16.659,40.278,,13,33.0,6.6,1977-12-28,1,0,2,2,11320,-0.303,-0.0851428571429,4
18.793,121.895,,08,33.0,6.0,1978-01-06,1,0,3,2,10820,0.157,0.210428571429,5
44.689,149.699,,07,52.0,6.0,1978-01-13,1,0,0,2,10720,0.193,0.0284285714286,5
34.809,139.259,,07,14.0,6.6,1978-01-14,1,0,0,2,10720,0.334,0.0284285714286,5
-30.115,-177.489,,11,44.0,6.3,1978-01-14,1,0,0,2,11120,0.334,0.0284285714286,5
-30.209,-177.554,,11,17.0,6.1,1978-01-15,1,0,0,2,11120,0.107,0.0284285714286,5
-5.339,151.676,,11,44.0,6.4,1978-01-25,1,0,2,2,11120,0.077,-0.191,4
-25.924,-177.301,,11,102.0,6.0,1978-01-28,1,1,2,2,11121,-0.258,-0.191,4
-30.683,-177.358,,11,33.0,7.2,1978-02-09,1,0,0,2,11120,-0.541,-0.190857142857,4
-30.074,-177.332,,11,33.0,6.2,1978-02-10,1,0,0,2,11120,-0.408,-0.190857142857,4
-30.653,-177.544,,11,33.0,6.0,1978-02-10,1,0,0,2,11120,-0.408,-0.190857142857,4
-30.414,-177.119,,11,33.0,6.6,1978-02-11,1,0,0,2,11120,-0.288,-0.190857142857,4
5.734,-32.904,,14,33.0,6.1,1978-02-11,1,0,0,2,11420,-0.288,-0.190857142857,4
38.785,141.949,,07,60.0,6.1,1978-02-20,1,0,1,2,10720,0.964,0.66325,6
-4.844,125.412,,06,510.0,6.3,1978-02-21,1,2,1,2,10622,0.971,0.66325,6
55.098,164.757,,07,33.0,6.2,1978-03-03,1,0,3,2,10720,-0.108,-0.180714285714,4
-15.288,-173.517,,11,33.0,6.2,1978-03-03,1,0,3,2,11120,-0.108,-0.180714285714,4
-4.656,153.101,,11,78.0,6.2,1978-03-04,1,1,3,2,11121,-0.455,-0.180714285714,4
-21.894,-174.854,,11,33.0,6.3,1978-03-04,1,0,3,2,11120,-0.455,-0.180714285714,4
31.962,137.61,,07,442.0,6.0,1978-03-07,1,2,3,2,10722,-0.178,-0.180714285714,4
32.005,137.609,,07,439.0,6.9,1978-03-07,1,2,3,2,10722,-0.178,-0.180714285714,4
26.42,140.563,,01,263.0,6.1,1978-03-15,1,1,0,2,10121,0.431,0.417,5
17.026,-99.735,,00,36.0,6.4,1978-03-19,1,0,1,2,10020,0.7,0.6165,6
42.839,78.606,,13,33.0,7.1,1978-03-24,1,0,1,2,11320,0.419,0.6165,6
29.801,-67.4,,14,20.0,6.1,1978-03-24,1,0,1,2,11420,0.419,0.6165,6
-4.852,133.918,,06,33.0,6.2,1978-04-03,1,0,3,2,10620,0.756,0.747833333333,6
33.033,82.285,,13,27.0,6.0,1978-04-04,1,0,3,2,11320,0.998,0.747833333333,6
10.035,-77.954,,14,35.0,6.1,1978-04-04,1,0,3,2,11420,0.998,0.747833333333,6
-11.36,116.685,,06,33.0,6.7,1978-04-10,1,0,0,2,10620,0.971,0.811428571429,6
56.38,-152.26,,05,38.0,6.7,1978-04-12,1,0,0,2,10520,0.932,0.811428571429,6
5.142,127.41,,06,128.0,6.0,1978-04-18,1,1,1,2,10621,0.643,0.4245,5
-9.849,160.45,,11,46.0,6.2,1978-04-29,1,0,3,2,11120,0.229,0.609428571429,6
-14.521,167.319,,11,160.0,6.7,1978-05-13,1,1,0,2,11121,0.155,0.038,5
31.055,130.135,,08,161.0,6.3,1978-05-23,1,1,2,2,10821,-0.109,0.0874285714286,5
51.232,-179.213,,05,25.0,6.7,1978-05-24,1,0,2,2,10520,-0.357,0.0874285714286,5
24.274,142.661,,01,33.0,6.8,1978-05-26,1,0,2,2,10120,0.04,0.0874285714286,5
-44.855,-79.413,,03,33.0,6.0,1978-05-29,1,0,3,2,10320,0.345,0.0874285714286,5
-57.096,-140.888,,04,33.0,6.0,1978-06-03,1,0,3,2,10420,-0.249,-0.00783333333333,4
40.381,63.619,,13,33.0,6.0,1978-06-04,1,0,3,2,11320,-0.217,-0.00783333333333,4
49.262,-129.502,,05,10.0,6.1,1978-06-11,1,0,0,2,10520,-0.452,-0.345857142857,4
-15.262,-173.559,,11,33.0,6.2,1978-06-11,1,0,0,2,11120,-0.452,-0.345857142857,4
38.19,142.028,,07,44.0,7.7,1978-06-12,1,0,0,2,10720,-0.443,-0.345857142857,4
8.249,122.403,,06,24.0,6.9,1978-06-14,1,0,1,2,10620,-0.584,-0.328125,4
38.319,142.364,,07,40.0,6.3,1978-06-14,1,0,1,2,10720,-0.584,-0.328125,4
7.861,126.321,,06,139.0,6.0,1978-06-16,1,1,1,2,10621,-0.329,-0.328125,4
-17.098,-172.264,,11,33.0,7.0,1978-06-17,1,0,1,2,11120,-0.147,-0.328125,4
-5.06,102.356,,10,33.0,6.4,1978-06-24,1,0,2,2,11020,-0.169,-0.091,4
-15.328,-175.489,,11,25.0,6.4,1978-07-02,1,0,3,2,11120,-0.353,-0.105714285714,4
-14.893,-175.822,,11,292.0,6.0,1978-07-17,1,1,1,2,11121,0.335,0.292625,5
-4.189,152.842,,11,43.0,6.0,1978-07-22,1,0,2,2,11120,0.391,0.162428571429,5
22.282,121.512,,08,17.0,7.4,1978-07-23,1,0,2,2,10820,0.168,0.162428571429,5
-20.67,172.503,,11,37.0,6.1,1978-07-24,1,0,2,2,11120,0.237,0.162428571429,5
-26.513,-70.544,,03,58.0,6.3,1978-08-03,1,0,3,2,10320,-0.456,-0.455285714286,4
-0.167,131.797,,06,33.0,6.1,1978-08-03,1,0,3,2,10620,-0.456,-0.455285714286,4
-3.598,151.012,,11,33.0,6.1,1978-08-05,1,0,0,2,11120,-0.508,-0.267571428571,4
-35.863,-17.648,,03,10.0,6.0,1978-08-10,1,0,0,2,10320,-0.216,-0.267571428571,4
-30.529,-178.182,,11,33.0,6.4,1978-08-15,1,0,1,2,11120,-0.836,-0.791375,4
-47.669,32.54,,02,10.0,6.2,1978-08-21,1,0,2,2,10220,-0.766,-0.802571428571,4
10.204,-85.222,,14,56.0,7.0,1978-08-23,1,0,2,2,11420,-0.789,-0.802571428571,4
-7.451,156.599,,11,33.0,6.2,1978-09-01,1,0,3,2,11120,-0.275,-0.457333333333,4
24.896,121.985,,08,109.0,6.1,1978-09-02,1,1,3,2,10821,-0.113,-0.457333333333,4
-13.316,167.137,,11,198.0,6.0,1978-09-06,1,1,0,2,11121,-0.353,-0.339571428571,4
-20.143,168.705,,11,36.0,6.0,1978-09-06,1,0,0,2,11120,-0.353,-0.339571428571,4
48.254,154.276,,07,44.0,6.0,1978-09-15,1,0,1,2,10720,-0.412,-0.18725,4
49.898,78.925,,13,0.0,6.0,1978-09-15,1,0,1,2,11320,-0.412,-0.18725,4
33.386,57.434,,13,33.0,7.4,1978-09-16,1,0,1,2,11320,-0.385,-0.18725,4
-13.919,167.209,,11,201.0,6.3,1978-09-23,1,1,2,2,11121,0.049,-0.112285714286,4
39.349,72.615,,13,40.0,6.8,1978-11-01,1,0,0,2,11320,0.848,0.595428571429,6
-11.178,162.085,,11,33.0,6.0,1978-11-04,1,0,0,2,11120,0.444,0.595428571429,6
-11.23,162.176,,11,33.0,6.9,1978-11-04,1,0,0,2,11120,0.444,0.595428571429,6
37.674,48.901,,13,34.0,6.1,1978-11-04,1,0,0,2,11320,0.444,0.595428571429,6
-11.132,162.136,,11,33.0,7.1,1978-11-05,1,0,0,2,11120,0.513,0.595428571429,6
-10.996,162.221,,11,33.0,6.1,1978-11-07,1,0,0,2,11120,0.521,0.595428571429,6
16.01,-96.591,,00,18.0,7.7,1978-11-29,1,0,3,2,10020,-0.289,0.104714285714,5
-10.155,161.397,,11,93.0,6.0,1978-12-01,1,1,0,2,11121,-0.583,-0.208857142857,4
44.592,146.581,,07,91.0,6.7,1978-12-06,1,1,0,2,10721,-0.255,-0.208857142857,4
7.33,123.492,,06,33.0,6.9,1978-12-12,1,0,1,2,10620,-0.076,-0.115,4
0.536,126.022,,06,60.0,6.0,1978-12-14,1,0,1,2,10620,-0.256,-0.115,4
32.139,49.646,,13,33.0,6.2,1978-12-14,1,0,1,2,11320,-0.256,-0.115,4
-54.476,2.073,,02,10.0,6.5,1978-12-18,1,0,2,2,10220,-0.055,0.0295714285714,5
-11.206,162.579,,11,30.0,6.3,1978-12-21,1,0,2,2,11120,0.058,0.0295714285714,5
23.247,122.075,,08,33.0,7.0,1978-12-23,1,0,3,2,10820,-0.047,0.103333333333,5
10.366,-103.865,,00,10.0,6.5,1978-12-25,1,0,3,2,10020,0.27,0.103333333333,5
-4.08,101.252,,10,32.0,6.2,1979-01-11,1,0,1,2,11020,-0.135,-0.07925,4
-45.56,96.184,,02,10.0,6.1,1979-01-16,1,0,2,2,10220,0.09,0.292,5
33.897,59.472,,13,33.0,6.7,1979-01-16,1,0,2,2,11320,0.09,0.292,5
47.883,48.128,,13,0.0,6.0,1979-01-17,1,0,2,2,11320,0.443,0.292,5
-29.937,-177.455,,11,14.0,6.4,1979-01-25,1,0,3,2,11120,0.2,0.199857142857,5
17.413,-100.877,,00,41.0,6.6,1979-01-26,1,0,3,2,10020,-0.028,0.199857142857,5
54.768,-161.25,,05,17.0,6.0,1979-01-27,1,0,3,2,10520,-0.058,0.199857142857,5
-18.544,168.207,,11,25.0,6.3,1979-01-27,1,0,3,2,11120,-0.058,0.199857142857,5
5.21,127.295,,06,129.0,6.2,1979-02-07,1,1,1,2,10621,-0.394,-0.319875,4
5.987,125.919,,06,142.0,6.1,1979-02-11,1,1,1,2,10621,-0.092,-0.319875,4
55.453,-157.162,,05,33.0,6.7,1979-02-13,1,0,2,2,10520,-0.272,-0.304285714286,4
-16.39,-72.658,,03,53.0,6.9,1979-02-16,1,0,2,2,10320,-0.415,-0.304285714286,4
-13.626,166.675,,11,60.0,6.2,1979-02-16,1,0,2,2,11120,-0.415,-0.304285714286,4
-43.432,40.779,,02,10.0,6.1,1979-02-18,1,0,2,2,10220,-0.326,-0.304285714286,4
40.232,143.703,,07,10.0,6.4,1979-02-20,1,0,3,2,10720,-0.098,-0.324666666667,4
1.03,120.402,,06,28.0,6.0,1979-03-08,1,0,1,2,10620,0.169,-0.019,4
-9.558,147.959,,11,33.0,6.1,1979-03-09,1,0,1,2,11120,0.072,-0.019,4
-56.077,-122.44,,04,10.0,6.1,1979-03-12,1,0,1,2,10420,-0.422,-0.019,4
17.813,-101.276,,00,49.0,7.6,1979-03-14,1,0,2,2,10020,0.147,0.389142857143,5
23.157,101.138,,08,33.0,6.2,1979-03-15,1,0,2,2,10820,0.186,0.389142857143,5
-36.719,78.744,,02,10.0,6.2,1979-03-19,1,0,2,2,10220,0.683,0.389142857143,5
-36.65,78.682,,02,10.0,6.0,1979-03-20,1,0,3,2,10220,0.846,0.389142857143,5
17.987,-69.044,,14,80.0,6.1,1979-03-23,1,1,3,2,11421,1.099,0.775714285714,6
2.963,126.933,,06,37.0,6.8,1979-04-10,1,0,1,2,10620,0.027,-0.1165,4
-36.007,-102.601,,04,10.0,6.5,1979-04-14,1,0,2,2,10420,0.26,0.384285714286,5
-52.996,159.754,,11,10.0,6.0,1979-04-23,1,0,3,2,11120,0.598,0.591166666667,6
-20.826,-178.688,,11,599.0,6.0,1979-04-24,1,2,3,2,11122,0.628,0.591166666667,6
-27.462,-70.953,,03,23.0,6.1,1979-04-28,1,0,0,2,10320,0.136,0.191714285714,5
9.33,125.614,,06,23.0,6.0,1979-05-01,1,0,0,2,10620,0.12,0.191714285714,5
-21.244,169.798,,11,79.0,6.4,1979-05-01,1,1,0,2,11121,0.12,0.191714285714,5
53.62,-168.94,,05,150.0,6.1,1979-05-12,1,1,2,2,10521,-0.154,0.0678571428571,5
-35.666,-16.242,,03,10.0,6.2,1979-05-16,1,0,2,2,10320,0.285,0.0678571428571,5
0.677,126.005,,06,33.0,6.1,1979-05-18,1,0,3,2,10620,0.464,0.0678571428571,5
56.23,-156.56,,05,9.0,7.0,1979-05-20,1,0,3,2,10520,0.406,0.296714285714,5
-15.25,-70.089,,03,208.0,6.0,1979-05-21,1,1,3,2,10321,0.42,0.296714285714,5
42.255,18.752,,09,8.0,6.2,1979-05-24,1,0,3,2,10920,0.257,0.296714285714,5
52.611,-167.019,,05,23.0,6.2,1979-05-25,1,0,3,2,10520,0.216,0.296714285714,5
-8.207,115.949,,06,25.0,6.1,1979-05-30,1,0,0,2,10620,-0.119,-0.0485714285714,4
-30.812,117.179,,06,6.0,6.1,1979-06-02,1,0,0,2,10620,-0.192,-0.0485714285714,4
-36.28,-97.953,,04,10.0,6.0,1979-06-10,1,0,1,2,10420,0.23,-0.002375,4
8.106,-38.086,,14,10.0,6.0,1979-06-10,1,0,1,2,11420,0.23,-0.002375,4
17.0,-94.609,,00,107.0,6.3,1979-06-22,1,1,3,2,10021,0.065,0.1215,5
-4.98,145.577,,11,189.0,6.2,1979-06-25,1,1,0,2,11121,0.167,0.0997142857143,5
7.164,-82.253,,14,10.0,6.1,1979-06-27,1,0,0,2,11420,0.226,0.0997142857143,5
8.316,-82.943,,14,28.0,6.5,1979-07-01,1,0,0,2,11420,-0.186,0.0997142857143,5
43.953,146.704,,07,78.0,6.0,1979-07-04,1,1,1,2,10721,-0.209,-0.2215,4
-5.627,153.305,,11,44.0,6.1,1979-07-09,1,0,1,2,11120,-0.009,-0.2215,4
-11.149,107.709,,10,31.0,6.9,1979-07-24,1,0,3,2,11020,-0.318,-0.176285714286,4
-21.892,-138.993,,04,0.0,6.0,1979-07-25,1,0,0,2,10420,-0.379,-0.299571428571,4
-22.715,-177.494,,11,181.0,6.4,1979-08-05,1,1,1,2,11121,0.303,0.06325,5
41.814,130.786,,07,588.0,6.1,1979-08-16,1,2,3,2,10722,0.013,-0.115166666667,4
-17.715,167.848,,11,17.0,6.1,1979-08-17,1,0,3,2,11120,0.04,-0.115166666667,4
36.479,70.134,,13,229.0,6.1,1979-08-20,1,1,3,2,11321,-0.126,-0.115166666667,4
8.951,-83.483,,14,40.0,6.4,1979-08-24,1,0,0,2,11420,-0.311,-0.342,4
10.731,-41.688,,14,10.0,6.6,1979-08-25,1,0,0,2,11420,-0.244,-0.342,4
19.066,122.096,,08,15.0,7.1,1979-08-26,1,0,0,2,10820,-0.465,-0.342,4
-17.675,167.683,,11,10.0,6.0,1979-08-26,1,0,0,2,11120,-0.465,-0.342,4
-1.679,136.04,,06,5.0,7.9,1979-09-12,1,0,2,2,10620,-0.199,-0.0735714285714,4
-60.526,-50.304,,03,10.0,6.2,1979-09-23,1,0,0,2,10320,0.414,0.479428571429,5
1.193,94.245,,10,27.0,6.8,1979-09-29,1,0,1,2,11020,0.295,0.229625,5
-46.675,165.707,,11,33.0,7.4,1979-10-12,1,0,2,2,11120,0.476,0.326714285714,5
18.524,145.281,,01,601.0,6.1,1979-10-17,1,2,3,2,10122,0.246,0.298714285714,5
-1.161,136.598,,06,33.0,6.0,1979-10-17,1,0,3,2,10620,0.246,0.298714285714,5
51.859,177.129,,05,62.0,6.0,1979-10-18,1,0,3,2,10520,0.233,0.298714285714,5
-8.254,115.847,,06,38.0,6.2,1979-10-20,1,0,3,2,10620,0.355,0.298714285714,5
0.666,125.921,,06,33.0,6.3,1979-10-22,1,0,0,2,10620,0.29,0.183571428571,5
-10.615,161.284,,11,22.0,7.1,1979-10-23,1,0,0,2,11120,0.31,0.183571428571,5
13.778,-90.73,,14,65.0,6.6,1979-10-27,1,0,0,2,11420,0.018,0.183571428571,5
13.833,-90.881,,14,58.0,6.8,1979-10-27,1,0,0,2,11420,0.018,0.183571428571,5
-7.656,108.252,,10,62.0,6.1,1979-11-02,1,0,1,2,11020,-0.25,-0.449375,4
-13.319,166.656,,11,33.0,6.1,1979-11-02,1,0,1,2,11120,-0.25,-0.449375,4
-9.498,159.22,,11,30.0,6.1,1979-11-06,1,0,2,2,11120,-0.915,-0.837285714286,4
-13.294,166.743,,11,45.0,6.1,1979-11-09,1,0,2,2,11120,-0.727,-0.837285714286,4
-4.437,102.015,,10,47.0,6.3,1979-11-13,1,0,3,2,11020,-0.571,0.123333333333,5
-23.576,-174.858,,11,32.0,6.6,1979-11-13,1,0,3,2,11120,-0.571,0.123333333333,5
33.918,59.741,,13,33.0,6.6,1979-11-14,1,0,3,2,11320,-0.301,0.123333333333,5
-16.76,-179.984,,11,33.0,6.9,1979-11-16,1,0,3,2,11120,0.413,0.123333333333,5
5.861,125.295,,06,85.0,6.1,1979-11-19,1,1,3,2,10621,0.486,0.123333333333,5
4.805,-76.217,,14,108.0,6.4,1979-11-23,1,1,0,2,11421,0.873,0.891428571429,6
-18.937,-176.594,,11,33.0,6.2,1979-11-24,1,0,0,2,11120,1.053,0.891428571429,6
33.962,59.726,,13,10.0,7.1,1979-11-27,1,0,1,2,11320,0.978,0.790625,6
34.033,59.817,,13,31.0,6.0,1979-12-07,1,0,2,2,11320,1.369,1.235,7
28.882,140.701,,01,110.0,6.1,1979-12-11,1,1,3,2,10121,1.009,1.235,7
-3.299,102.712,,10,33.0,6.6,1979-12-15,1,0,3,2,11020,0.299,0.372,5
-8.39,115.889,,06,33.0,6.3,1979-12-17,1,0,3,2,10620,0.107,0.372,5
38.815,-27.78,,09,10.0,6.7,1980-01-01,1,0,1,2,10920,-0.024,0.3615,5
5.984,126.188,,06,63.0,6.0,1980-01-02,1,0,1,2,10620,0.007,0.3615,5
41.679,143.589,,07,33.0,6.0,1980-01-12,1,0,3,2,10720,0.078,0.5415,6
-22.398,-175.035,,11,33.0,6.0,1980-01-14,1,0,3,2,11120,0.77,0.5415,6
-17.649,-171.184,,11,33.0,6.4,1980-02-03,1,0,2,2,11120,0.118,0.146,5
-57.907,-7.188,,03,10.0,6.2,1980-02-04,1,0,2,2,10320,0.165,0.146,5
-54.158,158.89,,11,10.0,6.5,1980-02-07,1,0,2,2,11120,0.277,0.146,5
36.517,76.892,,13,63.0,6.1,1980-02-13,1,0,3,2,11320,0.235,0.321571428571,5
44.533,149.739,,07,35.0,6.0,1980-02-15,1,0,3,2,10720,0.577,0.321571428571,5
30.506,88.583,,13,33.0,6.2,1980-02-22,1,0,0,2,11320,0.805,0.764142857143,6
43.53,146.753,,07,44.0,7.0,1980-02-23,1,0,0,2,10720,1.053,0.764142857143,6
-6.017,150.189,,11,53.0,6.6,1980-02-27,1,0,1,2,11120,0.688,0.43825,5
6.299,126.881,,06,104.0,6.1,1980-02-29,1,1,1,2,10621,0.386,0.43825,5
26.993,126.621,,08,33.0,6.3,1980-03-02,1,0,1,2,10820,-0.29,0.43825,5
-22.673,171.357,,11,38.0,6.7,1980-03-08,1,0,2,2,11120,0.074,-0.178571428571,4
-22.811,171.39,,11,43.0,6.0,1980-03-08,1,0,2,2,11120,0.074,-0.178571428571,4
52.6,-167.453,,05,33.0,6.1,1980-03-24,1,0,1,2,10520,0.719,0.621375,6
52.969,-167.67,,05,33.0,6.9,1980-03-24,1,0,1,2,10520,0.719,0.621375,6
23.867,-45.558,,14,10.0,6.3,1980-03-26,1,0,1,2,11420,0.616,0.621375,6
16.13,121.962,,08,43.0,6.3,1980-03-31,1,0,1,2,10820,0.431,0.621375,6
