,”long","lat","clust"
"604863",-72.3152,-32.3779,4
"604864",-71.5833,-30.9883,4
"604865",-174.6239,51.8996,13
"604866",-71.822,-31.545,4
"604867",-71.7979,-30.8825,4
"604868",-18.0125,-0.2295,10
"604869",103.5743,-5.9788,11
"604870",-73.0943,-30.2965,4
"604871",-179.9174,-23.5947,5
"604872",-72.061,-31.4733,4
"604873",-73.4908,6.5415,15
"604874",176.1333,-38.2664,5
"604875",-72.0209,-30.2822,4
"604876",-67.2372,18.878,15
"604877",-178.4438,-32.268,5
"604878",-93.3609,14.0232,15
"604879",-173.9334,52.0103,13
"604880",-72.6716,-30.6048,4
"604881",-72.1176,-31.7975,4
"604882",-72.0334,-31.7498,4
"604883",-70.9769,-19.9793,4
"604884",-72.2698,-31.7821,4
"604885",-67.2717,18.9757,15
"604886",147.4843,17.2083,2
"604887",-72.6774,-30.962,4
"604888",120.7416,22.5209,9
"604889",71.293,36.6042,14
"604890",-69.1779,-20.2262,4
"604891",-72.6443,-30.4633,4
"604892",-66.639,19.2912,15
"604893",143.3672,39.7034,8
"604894",146.1038,12.9343,2
"604895",-98.3618,36.7396,1
"604896",-178.558,-20.8837,5
"604897",-72.217,-31.784,4
"604898",143.1925,39.7893,8
"604899",169.3603,-19.0155,5
"604900",-71.6398,-31.625,4
"604901",-130.2151,50.7687,6
"604902",-72.0423,-32.2773,4
"604903",131.2649,-0.6153,7
"604904",160.5241,-10.1728,12
"604905",-100.9621,-36.1551,4
"604906",131.1603,-0.574,7
"604907",131.542,-0.5516,7
"604908",179.8521,-32.2691,5
"604909",-71.3762,-30.7299,4
"604910",-71.5598,-30.7052,4
"604911",-71.49,-30.7476,4
"604912",131.2953,-0.7939,7
"604913",131.0689,-0.9889,7
"604914",170.6947,-14.4831,12
"604915",78.1191,37.5663,14
"604916",-178.3514,-33.2988,5
"604917",-72.1252,-31.6753,4
"604918",-71.6047,-30.9081,4
"604919",72.1209,37.4908,14
"604920",130.8253,-0.5693,7
"604921",140.3687,38.3269,8
"604922",-178.1695,-32.9227,5
"604923",150.7286,45.3518,8
"604924",-72.1106,-30.5302,4
"604925",131.2407,-0.7054,7
"604926",-118.7989,38.6512,1
"604927",-150.471,63.173,6
"604928",-150.97,63.03,6
"604929",131.1928,-0.6294,7
"604930",-96.7872,35.987,1
"604931",-96.7899,35.9932,1
"604932",131.1247,-0.7443,7
"604933",-72.2649,-32.3061,4
"604934",27.4743,-26.4519,3
"604935",-72.34,-32.3068,4
"604936",-69.0863,-20.8851,4
"604937",-72.7771,-29.9597,4
"604938",130.6899,-1.0601,7
"604939",71.0109,36.389,14
"604940",-98.4576,36.5267,1
"604941",46.5778,32.8326,14
"604942",-169.514,52.0181,13
"604943",-72.0581,-30.5599,4
"604944",122.7565,1.296,7
"604945",131.2049,-0.9786,7
"604946",-72.2097,-31.8175,4
"604947",-71.9643,-31.5242,4
"604948",110.4263,-7.9909,11
"604949",142.6596,12.2807,2
"604950",91.6928,26.5308,9
"604951",152.7349,-5.1735,12
"604952",-150.6092,63.0193,6
"604953",-177.8658,-27.8885,5
"604954",-174.449,51.8805,13
"604955",94.5161,23.1474,9
"604956",-72.082,-30.5466,4
"604957",-65.2938,18.8982,15
"604958",-64.9117,18.9,15
"604959",131.2007,-0.6832,7
"604960",145.8911,16.9209,2
"604961",-98.5111,36.2536,1
"604962",145.896,16.9923,2
"604963",111.6598,54.8407,8
"604964",145.9033,16.9617,2
"604965",145.8431,16.8415,2
"604966",-72.775,-30.4423,4
"604967",145.8722,17.1467,2
"604968",-71.3854,-30.8199,4
"604969",-71.5729,-30.7349,4
"604970",144.9633,14.1736,2
"604971",169.0128,-20.9551,5
"604972",-71.385,-30.761,4
"604973",154.3346,-5.8689,12
"604974",-71.5172,-30.7176,4
"604975",-44.1066,60.7275,10
"604976",-71.389,-30.721,4
"604977",-91.9005,-0.8411,15
"604978",-29.6534,40.1686,10
"604979",-72.1028,-31.8246,4
"604980",-73.5373,-14.2481,4
"604981",-71.9921,-30.6309,4
"604982",-71.4048,-30.7753,4
"604983",-71.54,-30.7904,4
"604984",68.3485,-5.703,3
"604985",-71.596,-30.8227,4
"604986",-177.5089,-19.2497,5
"604987",-71.4747,-31.3969,4
"604988",142.0074,42.2293,8
"604989",-179.6462,-25.0785,5
"604990",-64.2668,18.8933,15
"604991",-72.4169,-32.8977,4
"604992",-72.0711,-31.8119,4
"604993",128.4707,-7.481,7
"604994",-64.9315,18.9868,15
"604995",-64.9528,18.9638,15
"604996",-64.3347,19.1215,15
"604997",-71.6,-30.635,4
"604998",-71.947,-31.847,4
"604999",-108.8749,23.9556,1
"605000",-175.7968,-21.238,5
"605001",127.5863,-4.0748,7
"605002",-83.4966,9.9552,15
"605003",-92.4456,14.7862,15
"605004",123.7624,5.2455,7
"605005",-163.4226,67.6954,6
"605006",-177.4519,-20.2245,5
"605007",-163.3832,67.6921,6
"605008",-152.6749,60.0269,6
"605009",-72.1508,-30.3813,4
"605010",151.6661,-6.278,12
"605011",-68.7,-19.7418,4
"605012",-65.2372,18.9447,15
"605013",-71.9793,-31.6077,4
"605014",-119.6043,41.8542,1
"605015",-119.6007,41.8636,1
"605016",-72.2604,-31.3442,4
"605017",-72.7552,-30.5667,4
"605018",-71.5352,-30.7868,4
"605019",-71.7982,-31.2632,4
"605020",-142.2866,-57.0758,5
"605021",179.9688,-23.7373,5
"605022",143.1049,21.6162,2
"605023",-68.811,-20.826,4
"605024",-111.9442,35.7112,1
"605025",-67.6638,18.979,15
"605026",-67.7175,19.0347,15
"605027",-72.9538,-31.7748,4
"605028",-67.7697,18.9462,15
"605029",-178.0106,-19.7833,5
"605030",149.8021,-8.1343,12
"605031",-119.6123,41.8709,1
"605032",129.7219,-7.2409,7
"605033",-74.4372,42.4427,1
"605034",-155.6531,54.1173,6
"605035",-68.7627,19.1202,15
"605036",-66.3622,19.6588,15
"605037",-71.7881,-30.6414,4
"605038",-64.4065,19.4973,15
"605039",-156.183,57.09,6
"605040",-72.1458,-30.2222,4
"605041",107.9572,-9.7707,11
"605042",-65.8342,18.8012,15
"605043",-71.5085,-30.7284,4
"605044",-26.8521,-55.7095,4
"605045",154.355,-5.5521,12
"605046",-58.2964,13.7619,15
"605047",-65.191,19.3858,15
"605048",-119.1478,39.645,1
"605049",-178.8898,-23.8527,5
"605050",-65.9033,19.8543,15
"605051",-65.3742,17.9881,15
"605052",-67.7905,18.9057,15
"605053",-45.0961,-60.3087,4
"605054",71.799,37.2838,14
"605055",-72.6675,-30.6749,4
"605056",51.2633,13.0366,14
"605057",-71.4309,-30.777,4
"605058",-72.0213,-30.6556,4
"605059",131.1629,-0.8723,7
"605060",-72.2026,-30.3456,4
"605061",-71.6072,-31.6748,4
"605062",-96.8061,35.9894,1
"605063",-71.8543,-31.2202,4
"605064",126.5207,1.8696,7
"605065",139.0578,30.1068,8
"605066",74.5874,38.2777,14
"605067",-45.6575,20.2778,15
"605068",-45.4602,20.0927,15
"605069",-45.4193,20.0362,15
"605070",140.2635,35.5998,8
"605071",-45.5007,20.127,15
"605072",-156.3152,19.28,13
"605073",145.9499,17.0733,2
"605074",126.1845,1.7547,7
"605075",-70.58,-16.81,4
"605076",-95.6201,2.0933,15
"605077",-76.8009,-5.2231,15
"605078",-72.0556,-31.7,4
"605079",-92.0336,14.6296,15
"605080",-71.5696,-31.3742,4
"605081",-73.11,-16.73,4
"605082",-150.98,62.818,6
"605083",-93.648,14.4515,15
"605084",-119.6267,41.8564,1
"605085",-72.3057,-31.7648,4
"605086",-45.6373,20.1377,15
"605087",-45.566,19.9964,15
"605088",-31.8949,3.6882,15
"605089",-80.605,-3.3334,15
"605090",147.6722,-5.9652,12
"605091",-148.998,64.721,6
"605092",-88.2061,12.6659,15
"605093",-71.5508,-31.1842,4
"605094",-86.4012,16.6231,15
"605095",107.2025,-8.3152,11
"605096",120.1397,-9.2674,7
"605097",-66.5785,-23.7759,4
"605098",142.6888,39.7833,8
"605099",-65.5842,18.6802,15
"605100",-67.7347,19.0643,15
"605101",-71.5375,-31.5824,4
"605102",-71.7454,-31.008,4
"605103",-122.9865,39.4435,1
"605104",-74.4534,-15.9972,4
"605105",-67.766,18.605,15
"605106",-119.6368,41.8542,1
"605107",-63.3641,-26.9476,4
"605108",-64.997,18.6752,15
"605109",-72.1693,-33.041,4
"605110",-169.6385,52.6597,13
"605111",43.2897,11.5593,14
"605112",143.6919,40.3068,8
"605113",-164.0917,53.2406,13
"605114",24.6091,34.7443,10
"605115",80.3873,30.0248,14
"605116",-72.0854,-31.3844,4
"605117",85.7924,27.7127,14
"605118",143.5673,39.3908,8
"605119",179.9917,-23.803,5
"605120",-98.2173,36.5915,1
"605121",-58.2189,13.8503,15
"605122",-72.1484,-33.0078,4
"605123",-72.1425,-33.007,4
"605124",131.8264,-5.9121,7
"605125",127.3306,2.0094,7
"605126",167.2383,-13.7253,12
"605127",-102.2601,17.7611,1
"605128",-63.3891,-26.8963,4
"605129",151.9997,-5.4144,12
"605130",26.7268,45.7228,10
"605131",-58.4046,13.8399,15
"605132",69.9278,30.3205,14
"605133",-72.0341,-31.5387,4
"605134",128.5629,1.5948,7
"605135",-58.3172,13.7597,15
"605136",121.5559,24.0035,9
"605137",146.4182,-3.4195,12
"605138",-98.2122,36.6273,1
"605139",140.1977,-2.5588,7
"605140",146.8108,-3.3861,12
"605141",146.2974,-3.0903,12
"605142",75.0729,39.5327,14
"605143",-80.8978,46.509,1
"605144",-71.7132,-31.5024,4
"605145",-155.1167,19.3363,13
"605146",-24.8529,-58.2329,4
"605147",146.0555,-3.2696,12
"605148",-174.0418,51.389,13
"605149",-71.717,-30.652,4
"605150",-177.6102,-32.8629,5
"605151",-71.684,-30.6302,4
"605152",154.4642,-7.2019,12
"605153",141.8788,38.4818,8
"605154",-98.3282,36.703,1
"605155",141.8825,31.3913,8
"605156",87.9127,50.085,14
"605157",170.6075,-21.5365,5
"605158",70.9179,36.5696,14
"605159",140.0261,27.516,2
"605160",-69.8941,-22.1329,4
"605161",-71.9074,-30.9116,4
"605162",-178.905,-17.3216,5
"605163",128.316,2.7218,7
"605164",-66.3512,19.5515,15
"605165",-103.4312,8.4446,1
"605166",-68.1657,18.1247,15
"605167",-177.9127,-18.3035,5
"605168",-27.3126,-56.3162,4
"605169",-178.6596,-17.8555,5
"605170",154.2606,-6.3936,12
"605171",-27.7153,-56.1948,4
"605172",-179.1948,-31.7694,5
"605173",-101.2835,18.0938,1
"605174",-71.722,-30.638,4
"605175",-72.1498,-31.7613,4
"605176",53.6657,28.059,14
"605177",-71.5248,-30.7603,4
"605178",-72.0924,-30.4259,4
"605179",103.7117,-6.0326,11
"605180",-174.8847,-16.0926,5
"605181",151.039,-3.655,12
"605182",-67.4145,-22.0353,4
"605183",-71.4783,-30.7069,4
"605184",154.6207,-7.3345,12
"605185",-72.0068,-30.1461,4
"605186",103.6444,-6.0758,11
"605187",131.0134,-1.0296,7
"605188",-72.2302,-31.9046,4
"605189",126.4637,1.9533,7
"605190",-179.4187,-24.5093,5
"605191",-97.2268,36.252,1
"605192",-64.1118,18.306,15
"605193",-38.0533,33.7787,15
"605194",-97.2343,36.2541,1
"605195",-66.4071,-27.8917,4
"605196",-71.353,-31.759,4
"605197",-64.5072,18.9115,15
"605198",-178.9282,-29.4184,5
"605199",127.7587,26.6293,9
"605200",-72.121,-32.7952,4
"605201",-72.0761,-32.8092,4
"605202",-84.0678,9.4765,15
"605203",-60.5546,15.029,15
"605204",-72.0935,-15.7239,4
"605205",-176.61,-20.8067,5
"605206",-119.5953,41.8687,1
"605207",124.3589,0.0401,7
"605208",24.6307,-29.4446,3
"605209",-72.502,-30.5618,4
"605210",41.5063,-16.6079,3
"605211",174.4711,-40.7359,5
"605212",125.9073,6.0499,7
"605213",44.551,-12.472,3
"605214",-173.8606,-16.2664,5
"605215",125.2373,-6.8935,7
"605216",165.9968,-15.2016,12
"605217",130.6444,-6.4083,7
"605218",167.7873,-44.9563,5
"605219",-177.3607,-33.6098,5
"605220",-179.4053,-24.2994,5
"605221",-177.466,-33.9609,5
"605222",134.1501,-5.0129,7
"605223",-65.3748,18.0177,15
"605224",-178.4286,-32.8501,5
"605225",-178.271,-33.0153,5
"605226",-178.4144,-33.0992,5
"605227",-107.3596,-45.6126,4
"605228",178.417,51.834,13
"605229",-98.2138,36.6274,1
"605230",-97.0494,36.3409,1
"605231",-71.5984,-30.9404,4
"605232",-72.7889,-31.4233,4
"605233",-72.8192,-31.8131,4
"605234",-71.474,-36.6214,4
"605235",-71.6204,-30.6825,4
"605236",-177.7935,-32.8451,5
"605237",-65.3882,18.031,15
"605238",-89.1194,13.2629,15
"605239",93.4444,22.5271,9
"605240",-175.1367,-21.5562,5
"605241",127.2076,1.3606,7
"605242",-96.6805,35.7996,1
"605243",-152.887,59.527,6
"605244",140.1828,30.8688,8
"605245",-66.252,18.4298,15
"605246",-27.4579,-56.1853,4
"605247",-71.948,-32.0201,4
"605248",-71.358,-30.5332,4
"605249",125.0141,1.3146,7
"605250",71.2298,36.5021,14
"605251",-71.6,-30.579,4
"605252",-72.834,-31.0024,4
"605253",126.8707,7.1421,7
"605254",-179.924,-24.0807,5
"605255",-66.1822,19.2973,15
"605256",-66.1143,19.3893,15
"605257",130.3533,32.0363,9
"605258",-63.8768,19.5163,15
"605259",-72.563,-30.988,4
"605260",142.0613,-4.0615,7
"605261",-144.745,65.438,6
"605262",-71.334,-31.082,4
"605263",151.1215,-5.681,12
"605264",153.0727,-4.9926,12
"605265",-71.35,-30.736,4
"605266",-71.915,-33.798,4
"605267",141.6306,-3.0848,7
"605268",-72.701,-30.599,4
"605269",-3.8605,71.4028,10
"605270",-4.0087,71.3235,10
"605271",-4.3611,71.3652,10
"605272",-175.6588,-27.5309,5
"605273",161.6522,-10.1812,12
"605274",-178.2791,-33.0345,5
"605275",-178.121,-33.1005,5
"605276",-72.2121,-32.8062,4
"605277",-178.2737,-32.9308,5
"605278",-178.1866,-33.0329,5
"605279",-97.7032,37.1015,1
"605280",-118.8051,38.6575,1
"605281",-77.6498,-3.3756,15
"605282",98.37,30.95,9
"605283",98.341,30.9637,9
"605284",-73.6711,-37.4568,4
"605285",-71.5511,-30.3018,4
"605286",-92.9427,14.2707,15
"605287",-71.4784,-30.3303,4
"605288",154.9918,-7.0753,12
"605289",-72.1225,-32.2357,4
"605290",126.3829,5.7906,7
"605291",-43.7352,11.8584,15
"605292",103.5979,-6.1308,11
"605293",-71.4924,-30.3288,4
"605294",-72.0152,-31.7517,4
"605295",131.4548,30.3784,9
"605296",-79.8908,-5.1172,15
"605297",70.8156,-26.2415,3
"605298",-72.2932,-31.7284,4
"605299",70.6495,-26.0907,3
"605300",-71.7255,-29.8205,4
"605301",139.2853,-4.5684,7
"605302",-71.6961,-29.8651,4
"605303",-89.1255,12.5825,15
"605304",128.2467,26.4584,9
"605305",166.6755,-11.6576,12
"605306",151.3221,-5.8626,12
"605307",126.8055,9.1375,7
"605308",-71.7054,-30.6127,4
"605309",147.464,-5.3728,12
"605310",-71.414,-30.779,4
"605311",141.9009,38.2148,8
"605312",-71.2152,-29.4375,4
"605313",-74.2029,-38.3206,4
"605314",-178.562,-28.4156,5
"605315",-178.6367,-33.326,5
"605316",38.921,38.179,10
"605317",144.1405,13.2632,2
"605318",21.0389,32.2654,10
"605319",71.119,36.3869,14
"605320",-72.9083,-31.6756,4
"605321",141.6471,-2.6665,7
"605322",139.565,-2.3109,7
"605323",-72.0991,-30.3122,4
"605324",-112.02,46.787,1
"605325",131.1677,28.0444,9
"605326",128.6359,-2.6942,7
"605327",-177.964,-33.5812,5
"605328",-179.9369,-23.6845,5
"605329",-25.4046,-57.8536,4
"605330",-64.8158,19.2162,15
"605331",41.7629,-16.6529,3
"605332",-178.5219,-33.8853,5
"605333",122.2902,24.5582,9
"605334",-71.6631,-30.8202,4
"605335",-178.0172,-18.1179,5
"605336",-178.1886,-32.9777,5
"605337",-71.627,-30.656,4
"605338",-179.8575,-23.4778,5
"605339",143.0613,27.6329,2
"605340",-119.599,41.8654,1
"605341",-66.6896,-23.8804,4
"605342",-92.6932,14.2157,15
"605343",142.9359,37.7361,8
"605344",-119.6136,41.8655,1
"605345",-72.1052,-16.2684,4
"605346",-172.9284,-15.626,5
"605347",-79.9273,-3.7887,15
"605348",-150.8908,59.8725,6
"605349",110.3619,-9.1985,11
"605350",-28.0261,45.0976,10
"605351",179.847,-24.9162,5
"605352",-27.8525,44.9365,10
"605353",-72.1713,-30.5101,4
"605354",121.5589,22.8126,9
"605355",116.9051,-7.5937,7
"605356",-71.4883,-30.7106,4
"605357",-179.7268,-23.8772,5
"605358",-71.7108,-30.2671,4
"605359",142.1311,38.6802,8
"605360",-98.1943,36.6364,1
"605361",-88.2071,12.7868,15
"605362",70.9869,36.6923,14
"605363",131.2805,-0.9413,7
"605364",104.5224,-6.3386,11
"605365",-68.5008,18.1608,15
"605366",122.6527,-8.0421,7
"605367",142.0395,36.683,8
"605368",167.311,-17.5755,12
"605369",179.9587,-35.119,5
"605370",142.979,27.6366,2
"605371",-138.5576,57.4346,6
"605372",-67.6878,18.1873,15
"605373",-179.6743,50.9566,13
"605374",-71.6072,-31.7828,4
"605375",-95.7622,16.8517,1
"605376",169.4943,-18.8212,5
"605377",-178.1224,-33.0649,5
"605378",-178.1159,-32.8586,5
"605379",-71.9781,-31.7308,4
"605380",100.5052,2.6557,11
"605381",-172.755,-14.8918,5
"605382",-98.1799,36.7669,1
"605383",-98.1898,36.7769,1
"605384",86.0343,27.6395,14
"605385",86.1587,27.7703,14
"605386",-176.4824,-22.4043,5
"605387",0.577,71.9919,10
"605388",150.8827,45.9512,8
"605389",-74.03,-15.7,4
"605390",-176.1125,-15.9973,5
"605391",167.2671,-17.5779,12
"605392",127.3422,-6.5303,7
"605393",-64.5078,19.1803,15
"605394",125.2385,24.2324,9
"605395",165.6811,55.47,13
"605396",86.4956,31.4974,14
"605397",-71.5256,-30.3071,4
"605398",-72.7469,-31.0879,4
"605399",-179.2558,51.9487,13
"605400",131.0006,-0.7984,7
"605401",-67.3024,-24.1512,4
"605402",-178.5379,-19.5971,5
"605403",-71.751,-32.123,4
"605404",-71.795,-32.082,4
"605405",-178.6434,-33.0926,5
"605406",140.7558,-2.6557,7
"605407",84.6762,-41.6021,3
"605408",126.8151,-6.7754,7
"605409",-157.0506,57.0721,6
"605410",70.2017,24.0615,14
"605411",106.2764,-7.2911,11
"605412",-72.0962,-31.6899,4
"605413",127.2686,1.7049,7
"605414",-177.1784,-29.4277,5
"605415",-36.1333,7.3755,15
"605416",121.6823,7.3506,7
"605417",140.6446,27.6724,2
"605418",-72.0994,-30.2554,4
"605419",-104.571,18.51,1
"605420",-87.0252,11.3695,15
"605421",-70.192,-25.21,4
"605422",-177.0716,52.53,13
"605423",-177.5598,-20.3282,5
"605424",-155.6153,19.4247,13
"605425",98.9505,-0.4783,11
"605426",-88.9955,12.1177,15
"605427",142.191,38.7091,8
"605428",142.1083,38.7101,8
"605429",-71.4573,-31.432,4
"605430",-159.8394,54.7058,6
"605431",142.9382,27.5761,2
"605432",86.1479,27.7479,14
"605433",-97.3407,36.2667,1
"605434",126.5355,1.7244,7
"605435",-71.9603,-30.3927,4
"605436",-173.3324,52.1107,13
"605437",-71.9677,-31.6888,4
"605438",144.6541,19.1597,2
"605439",-177.4232,-30.2396,5
"605440",-70.9795,-20.003,4
"605441",126.7526,3.5361,7
"605442",97.0132,0.3628,11
"605443",-155.2118,19.2933,13
"605444",73.5888,39.4033,14
"605445",-178.0627,-18.1222,5
"605446",127.433,-3.706,7
"605447",-173.3848,-15.1299,5
"605448",-98.0359,36.9365,1
"605449",29.8952,36.1682,10
"605450",128.0815,-7.2176,7
"605451",-71.4938,-30.8438,4
"605452",144.1771,12.4949,2
"605453",-168.3296,52.6199,13
"605454",85.9838,27.6712,14
"605455",-150.571,62.8145,6
"605456",-128.8087,44.6175,6
"605457",97.5133,-0.8148,11
"605458",140.3557,-2.572,7
"605459",-72.0691,-30.3816,4
"605460",-160.5067,53.2459,6
"605461",-104.1362,-3.932,1
"605462",95.6509,4.6925,11
"605463",-104.3905,-4.0507,1
"605464",136.3087,33.8813,8
"605465",-71.4446,-30.8207,4
"605466",-178.1089,-18.232,5
"605467",-153.3911,62.2449,6
"605468",-177.7794,-33.2387,5
"605469",-177.8803,-30.2705,5
"605470",151.8439,-5.4741,12
"605471",120.7043,-1.0213,7
"605472",-157.0135,55.7527,6
"605473",-169.2353,52.3965,13
"605474",146.9931,44.0575,8
"605475",-72.1749,-30.3764,4
"605476",167.3593,-17.6399,12
"605477",84.8817,27.8771,14
"605478",178.5434,51.7192,13
"605479",-169.2362,52.5413,13
"605480",-69.7891,-17.7468,4
"605481",-171.4295,51.8551,13
"605482",-98.2004,16.2342,1
"605483",165.626,-10.7848,12
"605484",-66.8022,-21.4172,4
"605485",-72.1414,-30.3022,4
"605486",-176.91,-31.465,5
"605487",-71.3176,-30.2878,4
"605488",70.5999,36.8064,14
"605489",-94.5473,14.577,15
"605490",26.8586,45.6574,10
"605491",122.13,24.83,9
"605492",-173.5634,-18.4495,5
"605493",140.4479,26.349,2
"605494",-97.3038,36.1182,1
"605495",-71.7728,-31.4877,4
"605496",-72.4314,-31.8261,4
"605497",-115.255,32.3435,1
"605498",138.111,33.2336,8
"605499",-73.024,6.8568,15
"605500",123.73,12.33,7
"605501",-150.6438,63.0643,6
"605502",179.4028,-22.4715,5
"605503",53.3863,27.2026,14
"605504",126.2039,-2.8781,7
"605505",-71.4315,-30.8102,4
"605506",121.8884,-17.1839,7
"605507",-64.3408,19.6657,15
"605508",-69.928,-21.97,4
"605509",-97.4514,36.3656,1
"605510",-150.5677,63.1566,6
"605511",-72.3947,-31.6195,4
"605512",-168.4638,52.2555,13
"605513",-168.4385,52.2166,13
"605514",-95.9373,15.8047,1
"605515",76.9677,31.5958,14
"605516",167.517,-17.5737,12
"605517",-66.2918,19.4232,15
"605518",-69.1547,-23.9928,4
"605519",168.0207,-17.5816,12
"605520",-96.791,35.9923,1
"605521",-71.9937,-30.3382,4
"605522",-64.7612,18.6498,15
"605523",-156.1228,57.7649,6
"605524",-168.6378,52.3152,13
"605525",-177.9428,-30.3992,5
"605526",128.3091,-7.4204,7
"605527",126.0207,5.3867,7
"605528",127.1581,1.6716,7
"605529",-71.7478,-30.6725,4
"605530",-66.0658,19.4245,15
"605531",-71.6621,-30.7116,4
"605532",-177.4002,-24.3128,5
"605533",-168.3918,52.2355,13
"605534",120.2619,-7.3683,7
"605535",-168.3586,52.2139,13
"605536",104.9086,-5.6815,11
"605537",156.5101,48.2516,8
"605538",143.6216,39.9188,8
"605539",-151.042,62.9981,6
"605540",-179.6927,50.9969,13
"605541",-179.628,51.1922,13
"605542",96.1805,4.908,11
"605543",165.4602,-10.837,12
"605544",-172.7807,-15.1574,5
"605545",-174.1509,50.369,13
"605546",175.8705,-31.033,5
"605547",-71.9745,-17.4528,4
"605548",-172.6352,51.649,13
"605549",126.1194,2.0585,7
"605550",-174.4304,-17.7372,5
"605551",169.4192,-21.5792,5
"605552",-179.8623,-27.7056,5
"605553",134.3466,-2.2604,7
"605554",86.3397,28.8999,14
"605555",78.0871,37.4883,14
"605556",139.1346,-2.8675,7
"605557",-25.7039,-58.9372,4
"605558",54.5077,27.0846,14
"605559",-24.7532,-57.4121,4
"605560",-175.3076,51.7899,13
"605561",-65.3593,19.0183,15
"605562",-69.8047,-16.0045,4
"605563",-71.5796,-30.8481,4
"605564",70.3328,36.4812,14
"605565",114.9334,-8.3921,7
"605566",-178.4027,-18.0543,5
"605567",-71.4782,-31.5296,4
"605568",-71.2989,-31.0489,4
"605569",-96.7741,35.9355,1
"605570",-176.5053,-27.5996,5
"605571",122.2752,34.1485,9
"605572",-164.1844,53.8003,13
"605573",-174.8055,-18.8168,5
"605574",178.3386,51.8611,13
"605575",-72.3973,-30.578,4
"605576",153.694,-4.7537,12
"605577",-178.6086,-17.5099,5
"605578",-79.5858,-2.4263,15
"605579",148.4966,45.2885,8
"605580",-72.1387,-30.137,4
"605581",36.6897,40.6847,10
"605582",123.8928,-0.0241,7
"605583",-79.1971,-8.0706,15
"605584",-177.892,-32.1903,5
"605585",-71.7347,-31.7414,4
"605586",129.9643,-6.4271,7
"605587",112.8199,-50.2777,3
"605588",-72.2605,-31.7373,4
"605589",86.469,28.8544,14
"605590",128.4706,-7.6952,7
"605591",117.3386,-7.648,7
"605592",-98.7225,36.4906,1
"605593",-71.399,-30.607,4
"605594",156.1899,-6.7809,12
"605595",-178.3146,-32.6315,5
"605596",127.1066,1.3489,7
"605597",-97.8147,36.8414,1
"605598",179.9561,-24.5923,5
"605599",-97.9803,37.2123,1
"605600",-97.9802,37.2142,1
"605601",88.79,27.2647,14
"605602",127.0451,7.0694,7
"605603",-97.3745,36.3573,1
"605604",-120.4403,-54.2023,4
"605605",-66.4436,-22.9691,4
"605606",-94.7221,15.7923,1
"605607",-168.3952,53.178,13
"605608",-67.0143,-24.4242,4
"605609",-161.6094,53.7016,13
"605610",169.5158,-19.0689,5
"605611",-178.1263,51.5391,13
"605612",-20.8492,-60.7167,4
"605613",-72.1357,-30.6505,4
"605614",107.4009,-8.0486,11
"605615",-64.8382,18.811,15
"605616",-97.9311,36.7187,1
"605617",-64.8842,18.9647,15
"605618",169.9879,-20.7667,5
"605619",141.0541,25.76,2
"605620",-71.558,-30.52,4
"605621",-71.654,-31.77,4
"605622",-155.6288,56.7942,6
"605623",-97.9299,36.7234,1
"605624",-178.2657,-20.5944,5
"605625",144.4535,13.2008,2
"605626",142.0504,30.8279,8
"605627",167.4948,-14.7874,12
"605628",-179.2921,-22.5585,5
"605629",154.0631,-7.1744,12
"605630",-96.8032,35.986,1
"605631",-96.7981,35.9862,1
"605632",-178.4883,-33.0233,5
"605633",143.9508,39.4931,8
"605634",-96.7828,35.9897,1
"605635",-72.6171,-30.3478,4
"605636",-28.301,-55.1568,4
"605637",-96.8184,35.9781,1
"605638",96.0264,24.2558,9
"605639",-135.708,-54.4856,5
"605640",51.3368,29.3015,14
"605641",147.5438,-6.1644,12
"605642",-71.4836,-30.7276,4
"605643",-178.8812,-17.4547,5
"605644",-65.7133,19.3542,15
"605645",179.8575,-23.2225,5
"605646",-20.9959,-60.6291,4
"605647",-178.5667,-33.5762,5
"605648",-65.468,18.8935,15
"605649",-177.6595,-32.357,5
"605650",-175.0797,-15.9268,5
"605651",120.1135,0.0439,7
"605652",142.2616,27.252,2
"605653",-66.4785,19.1448,15
"605654",-98.3872,36.5908,1
"605655",147.6817,49.264,8
"605656",179.2295,51.6533,13
"605657",-62.4367,16.5627,15
"605658",-97.5574,36.3205,1
"605659",147.2957,45.4166,8
"605660",-178.7996,-32.9256,5
"605661",-178.6715,-28.5135,5
"605662",-179.0796,-17.6711,5
"605663",152.4956,46.7488,8
"605664",-69.2462,-31.3907,4
"605665",125.624,-7.092,7
"605666",-175.306,-21.7369,5
"605667",130.331,-6.154,7
"605668",-153.373,59.963,6
"605669",-71.8681,-30.6392,4
"605670",-177.7374,51.7466,13
"605671",145.1885,13.6917,2
"605672",128.5172,2.4176,7
"605673",-153.7658,59.7928,6
"605674",-66.3784,-28.05,4
"605675",-71.3982,-30.7119,4
"605676",129.6727,-3.0016,7
"605677",129.7116,-3.028,7
"605678",-94.8199,17.466,1
"605679",-178.6294,-17.4406,5
"605680",-97.9338,37.0568,1
"605681",-100.2169,16.3928,1
"605682",143.2635,40.1348,8
"605683",-177.4776,-19.1611,5
"605684",148.8936,-6.3651,12
"605685",-71.5254,-30.7384,4
"605686",164.1021,-49.7936,5
"605687",26.3751,34.5025,10
"605688",-69.2815,-25.4308,4
"605689",-71.78,-32.114,4
