,”long","lat","clust"
"610475",-173.455,51.9952,13
"610476",152.0025,-4.5004,12
"610477",-28.0921,61.1177,10
"610478",154.9768,-7.5281,12
"610479",31.3577,35.5479,10
"610480",99.2857,-0.4798,11
"610481",14.6515,41.5846,10
"610482",126.895,-6.9445,7
"610483",126.7463,8.983,7
"610484",-71.747,-31.251,4
"610485",-155.0586,57.5472,6
"610486",69.7999,36.5317,14
"610487",-64.3693,19.519,15
"610488",-117.9675,36.542,1
"610489",-68.8906,-29.696,4
"610490",-79.9603,-7.7803,15
"610491",-97.8667,36.7743,1
"610492",156.4617,-8.4943,12
"610493",127.2292,-3.8727,7
"610494",73.1712,38.7971,14
"610495",123.6386,-9.3803,7
"610496",167.9665,-17.2019,12
"610497",-65.2567,19.291,15
"610498",-66.5667,18.3678,15
"610499",-97.9984,36.8662,1
"610500",143.6466,25.5319,2
"610501",-174.2425,-16.406,5
"610502",-141.7596,59.8159,6
"610503",-64.7247,19.2172,15
"610504",-68.8767,18.1625,15
"610505",-27.3482,-56.3651,4
"610506",-156.4029,57.8211,6
"610507",-76.0474,19.8003,15
"610508",-76.0218,19.7843,15
"610509",-89.67,13.5284,15
"610510",-76.0885,19.8125,15
"610511",-76.0967,19.7204,15
"610512",-76.1144,19.5711,15
"610513",-175.1567,-20.3969,5
"610514",-97.2038,36.0751,1
"610515",-100.8623,32.8689,1
"610516",127.0957,5.5837,7
"610517",-150.4469,62.9699,6
"610518",67.9243,-20.5025,3
"610519",166.2117,-11.669,12
"610520",143.1149,24.0836,2
"610521",123.6677,-10.031,7
"610522",126.8554,11.0991,7
"610523",-178.4561,-20.912,5
"610524",123.3192,-3.2478,7
"610525",132.7969,30.6448,9
"610526",132.7949,30.6138,9
"610527",179.7385,52.4502,13
"610528",-153.3131,66.3805,6
"610529",-68.763,-21.3044,4
"610530",130.1557,-5.4493,7
"610531",-95.837,16.9056,1
"610532",-17.7281,0.106,10
"610533",104.8359,34.2475,9
"610534",12.8374,36.5834,10
"610535",128.3093,3.2087,7
"610536",-70.8561,-26.4372,4
"610537",-164.7367,53.6053,13
"610538",-64.5212,19.1353,15
"610539",-77.8283,39.3193,1
"610540",77.9091,-38.0132,3
"610541",71.1693,37.05,14
"610542",-125.936,40.4808,1
"610543",153.5283,-5.1074,12
"610544",-69.0164,-20.6511,4
"610545",-164.6893,53.568,13
"610546",-178.3239,-20.4129,5
"610547",127.0358,2.6179,7
"610548",126.9304,3.9375,7
"610549",119.132,-3.8558,7
"610550",132.834,30.7066,9
"610551",126.2814,0.246,7
"610552",-179.8334,-31.6813,5
"610553",-160.6817,53.0927,6
"610554",-83.7845,9.4586,15
"610555",72.1614,37.5367,14
"610556",-170.5327,52.087,13
"610557",139.2509,35.1846,8
"610558",-97.4155,35.6719,1
"610559",-75.1392,-6.1913,15
"610560",-84.6519,17.1287,15
"610561",-84.6287,17.1334,15
"610562",104.8962,28.3547,9
"610563",132.75,30.7162,9
"610564",123.6315,-10.298,7
"610565",-150.6399,62.1032,6
"610566",-64.766,18.5958,15
"610567",145.7614,18.1589,2
"610568",94.9004,24.1868,9
"610569",-76.0153,19.8368,15
"610570",168.2463,-19.1049,12
"610571",-178.037,-29.4515,5
"610572",-178.985,-21.4232,5
"610573",146.2666,13.5713,2
"610574",149.4985,3.5429,2
"610575",-155.6017,19.5382,13
"610576",62.2971,26.8613,14
"610577",-98.4096,36.2761,1
"610578",-178.7318,-31.3226,5
"610579",-179.1786,-29.8575,5
"610580",-155.6117,19.423,13
"610581",-63.7682,18.145,15
"610582",-64.3178,18.8363,15
"610583",-171.1836,52.1246,13
"610584",166.7679,-14.7809,12
"610585",133.8028,-5.0444,7
"610586",166.9731,-14.6727,12
"610587",-171.2611,52.181,13
"610588",127.3274,-3.7227,7
"610589",154.2746,-5.2265,12
"610590",-97.3894,35.9526,1
"610591",-137.916,58.962,6
"610592",176.1244,-21.4088,5
"610593",-25.5082,-57.9408,4
"610594",176.1589,-21.43,5
"610595",-179.9531,-34.4231,5
"610596",129.5232,-0.2717,7
"610597",147.335,15.5498,2
"610598",-179.6186,-24.3415,5
"610599",-176.9218,-17.3457,5
"610600",132.776,30.6712,9
"610601",-179.0899,-35.8334,5
"610602",-64.6515,19.3105,15
"610603",145.5678,19.498,2
"610604",-68.9062,18.997,15
"610605",125.5679,-49.1985,3
"610606",-74.3661,-8.2716,15
"610607",161.707,55.6538,13
"610608",96.6882,2.0699,11
"610609",-72.9469,-14.0718,4
"610610",121.3389,22.857,9
"610611",155.1506,-6.7616,12
"610612",147.2749,17.3214,2
"610613",-178.6574,-30.9922,5
"610614",-150.5607,60.8763,6
"610615",-175.3735,51.6432,13
"610616",-114.127,44.451,1
"610617",-71.2257,-31.9263,4
"610618",133.3504,-2.3918,7
"610619",154.6848,-7.4582,12
"610620",-69.1636,-29.6893,4
"610621",143.8654,22.0786,2
"610622",157.9663,-9.024,12
"610623",128.8361,-4.9469,7
"610624",-25.8375,37.6701,10
"610625",141.7234,37.7324,8
"610626",-116.2368,34.692,1
"610627",159.9311,-9.7151,12
"610628",147.1437,-5.5672,12
"610629",-69.009,-22.97,4
"610630",-178.1156,-20.8275,5
"610631",145.7415,20.8922,2
"610632",-59.5585,15.0359,15
"610633",-75.1723,-8.1283,15
"610634",-91.4145,14.5901,15
"610635",-26.4712,-60.25,4
"610636",153.881,-4.8071,12
"610637",142.0922,40.3021,8
"610638",-65.2675,18.8665,15
"610639",171.4805,-22.9061,5
"610640",97.8557,2.0809,11
"610641",96.6233,2.0654,11
"610642",-33.7751,7.2549,15
"610643",-169.5835,52.0678,13
"610644",-177.3212,-25.8154,5
"610645",119.9887,20.6606,9
"610646",26.9684,36.6349,10
"610647",96.1508,2.5265,11
"610648",-98.7137,36.5007,1
"610649",-128.6408,48.8934,6
"610650",-98.7135,36.507,1
"610651",124.1479,1.8229,7
"610652",-71.6339,-30.4423,4
"610653",-115.519,31.5062,1
"610654",127.3403,1.4266,7
"610655",140.2458,44.245,8
"610656",-73.4486,-14.5931,4
"610657",144.1069,12.3108,2
"610658",127.4594,0.9703,7
"610659",-97.7697,36.827,1
"610660",-28.1603,-56.5562,4
"610661",-65.431,19.4527,15
"610662",-178.852,-17.6687,5
"610663",-146.5631,61.4284,6
"610664",150.2654,-5.9225,12
"610665",-138.0674,58.9047,6
"610666",-91.1585,13.5462,15
"610667",-97.7326,36.4563,1
"610668",125.7253,6.7078,7
"610669",-161.3274,53.2681,13
"610670",-64.8853,19.6892,15
"610671",140.8632,30.2542,8
"610672",-71.6096,-30.5825,4
"610673",-97.3563,35.7465,1
"610674",-150.8489,63.1467,6
"610675",84.4044,42.2369,14
"610676",-74.038,-15.8834,4
"610677",-116.2367,34.6913,1
"610678",-91.6495,13.7169,15
"610679",-139.1473,-56.1838,5
"610680",-139.3453,-56.1803,5
"610681",121.4381,22.7726,9
"610682",144.6831,40.6118,8
"610683",135.7701,-4.0908,7
"610684",154.7233,-6.1928,12
"610685",101.6503,37.6758,9
"610686",101.5943,37.6385,9
"610687",107.9491,-8.3714,11
"610688",126.9361,3.8534,7
"610689",-177.8259,-20.7983,5
"610690",-177.3055,-28.9383,5
"610691",152.6193,-4.7283,12
"610692",146.0168,43.1102,8
"610693",-64.6297,19.051,15
"610694",-72.9122,-15.3114,4
"610695",127.8913,4.0136,7
"610696",144.6304,40.6084,8
"610697",120.4041,0.7323,7
"610698",-76.0112,19.7221,15
"610699",-71.2939,-30.5467,4
"610700",-178.746,-17.661,5
"610701",-174.9009,-22.265,5
"610702",140.1832,26.9935,2
"610703",126.9204,1.602,7
"610704",99.6099,-2.0696,11
"610705",179.7252,-24.9138,5
"610706",-178.5829,-30.8839,5
"610707",-98.6987,36.5133,1
"610708",157.6653,51.2648,8
"610709",145.0952,13.8723,2
"610710",24.765,34.4918,10
"610711",79.4333,40.6546,14
"610712",-161.4905,54.4033,6
"610713",149.3672,-6.4406,12
"610714",-97.882,36.7924,1
"610715",97.8598,0.0406,11
"610716",58.3088,-31.2202,3
"610717",-71.4775,-30.4053,4
"610718",-3.65,35.6236,10
"610719",123.0843,15.1099,9
"610720",-88.6877,12.5575,15
"610721",124.4636,10.9443,7
"610722",-106.9344,18.8288,1
"610723",132.8069,30.5767,9
"610724",168.8121,-20.5261,5
"610725",128.4704,-6.2959,7
"610726",85.0515,28.0269,14
"610727",54.8165,27.3351,14
"610728",-68.527,-22.017,4
"610729",126.7838,3.7206,7
"610730",-76.0684,19.7713,15
"610731",126.9311,3.7994,7
"610732",122.3361,24.8954,9
"610733",-97.9844,36.8347,1
"610734",142.9072,30.9284,8
"610735",125.4185,23.9653,9
"610736",145.509,14.4469,2
"610737",153.0729,-6.0879,12
"610738",-168.3002,52.254,13
"610739",-113.4915,36.872,1
"610740",-116.1233,-24.4648,4
"610741",-168.4264,52.3801,13
"610742",-97.4167,35.671,1
"610743",155.1078,49.6592,8
"610744",-177.3147,-25.2762,5
"610745",166.2477,-11.8963,12
"610746",142.1643,24.595,2
"610747",167.1765,-12.533,12
"610748",-78.2194,4.866,15
"610749",145.061,15.7262,2
"610750",-98.6902,36.5248,1
"610751",-97.2489,35.8962,1
"610752",-68.3443,17.958,15
"610753",-67.5572,-32.5933,4
"610754",-97.9888,36.8342,1
"610755",-98.7273,36.4832,1
"610756",-77.29,-12.56,4
"610757",179.8007,-23.4785,5
"610758",-97.8254,36.5792,1
"610759",-98.0555,36.7436,1
"610760",-97.9927,36.8675,1
"610761",70.3951,36.0766,14
"610762",155.7684,49.8187,8
"610763",139.9024,43.5968,8
"610764",169.5982,-19.016,5
"610765",125.747,11.6561,7
"610766",-173.6229,-15.209,5
"610767",67.0414,-26.8549,3
"610768",134.6214,-2.4682,7
"610769",126.9181,3.7877,7
"610770",172.06,-13.7207,12
"610771",130.1448,-6.5818,7
"610772",-179.2598,-22.6442,5
"610773",179.7847,-14.7662,5
"610774",-74.5439,-8.808,15
"610775",55.3079,28.347,14
"610776",159.9734,53.9685,13
"610777",156.0942,-7.1143,12
"610778",151.7133,-5.5015,12
"610779",-177.4449,-14.9195,5
"610780",-161.703,54.6014,6
"610781",126.2017,3.4859,7
"610782",-98.7318,36.4971,1
"610783",171.9854,-13.5995,12
"610784",29.57,36.6484,10
"610785",46.8896,33.7121,14
"610786",-168.673,52.8517,13
"610787",71.3509,36.6676,14
"610788",146.2055,-3.301,12
"610789",166.9358,-14.5815,12
"610790",166.4788,-14.5051,12
"610791",42.694,38.0446,14
"610792",-121.0537,35.7097,1
"610793",-114.0144,-22.3785,4
"610794",126.7083,3.3157,7
"610795",-2.4824,71.6745,10
"610796",179.9436,-23.8681,5
"610797",145.0776,18.9748,2
"610798",-65.4277,19.568,15
"610799",145.6564,43.2542,8
"610800",-162.8832,53.0296,13
"610801",-126.3025,43.1711,1
"610802",-176.2092,-24.8552,5
"610803",140.8012,36.0066,8
"610804",152.9968,49.828,8
"610805",125.7598,5.0055,7
"610806",125.295,26.0502,9
"610807",166.1737,-14.6126,12
"610808",-165.1395,53.5,13
"610809",-173.3753,-15.2135,5
"610810",-68.469,-21.719,4
"610811",171.495,-22.8948,5
"610812",-164.5991,53.679,13
"610813",-68.2653,19.2077,15
"610814",-178.7943,-34.5612,5
"610815",70.5999,36.4498,14
"610816",-98.3717,36.4499,1
"610817",179.7401,-24.3937,5
"610818",-64.731,19.2738,15
"610819",125.6882,2.4669,7
"610820",-73.0647,6.8158,15
"610821",-97.6479,36.9319,1
"610822",-153.3392,59.6204,6
"610823",-153.309,59.697,6
"610824",-152.9649,59.8465,6
"610825",-158.8309,54.9953,6
"610826",-153.1787,59.7001,6
"610827",-153.084,59.83,6
"610828",-153.009,59.7859,6
"610829",-153.423,56.985,6
"610830",-153.2567,59.6989,6
"610831",-153.1167,59.7813,6
"610832",-153.3605,59.6786,6
"610833",-153.1545,59.77,6
"610834",-153.0572,59.7976,6
"610835",-153.0658,59.7446,6
"610836",-153.1107,59.7273,6
"610837",-153.336,59.6668,6
"610838",-153.1581,59.7004,6
"610839",-152.8648,59.6756,6
"610840",-152.9947,59.806,6
"610841",-67.3661,-24.2227,4
"610842",-170.5392,52.2671,13
"610843",129.5843,-4.0927,7
"610844",-153.1677,59.7192,6
"610845",-153.0735,59.7684,6
"610846",-153.0845,59.7621,6
"610847",-66.6109,-23.1962,4
"610848",-75.3017,19.7147,15
"610849",-153.0676,59.7649,6
"610850",167.5314,-17.6158,12
"610851",-177.3018,-30.1382,5
"610852",-153.1493,59.7208,6
"610853",-153.1669,59.7206,6
"610854",-153.1482,59.733,6
"610855",-153.1456,59.7312,6
"610856",-153.037,59.7835,6
"610857",-161.4403,54.4491,6
"610858",-179.3455,-30.2312,5
"610859",153.7941,-3.7067,12
"610860",140.6491,35.6419,8
"610861",125.2694,26.0993,9
"610862",-116.2392,34.6972,1
"610863",153.6865,-4.5219,12
"610864",-153.1542,59.7718,6
"610865",96.6608,2.0785,11
"610866",-98.7411,36.482,1
"610867",126.8882,5.8354,7
"610868",-153.1379,59.7092,6
"610869",143.1635,21.5452,2
"610870",-153.1296,59.734,6
"610871",-153.1885,59.7307,6
"610872",-71.5411,-18.3278,4
"610873",141.3087,37.15,8
"610874",-153.1249,59.7421,6
"610875",-97.8536,36.9408,1
"610876",38.4794,7.0885,10
"610877",-152.9032,59.8262,6
"610878",101.6191,-3.6686,11
"610879",126.7263,0.073,7
"610880",121.185,13.7414,9
"610881",-98.4647,36.6625,1
"610882",125.2965,24.8615,9
"610883",179.6139,-25.3559,5
"610884",-173.3833,-19.5324,5
"610885",-153.1385,59.7404,6
"610886",134.7223,8.0061,7
"610887",120.6475,13.9877,9
"610888",102.2789,-3.9792,11
"610889",-3.6818,35.6493,10
"610890",-3.8166,35.5953,10
"610891",-3.723,35.6805,10
"610892",-72.1202,-31.6922,4
"610893",-97.3329,35.8812,1
"610894",-153.1202,59.7517,6
"610895",-3.758,35.463,10
"610896",-3.6833,35.557,10
"610897",-3.8673,35.5825,10
"610898",-68.6003,-21.3779,4
"610899",-153.1579,59.7436,6
"610900",-3.6703,35.5453,10
"610901",-76.7338,-6.0646,15
"610902",128.3683,3.1858,7
"610903",-65.803,19.2805,15
"610904",-88.8323,12.6264,15
"610905",-97.4052,35.9673,1
"610906",117.4481,-10.3125,7
"610907",-3.7475,35.4901,10
"610908",-153.1663,59.7001,6
"610909",108.1745,-6.6502,11
"610910",-3.5856,35.739,10
"610911",-153.3066,59.644,6
"610912",66.3009,-27.3533,3
"610913",-3.7839,35.5363,10
"610914",-76.0681,19.7764,15
"610915",-3.7684,35.5892,10
"610916",-179.5466,-22.4274,5
"610917",126.0735,10.0793,7
"610918",-92.0959,13.6166,15
"610919",122.7627,3.7151,7
"610920",-153.1737,59.688,6
"610921",62.2514,23.4984,14
"610922",60.6283,-30.3806,3
"610923",-79.2945,1.8602,15
"610924",-76.0556,19.7836,15
"610925",-55.5984,-54.2724,4
"610926",-65.0293,18.6562,15
"610927",152.6664,-4.047,12
"610928",-71.8416,-32.5926,4
"610929",-152.1016,58.7303,6
"610930",71.8376,37.1902,14
"610931",-178.6049,-29.5103,5
"610932",-115.2227,32.3935,1
"610933",-3.9411,35.4901,10
"610934",-177.0105,-17.0174,5
"610935",153.1682,-5.3308,12
"610936",-177.5532,-20.5656,5
"610937",157.4243,51.1966,8
"610938",-97.9762,36.8989,1
"610939",-163.6944,53.4853,13
"610940",167.0993,-12.3995,12
"610941",159.0782,-8.3858,12
"610942",70.313,36.4912,14
"610943",152.6884,46.8904,8
"610944",-71.9363,-30.1543,4
"610945",141.8871,38.2347,8
"610946",22.0771,38.3118,10
"610947",125.1764,-49.3451,3
"610948",-178.6527,-17.8403,5
"610949",123.6747,6.7689,7
"610950",70.5351,36.3695,14
"610951",-28.7917,0.5192,15
"610952",144.1318,22.7109,2
"610953",153.1961,-5.2952,12
"610954",-175.3559,-21.9192,5
"610955",121.2993,21.7895,9
"610956",172.9462,-17.8646,5
"610957",-178.8393,-33.8165,5
"610958",87.8553,29.5248,14
"610959",158.0852,-9.3799,12
"610960",-173.8268,51.8526,13
"610961",-65.0122,18.9707,15
"610962",153.2604,-5.3565,12
"610963",-177.8218,-20.2789,5
"610964",153.2737,-5.3197,12
"610965",153.1835,-5.2851,12
"610966",119.4196,-10.3314,7
"610967",153.2373,-5.2303,12
"610968",-153.1558,59.7052,6
"610969",69.8663,36.7505,14
"610970",153.2142,-5.348,12
"610971",-66.3518,18.4807,15
"610972",-153.1463,59.711,6
"610973",137.7608,8.3122,2
"610974",-173.6659,-20.6141,5
"610975",128.0692,-2.8601,7
"610976",148.9774,-6.1318,12
"610977",-3.5226,35.7313,10
"610978",68.7772,33.7119,14
"610979",144.8702,14.1948,2
"610980",129.9172,-6.4373,7
"610981",-71.688,-30.662,4
"610982",128.641,-5.6464,7
"610983",170.9733,-22.626,5
"610984",95.6487,2.6336,11
"610985",-69.4866,-19.2485,4
"610986",-71.7625,-32.6601,4
"610987",-28.1425,1.0315,15
"610988",-171.6987,-23.8596,5
"610989",155.3344,49.6628,8
"610990",-128.9252,47.8462,6
"610991",-178.6384,-17.8293,5
"610992",-172.9891,-18.8731,5
"610993",-160.3171,53.3545,6
"610994",-128.8234,47.8835,6
"610995",-128.9133,47.9374,6
"610996",-3.8234,35.4837,10
"610997",93.8004,13.7261,11
"610998",-172.7129,-16.1129,5
"610999",172.51,-43.55,5
"611000",126.9201,4.1866,7
"611001",-98.0688,36.758,1
"611002",-28.1224,1.0487,15
"611003",-153.1661,59.6994,6
"611004",-149.9154,56.0658,6
"611005",-153.1555,59.7233,6
"611006",-94.31,14.9528,15
"611007",-97.4648,35.6915,1
"611008",-97.0724,36.5009,1
"611009",-172.9617,-19.2227,5
"611010",-175.8123,52.0227,13
"611011",-177.8073,-21.8238,5
"611012",125.9144,23.9438,9
"611013",-3.8039,35.474,10
"611014",-143.5954,-56.4578,5
"611015",141.9192,38.1901,8
"611016",47.3986,12.3983,14
"611017",67.331,-3.5029,3
"611018",-72.4442,18.3173,15
"611019",136.3522,-3.8247,7
"611020",-128.8901,47.6162,6
"611021",-179.8311,-32.402,5
"611022",127.0737,1.5261,7
"611023",-68.7748,-31.7319,4
"611024",166.2289,-11.4019,12
"611025",-3.8032,35.4263,10
"611026",-80.8996,-3.7818,15
"611027",174.3982,-41.3959,5
"611028",-153.2757,59.6569,6
"611029",121.0913,19.3144,9
"611030",165.9888,-54.0112,5
"611031",-66.3008,18.3378,15
"611032",-25.8249,-58.9775,4
"611033",143.4878,12.5459,2
"611034",166.7237,-11.8043,12
"611035",-64.8248,19.429,15
"611036",128.6489,1.6794,7
"611037",128.7178,1.7968,7
"611038",129.6767,-7.216,7
"611039",120.1637,18.0511,9
"611040",-127.2332,40.9241,1
"611041",-59.5167,14.8762,15
"611042",143.6524,12.6636,2
"611043",126.0938,0.9301,7
"611044",-98.7403,36.4857,1
"611045",-67.4015,18.8972,15
"611046",167.2588,-13.8204,12
"611047",-71.627,-30.3374,4
"611048",-98.7515,36.4748,1
"611049",-98.7424,36.4781,1
"611050",154.9562,-6.2725,12
"611051",-179.2468,-32.8993,5
"611052",147.8395,-2.8163,12
"611053",-98.7478,36.4831,1
"611054",-163.4327,53.2809,13
"611055",-163.4945,53.256,13
"611056",146.9212,-2.5911,12
"611057",146.9918,-2.6171,12
"611058",147.5739,-2.9487,12
"611059",145.6518,6.2933,2
"611060",153.4649,48.529,8
"611061",-176.9169,-33.1755,5
"611062",-127.2074,40.9167,1
"611063",70.1989,36.4794,14
"611064",-127.3842,41.0363,1
"611065",-178.0874,-17.3312,5
"611066",178.3734,52.022,13
"611067",158.5128,54.0057,13
"611068",158.6429,53.986,13
"611069",-95.3181,18.2128,1
"611070",126.4054,-4.231,7
"611071",126.8093,-9.8322,7
"611072",-153.0127,59.7661,6
"611073",158.7002,54.1757,13
"611074",-161.4165,54.6362,6
"611075",-63.5943,19.0718,15
"611076",147.0017,-2.9463,12
"611077",-69.2007,-20.3468,4
"611078",126.848,-9.916,7
"611079",-177.9452,-19.8059,5
"611080",-71.6262,-30.1809,4
"611081",-34.5003,7.4882,15
"611082",147.6358,17.0222,2
"611083",-71.9467,-29.4442,4
"611084",126.4107,-4.2529,7
"611085",-25.7367,-59.0091,4
"611086",146.9814,-3.1401,12
"611087",145.3505,18.8722,2
"611088",125.6466,10.1519,7
"611089",132.823,-2.8122,7
"611090",-72.4136,-33.2002,4
"611091",133.3023,-2.5655,7
"611092",105.868,-8.0791,11
"611093",145.6855,18.9111,2
"611094",112.5354,-11.4004,11
"611095",147.8515,43.9167,8
"611096",126.947,2.9842,7
"611097",-96.5568,35.4149,1
"611098",-112.416,46.949,1
"611099",-67.1832,-21.9111,4
"611100",127.0121,2.9887,7
"611101",-179.7167,-24.3266,5
"611102",155.159,-7.0039,12
"611103",147.1826,-2.8743,12
"611104",147.1274,-2.8756,12
"611105",84.214,29.6132,14
"611106",146.1848,19.1448,2
"611107",26.7437,38.4368,10
"611108",127.302,6.1382,7
"611109",-74.2691,-8.358,15
"611110",-68.1232,-21.9241,4
"611111",126.6932,10.6752,7
"611112",73.7488,39.6119,14
"611113",-96.7162,36.3879,1
"611114",-32.19,52.5177,10
"611115",-178.3731,-17.471,5
"611116",124.2186,-8.1584,7
"611117",160.6154,52.7864,13
"611118",-179.6782,-24.2644,5
"611119",-82.812,8.8083,15
"611120",176.4916,-64.2573,5
"611121",-82.8341,8.6754,15
"611122",-163.7197,53.4167,13
"611123",143.0207,21.6981,2
"611124",-171.8001,52.0716,13
"611125",-98.7632,1.3888,15
"611126",-26.2219,-59.7194,4
"611127",-150.5901,58.1308,6
"611128",147.2094,-2.8737,12
"611129",-3.0498,36.5911,10
"611130",-61.6199,16.0524,15
"611131",169.1485,-63.263,5
"611132",-78.9833,-7.2559,15
"611133",168.2149,-16.9812,12
"611134",-112.9167,44.4004,1
"611135",-177.6961,-30.8568,5
"611136",-89.5174,13.3994,15
"611137",168.4659,-63.3233,5
"611138",147.6772,-2.9839,12
"611139",155.1424,-7.1671,12
"611140",-178.6962,-17.3944,5
"611141",155.1536,-6.9245,12
"611142",21.9785,37.7052,10
"611143",147.6807,-2.8842,12
"611144",-177.5274,-31.9004,5
"611145",-174.8199,-17.7931,5
"611146",126.3076,0.8708,7
"611147",152.5924,46.7098,8
"611148",168.398,-63.2984,5
"611149",-71.2964,-30.6643,4
"611150",154.1147,48.2863,8
"611151",-152.8907,59.8432,6
"611152",156.8821,48.9657,8
"611153",152.8345,-4.2807,12
"611154",166.4565,-11.023,12
"611155",-160.3117,55.1756,6
"611156",-40.5288,9.1877,15
"611157",-97.0618,36.1242,1
"611158",-153.0679,59.7895,6
"611159",175.36,-38.5982,5
"611160",167.5957,-14.6071,12
"611161",-152.39,60.3414,6
"611162",126.9992,3.7587,7
"611163",127.1375,3.8055,7
"611164",-64.1318,18.2533,15
"611165",55.533,32.4299,14
"611166",-83.0239,10.5643,15
"611167",126.4691,1.3704,7
"611168",179.944,-25.4121,5
"611169",-89.9384,13.994,15
"611170",126.536,10.3596,7
"611171",-64.039,18.5125,15
"611172",-177.6888,-23.6892,5
"611173",151.6718,-5.5425,12
"611174",-153.0896,59.7312,6
"611175",151.826,-6.1901,12
"611176",128.8853,3.718,7
"611177",-179.9511,-30.7614,5
"611178",-169.3587,51.8901,13
"611179",-177.2113,-15.6442,5
"611180",120.4445,13.3414,9
"611181",-70.5873,-20.1767,4
"611182",-66.0461,-22.5579,4
"611183",-1.4871,71.8666,10
"611184",162.1728,55.0878,13
"611185",-3.8528,35.4566,10
"611186",-32.5626,52.2727,10
"611187",71.2393,36.7026,14
"611188",-73.1043,6.8618,15
"611189",128.3959,-6.6357,7
"611190",126.6003,10.658,7
"611191",-98.7442,36.4777,1
"611192",168.1756,-63.343,5
"611193",-67.3815,-24.3628,4
"611194",-93.7625,-38.5305,4
"611195",127.4092,10.8784,7
"611196",-65.4722,19.5375,15
"611197",-94.497,15.9766,1
"611198",170.148,-21.3074,5
"611199",128.7171,1.7921,7
"611200",89.6622,34.8454,14
"611201",-152.4281,58.3417,6
"611202",142.9448,39.7108,8
"611203",149.5491,-6.1843,12
"611204",-179.6351,-22.3845,5
"611205",-2.4094,71.6965,10
"611206",77.686,40.0345,14
"611207",120.7397,0.7637,7
"611208",-151.1455,62.1175,6
"611209",-178.4027,-17.9873,5
"611210",-60.5651,14.9287,15
"611211",-85.6443,16.9093,15
"611212",-178.5433,-20.7817,5
"611213",-178.6101,-21.621,5
"611214",-68.578,-21.412,4
"611215",-178.5009,-20.3202,5
"611216",-68.9297,18.6488,15
"611217",126.6983,9.16,7
"611218",-66.878,44.871,1
"611219",-29.3918,41.4688,10
"611220",-29.1319,41.4689,10
"611221",-172.7662,-14.9933,5
"611222",120.9053,13.7597,9
"611223",121.1288,13.9287,9
"611224",89.2272,34.7456,14
"611225",73.2678,38.5322,14
"611226",-98.7416,36.477,1
"611227",-89.8757,12.7075,15
"611228",128.6225,-5.4691,7
"611229",123.4489,25.5732,9
"611230",37.8137,38.7613,10
"611231",-121.5227,40.7197,1
"611232",-121.5238,40.7207,1
"611233",-78.8715,7.5763,15
"611234",69.9131,37.6295,14
"611235",-152.4397,60.1418,6
"611236",-178.8798,-25.9175,5
"611237",-67.3507,18.9228,15
"611238",148.8911,-6.0656,12
"611239",14.5742,-20.0716,10
"611240",-67.3364,-18.7937,4
"611241",158.4719,-8.2599,12
"611242",-86.225,16.8595,15
"611243",127.3944,9.5045,7
"611244",158.4879,53.8886,13
"611245",-68.3608,-21.742,4
"611246",142.4576,23.0707,2
"611247",128.1641,3.691,7
"611248",-84.6661,17.1232,15
"611249",-77.1926,-5.7117,15
"611250",-66.812,-23.568,4
"611251",126.6682,9.3117,7
"611252",-97.3684,35.9553,1
"611253",-64.1518,18.8075,15
"611254",-98.009,16.267,1
"611255",146.98,-3.3211,12
"611256",144.5773,13.8218,2
"611257",-69.6443,-21.2639,4
"611258",-179.9317,-25.7132,5
"611259",14.5844,-20.1301,10
"611260",153.9455,47.3543,8
"611261",164.4986,-10.7682,12
"611262",137.7014,36.4034,8
"611263",131.9531,-6.8031,7
"611264",-66.512,19.1848,15
"611265",-128.8692,47.5826,6
"611266",-104.9396,37.1511,1
"611267",93.3475,10.3608,11
"611268",142.2881,41.8902,8
"611269",125.5448,6.35,7
"611270",-72.0924,-29.6306,4
"611271",75.4473,-30.2353,3
"611272",45.7628,43.8402,14
"611273",-72.0518,-30.6222,4
"611274",-92.6229,14.6013,15
"611275",141.1963,36.8951,8
"611276",107.6141,52.8738,8
"611277",-179.6451,51.5193,13
"611278",146.9456,-2.6722,12
"611279",123.5698,-10.0781,7
"611280",-153.546,60.3334,6
"611281",121.0916,19.3461,9
"611282",168.2348,-17.6708,12
"611283",-3.7462,35.6091,10
"611284",-13.7448,-8.1219,4
"611285",-65.4845,18.8855,15
"611286",-65.4393,18.808,15
"611287",-97.622,36.8143,1
"611288",-177.6749,-30.4475,5
"611289",-177.5025,-30.412,5
"611290",-177.5769,-30.4194,5
"611291",-177.5772,-30.505,5
"611292",-178.1989,-29.7736,5
"611293",-177.7155,-30.3133,5
"611294",-178.0838,-28.306,5
"611295",-177.2859,-30.3196,5
"611296",-177.2736,-30.4391,5
"611297",151.9609,47.6037,8
"611298",151.8734,47.552,8
"611299",152.4252,-5.4822,12
"611300",160.5789,-10.3057,12
"611301",-177.6155,-30.5129,5
"611302",-177.6664,-30.503,5
"611303",-177.592,-30.1953,5
"611304",-67.9142,-31.2561,4
"611305",128.4777,3.058,7
"611306",-77.6321,-1.5291,15
"611307",-67.9612,18.0608,15
"611308",147.4457,-6.4063,12
"611309",-67.7963,19.2423,15
"611310",76.043,32.8455,14
"611311",169.1413,-63.2031,5
"611312",-119.9757,35.4607,1
