Latitude,Longitude,VEI,cluster,depth,mag,startdate,type,sequence,scale
-39.28,175.57,1,11,,,2007-09-25,V,V11,
-1.787,99.488,,10,26.0,6.1,2007-09-26,E,E10,
-4.99,153.5,,11,40.0,6.8,2007-09-26,E,E11,
-21.103,169.283,,11,9.0,6.1,2007-09-27,E,E11,
22.013,142.668,,1,260.0,7.5,2007-09-28,E,E1,
-21.133,169.373,,11,10.0,6.5,2007-09-28,E,E11,
-21.207,169.362,,11,12.0,6.3,2007-09-28,E,E11,
2.9,95.523,,10,35.0,6.0,2007-09-29,E,E10,
10.454,145.718,,1,14.0,6.9,2007-09-30,E,E1,
-49.138,164.11,,11,18.0,6.6,2007-09-30,E,E11,
-49.271,164.115,,11,10.0,7.4,2007-09-30,E,E11,
15.55,41.83,3,13,,,2007-09-30,V,V13,
-7.93,112.308,2,10,,,2007-10-01,V,V10,
54.511,-161.708,,5,32.0,6.3,2007-10-02,E,E5,
2.543,92.903,,10,35.0,6.2,2007-10-04,E,E10,
1.22,-77.37,3,14,,,2007-10-04,V,V14,
-25.189,179.459,,11,509.4,6.5,2007-10-05,E,E11,
18.73,147.148,,1,20.0,6.1,2007-10-06,E,E1,
-4.808,152.892,,11,39.0,6.0,2007-10-09,E,E11,
-21.23,169.195,,11,37.0,6.1,2007-10-13,E,E11,
-44.793,167.458,,11,19.0,6.1,2007-10-15,E,E11,
-44.796,167.553,,11,18.0,6.8,2007-10-15,E,E11,
-25.775,179.53,,11,509.3,6.6,2007-10-16,E,E11,
-6.31,154.77,,11,46.3,6.0,2007-10-21,E,E11,
-6.102,105.423,2,10,,,2007-10-23,V,V10,
-3.899,101.02,,10,21.0,6.8,2007-10-24,E,E10,
46.011,154.231,,7,20.0,6.1,2007-10-25,E,E7,
12.602,-86.845,1,14,,,2007-10-28,V,V14,
18.9,145.388,,1,207.0,7.2,2007-10-31,E,E1,
51.418,-178.38,,5,28.0,6.0,2007-10-31,E,E5,
-55.466,-128.966,,4,10.0,6.1,2007-11-02,E,E4,
12.702,-87.004,1,14,,,2007-11-08,V,V14,
-51.777,161.318,,11,10.0,6.6,2007-11-10,E,E11,
-22.247,-69.89,,3,40.0,7.7,2007-11-14,E,E3,
-22.925,-70.237,,3,26.0,6.8,2007-11-15,E,E3,
-22.867,-70.407,,3,27.0,6.3,2007-11-15,E,E3,
-2.312,-77.838,,14,122.9,6.8,2007-11-16,E,E14,
-22.643,-66.323,,3,246.4,6.0,2007-11-18,E,E3,
-21.968,173.486,,11,10.0,6.0,2007-11-19,E,E11,
-21.185,-178.752,,11,558.3,6.3,2007-11-19,E,E11,
-6.907,155.672,,11,52.6,6.0,2007-11-20,E,E11,
-22.917,-70.483,,3,15.0,6.1,2007-11-20,E,E3,
-5.757,147.098,,11,53.0,6.8,2007-11-22,E,E11,
11.538,-85.622,2,14,,,2007-11-24,V,V14,
-2.238,100.413,,10,35.0,6.0,2007-11-25,E,E10,
-8.224,118.467,,6,18.0,6.5,2007-11-25,E,E6,
-8.292,118.37,,6,20.0,6.5,2007-11-25,E,E6,
-10.95,162.149,,11,16.0,6.6,2007-11-27,E,E11,
16.35,145.67,2,1,,,2007-11-27,V,V1,
-0.978,100.679,2,10,,,2007-11-27,V,V10,
14.944,-61.274,,14,156.0,7.4,2007-11-29,E,E14,
-36.756,-97.404,,4,10.0,6.3,2007-11-29,E,E4,
-25.996,-177.514,,11,152.5,7.8,2007-12-09,E,E11,
-15.213,-172.367,,11,17.0,6.2,2007-12-13,E,E11,
-23.202,-70.549,,3,16.0,6.2,2007-12-13,E,E3,
-23.157,-70.479,,3,15.0,6.0,2007-12-13,E,E3,
-6.622,131.09,,6,57.0,6.4,2007-12-15,E,E6,
-7.526,127.474,,6,175.9,6.0,2007-12-15,E,E6,
-22.954,-70.182,,3,45.0,6.7,2007-12-16,E,E3,
51.36,-179.509,,5,34.0,7.2,2007-12-19,E,E5,
-39.011,178.291,,11,20.0,6.6,2007-12-20,E,E11,
51.366,-178.979,,5,25.0,6.3,2007-12-21,E,E5,
2.087,96.806,,10,23.0,6.1,2007-12-22,E,E10,
-2.407,139.067,,6,20.0,6.2,2007-12-22,E,E6,
38.503,142.026,,7,48.4,6.1,2007-12-25,E,E7,
52.558,-168.221,,5,25.0,6.4,2007-12-26,E,E5,
-5.878,146.884,,11,34.0,6.3,2008-01-01,E,E11,
-38.692,-71.729,3,3,,,2008-01-01,V,V3,
2.93,-76.03,2,14,,,2008-01-02,V,V14,
-2.782,101.032,,10,35.0,6.0,2008-01-04,E,E10,
51.163,-130.542,,5,10.0,6.4,2008-01-05,E,E5,
51.254,-130.746,,5,15.0,6.6,2008-01-05,E,E5,
37.216,22.693,,9,75.0,6.2,2008-01-06,E,E9,
34.094,139.526,1,7,,,2008-01-07,V,V7,
-57.8,-26.483,0,3,,,2008-01-08,V,V3,
32.288,85.166,,13,10.0,6.4,2008-01-09,E,E13,
51.649,-131.183,,5,10.0,6.1,2008-01-09,E,E5,
43.785,-127.264,,5,13.0,6.3,2008-01-10,E,E5,
10.2,-84.233,1,14,,,2008-01-13,V,V14,
-21.984,-179.535,,11,597.6,6.5,2008-01-15,E,E11,
2.346,126.816,,6,35.0,6.1,2008-01-20,E,E6,
1.011,97.442,,10,20.0,6.2,2008-01-22,E,E10,
-15.419,-175.589,,11,10.0,6.1,2008-01-22,E,E11,
-15.277,-175.348,,11,6.0,6.0,2008-01-22,E,E11,
-7.302,127.688,,6,8.0,6.2,2008-01-30,E,E6,
-21.495,-179.352,,11,604.2,6.0,2008-02-01,E,E11,
-20.166,-70.037,,3,35.0,6.3,2008-02-04,E,E3,
10.671,-41.899,,14,9.0,6.9,2008-02-08,E,E14,
-25.887,-177.188,0,11,,,2008-02-08,V,V11,
-0.236,125.084,,6,38.0,6.0,2008-02-09,E,E6,
-60.797,-25.586,,3,8.0,6.6,2008-02-10,E,E3,
16.357,-94.304,,0,83.0,6.5,2008-02-12,E,E0,
-8.158,128.644,,6,19.0,6.2,2008-02-13,E,E6,
36.345,21.863,,9,28.0,6.5,2008-02-14,E,E9,
36.501,21.67,,9,29.0,6.9,2008-02-14,E,E9,
-21.346,-68.385,,3,130.1,6.1,2008-02-16,E,E3,
32.884,131.104,1,8,,,2008-02-17,V,V8,
2.768,95.964,,10,26.0,7.4,2008-02-20,E,E10,
36.288,21.775,,9,9.9,6.2,2008-02-20,E,E9,
41.153,-114.867,,0,6.7,6.0,2008-02-21,E,E0,
77.079,18.571,,9,12.0,6.1,2008-02-21,E,E9,
56.17,-159.38,1,5,,,2008-02-22,V,V5,
-57.335,-23.433,,3,14.0,6.8,2008-02-23,E,E3,
-2.405,99.931,,10,22.0,6.5,2008-02-24,E,E10,
-2.332,99.891,,10,25.0,6.6,2008-02-25,E,E10,
-2.245,99.808,,10,25.0,6.7,2008-02-25,E,E10,
-2.486,99.972,,10,25.0,7.2,2008-02-25,E,E10,
26.816,142.438,,1,15.0,6.2,2008-02-27,E,E1,
-2.18,99.823,,10,25.0,6.2,2008-03-03,E,E10,
46.406,153.175,,7,10.0,6.5,2008-03-03,E,E7,
13.351,125.63,,8,24.0,6.9,2008-03-03,E,E8,
19.913,121.334,,8,10.0,6.0,2008-03-03,E,E8,
-5.416,150.027,1,11,,,2008-03-11,V,V11,
-16.567,167.335,,11,13.0,6.4,2008-03-12,E,E11,
-16.489,167.183,,11,10.0,6.3,2008-03-12,E,E11,
-45.492,35.008,,2,10.0,6.0,2008-03-13,E,E2,
26.988,142.599,,1,10.0,6.0,2008-03-14,E,E1,
2.708,94.596,,10,25.0,6.0,2008-03-15,E,E10,
-29.252,-177.44,,11,25.0,6.2,2008-03-18,E,E11,
35.49,81.467,,13,10.0,7.2,2008-03-20,E,E13,
6.192,126.934,,6,45.0,6.1,2008-03-20,E,E6,
52.176,-178.716,,5,132.0,6.2,2008-03-22,E,E5,
-20.043,-68.963,,3,120.0,6.2,2008-03-24,E,E3,
-1.697,101.264,1,10,,,2008-03-24,V,V10,
2.855,95.296,,10,20.0,6.3,2008-03-29,E,E10,
1.488,127.63,1,6,,,2008-04-05,V,V6,
-19.997,168.874,,11,35.0,6.3,2008-04-09,E,E11,
-20.071,168.892,,11,33.0,7.3,2008-04-09,E,E11,
-20.185,168.905,,11,35.0,6.3,2008-04-09,E,E11,
-20.175,168.861,,11,16.0,6.4,2008-04-09,E,E11,
-20.392,168.839,,11,11.0,6.1,2008-04-11,E,E11,
-55.664,158.453,,11,16.0,7.1,2008-04-12,E,E11,
-56.022,-28.035,,3,140.2,6.0,2008-04-14,E,E3,
13.564,-90.599,,14,33.0,6.1,2008-04-15,E,E14,
51.856,-179.361,,5,11.0,6.4,2008-04-15,E,E5,
-8.676,122.455,2,6,,,2008-04-15,V,V6,
-18.609,-175.699,,11,10.0,6.3,2008-04-16,E,E11,
51.878,-179.165,,5,13.0,6.6,2008-04-16,E,E5,
-17.342,-179.022,,11,553.8,6.3,2008-04-18,E,E11,
-20.273,168.796,,11,14.0,6.3,2008-04-19,E,E11,
-7.815,125.694,,6,13.0,6.1,2008-04-19,E,E6,
-7.875,125.722,,6,10.0,6.0,2008-04-19,E,E6,
22.881,121.619,,8,10.0,6.0,2008-04-23,E,E8,
-1.182,-23.471,,9,10.0,6.5,2008-04-24,E,E9,
-49.091,164.117,,11,10.0,6.1,2008-04-26,E,E11,
-19.941,168.953,,11,32.0,6.4,2008-04-28,E,E11,
-20.238,168.824,,11,35.0,6.1,2008-04-28,E,E11,
-58.739,-24.714,,3,35.0,6.1,2008-04-28,E,E3,
11.984,-86.161,1,14,,,2008-04-29,V,V14,
51.864,-177.528,,5,14.0,6.6,2008-05-02,E,E5,
-42.833,-72.646,4,3,,,2008-05-02,V,V3,
36.164,141.526,,7,27.0,6.9,2008-05-07,E,E7,
36.156,141.756,,7,23.3,6.1,2008-05-07,E,E7,
36.178,141.545,,7,19.0,6.2,2008-05-07,E,E7,
34.094,139.526,1,7,,,2008-05-08,V,V7,
12.516,143.181,,1,76.0,6.8,2008-05-09,E,E1,
31.002,103.322,,8,19.0,7.9,2008-05-12,E,E8,
31.214,103.618,,8,10.0,6.1,2008-05-12,E,E8,
12.278,93.858,2,10,,,2008-05-13,V,V10,
37.734,15.004,1,9,,,2008-05-13,V,V9,
1.64,99.147,,10,10.0,6.0,2008-05-19,E,E10,
51.162,178.759,,5,27.0,6.3,2008-05-20,E,E5,
7.313,-34.897,,14,8.0,6.5,2008-05-23,E,E14,
-16.25,168.12,2,11,,,2008-05-23,V,V11,
55.9055,-153.5083,,5,20.0,6.0,2008-05-25,E,E5,
32.56,105.423,,8,18.0,6.1,2008-05-25,E,E8,
64.005,-21.013,,9,9.0,6.3,2008-05-29,E,E9,
-0.92,-91.408,1,14,,,2008-05-29,V,V14,
-41.198,80.479,,2,9.0,6.4,2008-05-31,E,E2,
-59.384,149.66,,11,10.0,6.5,2008-06-01,E,E11,
20.124,121.35,,8,31.0,6.3,2008-06-01,E,E8,
-10.509,161.273,,11,84.0,6.2,2008-06-03,E,E11,
-8.1,120.231,,6,14.0,6.0,2008-06-03,E,E6,
-38.844,-91.623,,4,10.0,6.0,2008-06-05,E,E4,
-7.495,127.885,,6,122.0,6.0,2008-06-06,E,E6,
1.112,124.737,3,6,,,2008-06-06,V,V6,
37.963,21.525,,9,16.0,6.4,2008-06-08,E,E9,
-8.119,114.056,2,6,,,2008-06-12,V,V6,
39.03,140.881,,7,7.8,6.9,2008-06-13,E,E7,
-36.623,-107.45,,4,10.0,6.0,2008-06-15,E,E4,
67.698,141.276,,7,18.0,6.1,2008-06-22,E,E7,
12.702,-87.004,1,14,,,2008-06-22,V,V14,
-20.768,-173.342,,11,38.0,6.2,2008-06-26,E,E11,
11.005,91.824,,10,17.0,6.6,2008-06-27,E,E10,
10.847,91.712,,10,15.0,6.1,2008-06-28,E,E10,
45.156,137.446,,7,326.0,6.0,2008-06-29,E,E7,
-58.227,-22.099,,3,8.0,7.0,2008-06-30,E,E3,
-23.37,-179.778,,11,581.2,6.2,2008-07-03,E,E11,
53.882,152.886,,7,632.8,7.7,2008-07-05,E,E7,
12.602,-86.845,1,14,,,2008-07-05,V,V14,
-15.986,-71.748,,3,123.0,6.2,2008-07-08,E,E3,
27.532,128.334,,8,43.0,6.0,2008-07-08,E,E8,
55.972,160.595,3,7,,,2008-07-11,V,V7,
53.43,-168.13,4,5,,,2008-07-12,V,V5,
21.014,121.149,,8,14.0,6.2,2008-07-13,E,E8,
-5.416,150.027,2,11,,,2008-07-13,V,V11,
35.8,27.86,,9,52.0,6.4,2008-07-15,E,E9,
-17.337,-177.312,,11,391.0,6.4,2008-07-19,E,E11,
-11.066,164.616,,11,10.0,6.2,2008-07-19,E,E11,
-11.041,164.493,,11,11.0,6.6,2008-07-19,E,E11,
37.552,142.214,,7,22.0,7.0,2008-07-19,E,E7,
37.186,142.051,,7,22.0,6.0,2008-07-21,E,E7,
39.802,141.464,,7,108.0,6.8,2008-07-23,E,E7,
50.967,157.584,,7,27.0,6.2,2008-07-24,E,E7,
-0.077,-77.656,2,14,,,2008-07-27,V,V14,
-10.578,163.103,,11,10.0,6.0,2008-07-28,E,E11,
50.324,155.461,2,7,,,2008-07-29,V,V7,
11.538,-85.622,1,14,,,2008-07-30,V,V14,
-5.916,130.195,,6,173.9,6.3,2008-08-04,E,E6,
32.756,105.494,,8,6.0,6.0,2008-08-05,E,E8,
52.177,-175.508,4,5,,,2008-08-07,V,V5,
-60.693,153.826,,11,10.0,6.3,2008-08-09,E,E11,
-60.648,153.771,,11,10.0,6.5,2008-08-09,E,E11,
11.055,91.814,,10,20.0,6.2,2008-08-10,E,E10,
36.406,138.523,1,7,,,2008-08-10,V,V7,
13.257,123.685,1,8,,,2008-08-10,V,V8,
-1.02,-21.843,,9,13.0,6.0,2008-08-11,E,E9,
12.897,124.319,,8,10.0,6.0,2008-08-15,E,E8,
-15.087,-173.476,,11,8.0,6.1,2008-08-19,E,E11,
25.039,97.697,,8,10.0,6.0,2008-08-21,E,E8,
-17.769,65.394,,2,6.0,6.0,2008-08-22,E,E2,
31.934,130.862,1,8,,,2008-08-22,V,V8,
30.901,83.52,,13,12.0,6.7,2008-08-25,E,E13,
-7.641,-74.377,,14,154.0,6.4,2008-08-26,E,E14,
51.607,104.158,,8,16.0,6.3,2008-08-27,E,E8,
-0.252,-17.358,,9,12.0,6.3,2008-08-28,E,E9,
-6.146,147.258,,11,75.0,6.4,2008-08-30,E,E11,
26.241,101.889,,8,11.0,6.0,2008-08-30,E,E8,
-25.387,-177.636,,11,171.1,6.0,2008-09-01,E,E11,
-26.736,-63.225,,3,569.6,6.3,2008-09-03,E,E3,
-13.501,166.967,,11,110.0,6.9,2008-09-08,E,E11,
-19.964,169.108,,11,36.0,6.2,2008-09-08,E,E11,
26.743,55.828,,13,12.0,6.1,2008-09-10,E,E13,
8.093,-38.705,,14,9.0,6.6,2008-09-10,E,E14,
1.885,127.363,,6,96.0,6.6,2008-09-11,E,E6,
41.892,143.754,,7,25.0,6.8,2008-09-11,E,E7,
-4.554,-105.999,,4,11.0,6.0,2008-09-18,E,E4,
-10.38,165.8,1,11,,,2008-09-19,V,V11,
-21.244,55.708,1,2,,,2008-09-21,V,V2,
17.612,-105.497,,0,12.0,6.4,2008-09-24,E,E0,
30.836,83.487,,13,4.0,6.0,2008-09-25,E,E13,
-29.756,-177.683,,11,36.0,7.0,2008-09-29,E,E11,
-30.184,-177.176,,11,10.0,6.1,2008-10-05,E,E11,
33.886,69.47,,13,10.0,6.0,2008-10-05,E,E13,
39.533,73.824,,13,27.4,6.7,2008-10-05,E,E13,
29.807,90.35,,13,12.0,6.3,2008-10-06,E,E13,
56.056,160.642,1,7,,,2008-10-08,V,V7,
19.161,-64.833,,14,23.0,6.1,2008-10-11,E,E14,
-20.123,-64.971,,3,352.7,6.2,2008-10-12,E,E3,
14.423,-92.364,,14,24.0,6.7,2008-10-16,E,E14,
-21.863,-173.819,,11,29.0,6.9,2008-10-19,E,E11,
1.22,-77.37,3,14,,,2008-10-21,V,V14,
-18.414,-175.351,,11,233.4,6.4,2008-10-22,E,E11,
-2.635,145.574,,11,10.0,6.3,2008-10-23,E,E11,
-57.8,-26.483,0,3,,,2008-10-25,V,V3,
2.93,-76.03,3,14,,,2008-10-26,V,V14,
-39.42,-71.93,1,3,,,2008-10-26,V,V3,
-3.494,145.867,,11,18.3,6.0,2008-10-28,E,E11,
30.639,67.351,,13,15.0,6.4,2008-10-28,E,E13,
30.598,67.455,,13,14.0,6.4,2008-10-29,E,E13,
-9.02,-108.246,,4,10.0,6.1,2008-10-30,E,E4,
-3.399,148.712,,11,10.0,6.0,2008-11-01,E,E11,
-15.37,-174.23,0,11,,,2008-11-01,V,V11,
-15.1,-173.75,0,11,,,2008-11-01,V,V11,
51.552,-174.366,,5,36.0,6.1,2008-11-02,E,E5,
13.793,40.553,3,13,,,2008-11-03,V,V13,
-17.135,168.458,,11,205.7,6.3,2008-11-04,E,E11,
-14.829,168.032,,11,13.0,6.4,2008-11-07,E,E11,
-6.712,129.074,,6,10.0,6.2,2008-11-07,E,E6,
-15.223,-174.232,,11,121.0,6.0,2008-11-08,E,E11,
37.565,95.833,,13,19.0,6.3,2008-11-10,E,E13,
1.271,122.091,,6,30.0,7.4,2008-11-16,E,E6,
43.384,144.013,1,7,,,2008-11-18,V,V7,
8.267,-82.967,,14,32.0,6.3,2008-11-19,E,E14,
-8.947,159.553,,11,118.0,6.1,2008-11-21,E,E11,
12.702,-87.004,1,14,,,2008-11-21,V,V14,
-4.348,101.259,,10,24.0,6.3,2008-11-22,E,E10,
-22.523,171.199,,11,57.3,6.4,2008-11-22,E,E11,
-1.23,-13.933,,9,10.0,6.3,2008-11-22,E,E9,
54.203,154.322,,7,492.3,7.3,2008-11-24,E,E7,
-18.701,-177.716,,11,386.0,6.0,2008-11-29,E,E11,
2.78,125.4,2,6,,,2008-11-29,V,V6,
-7.393,124.745,,6,398.0,6.4,2008-12-06,E,E6,
-53.005,106.823,,2,11.0,6.3,2008-12-08,E,E2,
-15.929,168.173,,11,224.1,6.1,2008-12-09,E,E11,
-31.232,-176.924,,11,18.0,6.8,2008-12-09,E,E11,
-12.337,166.572,,11,51.0,6.0,2008-12-10,E,E11,
-32.458,-71.726,,3,18.0,6.2,2008-12-18,E,E3,
-32.473,-72.051,,3,25.0,6.0,2008-12-18,E,E3,
36.541,142.425,,7,19.0,6.3,2008-12-20,E,E7,
53.321,158.712,2,7,,,2008-12-23,V,V7,
-17.29,-171.909,,11,9.0,6.0,2008-12-24,E,E11,
5.752,125.377,,6,206.0,6.3,2008-12-25,E,E6,
-4.03,103.13,1,10,,,2009-01-01,V,V10,
52.825,-169.944,2,5,,,2009-01-02,V,V5,
36.419,70.743,,13,204.8,6.6,2009-01-03,E,E13,
-0.691,133.305,,6,23.0,7.4,2009-01-03,E,E6,
-0.414,132.885,,6,17.0,7.7,2009-01-03,E,E6,
-0.659,133.434,,6,16.0,6.0,2009-01-06,E,E6,
10.165,-84.197,,14,14.0,6.1,2009-01-08,E,E14,
10.2,-84.233,1,14,,,2009-01-12,V,V14,
-13.147,66.078,,2,10.0,6.0,2009-01-13,E,E2,
-22.352,170.635,,11,27.0,6.7,2009-01-15,E,E11,
46.857,155.154,,7,36.0,7.4,2009-01-15,E,E7,
-7.2,109.92,1,10,,,2009-01-15,V,V10,
-30.199,-177.951,,11,33.0,6.4,2009-01-18,E,E11,
-22.477,170.806,,11,35.0,6.0,2009-01-19,E,E11,
-22.596,170.911,,11,12.0,6.6,2009-01-19,E,E11,
-22.689,171.043,,11,24.0,6.1,2009-01-21,E,E11,
36.406,138.523,2,7,,,2009-01-21,V,V7,
-5.912,148.511,,11,44.0,6.1,2009-01-22,E,E11,
-7.307,128.568,,6,146.7,6.1,2009-01-22,E,E6,
-39.42,-71.93,1,3,,,2009-01-29,V,V3,
-13.582,-76.558,,3,21.0,6.0,2009-02-02,E,E3,
-6.567,-81.15,,14,15.0,6.0,2009-02-09,E,E14,
3.886,126.387,,6,20.0,7.2,2009-02-11,E,E6,
4.026,126.783,,6,35.0,6.0,2009-02-11,E,E6,
50.686,156.014,1,7,,,2009-02-11,V,V7,
4.036,126.548,,6,27.0,6.3,2009-02-12,E,E6,
3.947,126.411,,6,26.0,6.0,2009-02-12,E,E6,
3.972,126.724,,6,35.0,6.0,2009-02-12,E,E6,
-5.854,-80.891,,14,21.0,6.1,2009-02-15,E,E14,
-30.724,-178.617,,11,13.0,6.0,2009-02-17,E,E11,
-27.424,-176.33,,11,25.0,7.0,2009-02-18,E,E11,
3.679,126.561,,6,32.0,6.0,2009-02-22,E,E6,
-60.525,-24.796,,3,15.0,6.3,2009-02-28,E,E3,
80.324,-1.853,,5,9.0,6.5,2009-03-06,E,E5,
5.686,-82.767,,14,9.0,6.3,2009-03-12,E,E14,
60.485,-152.742,3,5,,,2009-03-15,V,V5,
3.807,126.552,,6,35.0,6.3,2009-03-16,E,E6,
-20.536,-175.382,2,11,,,2009-03-17,V,V11,
-23.043,-174.66,,11,31.0,7.6,2009-03-19,E,E11,
-6.102,105.423,2,10,,,2009-03-25,V,V10,
-2.952,139.543,,6,93.0,6.0,2009-03-28,E,E6,
-3.522,144.102,,11,10.0,6.4,2009-04-01,E,E11,
-1.697,101.264,1,10,,,2009-04-01,V,V10,
34.094,139.526,1,7,,,2009-04-01,V,V7,
5.149,127.201,,6,48.0,6.3,2009-04-04,E,E6,
42.334,13.334,,9,8.8,6.3,2009-04-06,E,E9,
46.049,151.548,,7,31.0,6.9,2009-04-07,E,E7,
-0.37,-91.55,2,14,,,2009-04-10,V,V14,
-3.115,100.471,,10,22.0,6.3,2009-04-15,E,E10,
-60.203,-26.858,,3,20.0,6.7,2009-04-16,E,E3,
-19.584,-70.483,,3,25.0,6.1,2009-04-17,E,E3,
46.015,151.427,,7,35.0,6.6,2009-04-18,E,E7,
4.136,126.678,,6,25.0,6.1,2009-04-19,E,E6,
50.833,155.009,,7,152.0,6.2,2009-04-21,E,E7,
-7.242,109.208,1,10,,,2009-04-21,V,V10,
-30.3,-178.582,,11,131.7,6.1,2009-04-26,E,E11,
-8.42,116.47,2,6,,,2009-05-02,V,V6,
14.546,-91.143,,14,108.0,6.3,2009-05-03,E,E14,
1.393,-85.169,,14,6.0,6.1,2009-05-10,E,E14,
-5.664,149.543,,11,89.0,6.1,2009-05-12,E,E11,
-31.553,-178.833,,11,43.0,6.5,2009-05-16,E,E11,
-31.475,-177.683,,11,4.0,6.0,2009-05-24,E,E11,
16.731,-86.217,,14,19.0,7.3,2009-05-28,E,E14,
-17.757,167.949,,11,15.0,6.3,2009-06-02,E,E11,
-45.833,35.139,,2,16.0,6.0,2009-06-04,E,E2,
41.824,143.445,,7,29.0,6.4,2009-06-05,E,E7,
23.864,-46.105,,14,14.0,6.0,2009-06-06,E,E14,
48.092,153.2,4,7,,,2009-06-11,V,V7,
-17.611,167.812,,11,15.0,6.0,2009-06-12,E,E11,
5.361,126.438,,6,35.0,6.1,2009-06-14,E,E6,
-54.366,5.871,,2,10.0,6.1,2009-06-16,E,E2,
-5.157,153.782,,11,64.0,6.7,2009-06-23,E,E11,
52.825,-169.944,2,5,,,2009-06-25,V,V5,
12.17,40.82,2,13,,,2009-06-28,V,V13,
34.164,25.471,,9,19.0,6.4,2009-07-01,E,E9,
25.131,-109.754,,0,10.0,6.0,2009-07-03,E,E0,
9.59,-78.966,,14,38.0,6.1,2009-07-04,E,E14,
50.435,176.992,,5,22.0,6.1,2009-07-06,E,E5,
75.351,-72.453,,12,19.0,6.1,2009-07-07,E,E12,
-36.004,-102.686,,4,12.0,6.0,2009-07-08,E,E4,
-15.041,-70.445,,3,198.9,6.1,2009-07-12,E,E3,
24.056,122.201,,8,17.0,6.3,2009-07-13,E,E8,
-3.375,150.506,,11,13.4,6.1,2009-07-15,E,E11,
-45.762,166.562,,11,12.0,7.8,2009-07-15,E,E11,
-46.036,165.937,,11,12.0,6.1,2009-07-15,E,E11,
-56.234,-124.296,,4,10.0,6.1,2009-08-01,E,E4,
56.056,160.642,2,7,,,2009-08-01,V,V7,
-0.447,132.908,,6,20.0,6.1,2009-08-02,E,E6,
29.039,-112.903,,0,10.0,6.9,2009-08-03,E,E0,
29.31,-113.728,,0,10.0,6.2,2009-08-03,E,E0,
-45.554,166.356,,11,10.0,6.1,2009-08-05,E,E11,
24.233,125.095,,8,25.0,6.1,2009-08-05,E,E8,
33.167,137.944,,7,292.0,7.1,2009-08-09,E,E7,
14.099,92.902,,10,24.0,7.5,2009-08-10,E,E10,
-11.612,166.09,,11,35.0,6.6,2009-08-10,E,E11,
34.743,138.264,,7,40.4,6.2,2009-08-10,E,E7,
32.821,140.395,,7,53.0,6.6,2009-08-12,E,E7,
-1.479,99.49,,10,20.0,6.7,2009-08-16,E,E10,
23.501,123.499,,8,20.0,6.7,2009-08-17,E,E8,
23.426,123.516,,8,15.0,6.1,2009-08-17,E,E8,
-26.064,-178.391,,11,269.8,6.3,2009-08-18,E,E11,
72.2,0.944,,9,6.0,6.0,2009-08-20,E,E9,
37.696,95.718,,13,13.0,6.3,2009-08-28,E,E13,
-7.146,123.427,,6,642.4,6.9,2009-08-28,E,E6,
-15.223,-172.571,,11,11.0,6.6,2009-08-30,E,E11,
-5.525,148.42,2,11,,,2009-09-01,V,V11,
-7.782,107.297,,10,46.0,7.0,2009-09-02,E,E10,
-29.395,-178.956,,11,257.0,6.2,2009-09-02,E,E11,
31.14,130.014,,8,163.0,6.2,2009-09-03,E,E8,
12.702,-87.004,2,14,,,2009-09-06,V,V14,
-10.198,110.628,,10,23.0,6.2,2009-09-07,E,E10,
42.66,43.443,,13,15.0,6.0,2009-09-07,E,E13,
48.317,154.192,,7,36.0,6.0,2009-09-10,E,E7,
10.709,-67.927,,14,14.0,6.4,2009-09-12,E,E14,
13.257,123.685,2,8,,,2009-09-15,V,V8,
-29.144,-112.267,,4,10.0,6.2,2009-09-17,E,E4,
27.332,91.437,,13,14.0,6.1,2009-09-21,E,E13,
-52.963,159.911,,11,10.0,6.0,2009-09-23,E,E11,
18.829,-107.339,,0,13.0,6.4,2009-09-24,E,E0,
-7.2,109.92,1,10,,,2009-09-27,V,V10,
-14.27,167.5,2,11,,,2009-09-27,V,V11,
-15.832,-172.551,,11,10.0,6.0,2009-09-29,E,E11,
-15.355,-173.159,,11,10.0,6.0,2009-09-29,E,E11,
-15.489,-172.095,,11,18.0,8.1,2009-09-29,E,E11,
-0.72,99.867,,10,81.0,7.6,2009-09-30,E,E10,
-2.482,101.524,,10,9.0,6.6,2009-10-01,E,E10,
-17.017,174.505,,11,10.0,6.0,2009-10-02,E,E11,
-16.335,-173.471,,11,8.0,6.1,2009-10-02,E,E11,
52.825,-169.944,2,5,,,2009-10-02,V,V5,
23.63,121.452,,8,28.0,6.1,2009-10-03,E,E8,
6.74,123.378,,6,620.0,6.6,2009-10-04,E,E6,
-12.39,166.086,,11,21.0,6.8,2009-10-07,E,E11,
-12.517,166.382,,11,35.0,7.8,2009-10-07,E,E11,
-13.006,166.51,,11,45.0,7.7,2009-10-07,E,E11,
-13.093,166.497,,11,31.1,7.4,2009-10-07,E,E11,
4.079,122.371,,6,574.0,6.8,2009-10-07,E,E6,
-11.263,165.819,,11,44.7,6.1,2009-10-08,E,E11,
-12.912,166.314,,11,35.0,6.0,2009-10-08,E,E11,
-12.237,166.489,,11,35.0,6.0,2009-10-08,E,E11,
-13.298,165.91,,11,35.0,6.8,2009-10-08,E,E11,
47.851,152.455,,7,112.0,6.0,2009-10-10,E,E7,
-22.0,170.248,,11,10.0,6.0,2009-10-11,E,E11,
-12.414,166.498,,11,42.0,6.2,2009-10-12,E,E11,
